,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,target
12065,33.0,29.0,32.0,32.0,32.0,35.0,43.0,53.0,58.0
12066,29.0,32.0,32.0,32.0,35.0,43.0,53.0,58.0,66.0
12067,32.0,32.0,32.0,35.0,43.0,53.0,58.0,66.0,69.0
12068,32.0,32.0,35.0,43.0,53.0,58.0,66.0,69.0,101.0
12069,93.0,71.0,67.0,76.0,79.0,69.0,68.0,67.0,68.0
12070,71.0,67.0,76.0,79.0,69.0,68.0,67.0,68.0,68.0
12071,67.0,76.0,79.0,69.0,68.0,67.0,68.0,68.0,65.0
12072,76.0,79.0,69.0,68.0,67.0,68.0,68.0,65.0,63.0
12073,79.0,69.0,68.0,67.0,68.0,68.0,65.0,63.0,62.0
12074,69.0,68.0,67.0,68.0,68.0,65.0,63.0,62.0,63.0
12075,68.0,67.0,68.0,68.0,65.0,63.0,62.0,63.0,63.0
12076,67.0,68.0,68.0,65.0,63.0,62.0,63.0,63.0,68.0
12077,68.0,68.0,65.0,63.0,62.0,63.0,63.0,68.0,63.0
12078,68.0,65.0,63.0,62.0,63.0,63.0,68.0,63.0,70.0
12079,65.0,63.0,62.0,63.0,63.0,68.0,63.0,70.0,79.0
12080,63.0,62.0,63.0,63.0,68.0,63.0,70.0,79.0,98.0
12081,62.0,63.0,63.0,68.0,63.0,70.0,79.0,98.0,101.0
12082,96.0,92.0,80.0,77.0,82.0,79.0,83.0,82.0,86.0
12083,92.0,80.0,77.0,82.0,79.0,83.0,82.0,86.0,88.0
12084,80.0,77.0,82.0,79.0,83.0,82.0,86.0,88.0,82.0
12085,77.0,82.0,79.0,83.0,82.0,86.0,88.0,82.0,92.0
12086,82.0,79.0,83.0,82.0,86.0,88.0,82.0,92.0,85.0
12087,79.0,83.0,82.0,86.0,88.0,82.0,92.0,85.0,96.0
12088,83.0,82.0,86.0,88.0,82.0,92.0,85.0,96.0,97.0
12089,82.0,86.0,88.0,82.0,92.0,85.0,96.0,97.0,101.0
12090,1.0,4.0,5.0,10.0,10.0,8.0,8.0,9.0,10.0
12091,4.0,5.0,10.0,10.0,8.0,8.0,9.0,10.0,12.0
12092,5.0,10.0,10.0,8.0,8.0,9.0,10.0,12.0,11.0
12093,10.0,10.0,8.0,8.0,9.0,10.0,12.0,11.0,13.0
12094,10.0,8.0,8.0,9.0,10.0,12.0,11.0,13.0,13.0
12095,8.0,8.0,9.0,10.0,12.0,11.0,13.0,13.0,14.0
12096,8.0,9.0,10.0,12.0,11.0,13.0,13.0,14.0,20.0
12097,9.0,10.0,12.0,11.0,13.0,13.0,14.0,20.0,26.0
12098,10.0,12.0,11.0,13.0,13.0,14.0,20.0,26.0,31.0
12099,12.0,11.0,13.0,13.0,14.0,20.0,26.0,31.0,34.0
12100,11.0,13.0,13.0,14.0,20.0,26.0,31.0,34.0,33.0
12101,13.0,13.0,14.0,20.0,26.0,31.0,34.0,33.0,37.0
12102,13.0,14.0,20.0,26.0,31.0,34.0,33.0,37.0,41.0
12103,14.0,20.0,26.0,31.0,34.0,33.0,37.0,41.0,43.0
12104,20.0,26.0,31.0,34.0,33.0,37.0,41.0,43.0,101.0
12105,90.0,86.0,73.0,70.0,88.0,95.0,97.0,23.0,33.0
12106,86.0,73.0,70.0,88.0,95.0,97.0,23.0,33.0,36.0
12107,73.0,70.0,88.0,95.0,97.0,23.0,33.0,36.0,37.0
12108,70.0,88.0,95.0,97.0,23.0,33.0,36.0,37.0,38.0
12109,88.0,95.0,97.0,23.0,33.0,36.0,37.0,38.0,35.0
12110,95.0,97.0,23.0,33.0,36.0,37.0,38.0,35.0,34.0
12111,97.0,23.0,33.0,36.0,37.0,38.0,35.0,34.0,34.0
12112,23.0,33.0,36.0,37.0,38.0,35.0,34.0,34.0,31.0
12113,33.0,36.0,37.0,38.0,35.0,34.0,34.0,31.0,33.0
12114,36.0,37.0,38.0,35.0,34.0,34.0,31.0,33.0,32.0
12115,37.0,38.0,35.0,34.0,34.0,31.0,33.0,32.0,39.0
12116,38.0,35.0,34.0,34.0,31.0,33.0,32.0,39.0,44.0
12117,35.0,34.0,34.0,31.0,33.0,32.0,39.0,44.0,46.0
12118,34.0,34.0,31.0,33.0,32.0,39.0,44.0,46.0,101.0
12119,17.0,19.0,8.0,10.0,17.0,26.0,34.0,37.0,38.0
12120,19.0,8.0,10.0,17.0,26.0,34.0,37.0,38.0,49.0
12121,8.0,10.0,17.0,26.0,34.0,37.0,38.0,49.0,49.0
12122,10.0,17.0,26.0,34.0,37.0,38.0,49.0,49.0,101.0
12123,88.0,66.0,56.0,52.0,38.0,24.0,20.0,8.0,9.0
12124,66.0,56.0,52.0,38.0,24.0,20.0,8.0,9.0,6.0
12125,56.0,52.0,38.0,24.0,20.0,8.0,9.0,6.0,3.0
12126,52.0,38.0,24.0,20.0,8.0,9.0,6.0,3.0,3.0
12127,38.0,24.0,20.0,8.0,9.0,6.0,3.0,3.0,3.0
12128,24.0,20.0,8.0,9.0,6.0,3.0,3.0,3.0,1.0
12129,20.0,8.0,9.0,6.0,3.0,3.0,3.0,1.0,1.0
12130,8.0,9.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0
12131,9.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
12132,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
12133,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
12134,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
12135,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
12136,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
12137,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0
12138,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0
12139,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0
12140,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0
12141,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0
12142,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,6.0
12143,2.0,2.0,4.0,4.0,4.0,4.0,5.0,6.0,9.0
12144,2.0,4.0,4.0,4.0,4.0,5.0,6.0,9.0,10.0
12145,4.0,4.0,4.0,4.0,5.0,6.0,9.0,10.0,8.0
12146,4.0,4.0,4.0,5.0,6.0,9.0,10.0,8.0,10.0
12147,4.0,4.0,5.0,6.0,9.0,10.0,8.0,10.0,14.0
12148,4.0,5.0,6.0,9.0,10.0,8.0,10.0,14.0,16.0
12149,5.0,6.0,9.0,10.0,8.0,10.0,14.0,16.0,10.0
12150,6.0,9.0,10.0,8.0,10.0,14.0,16.0,10.0,12.0
12151,9.0,10.0,8.0,10.0,14.0,16.0,10.0,12.0,13.0
12152,10.0,8.0,10.0,14.0,16.0,10.0,12.0,13.0,15.0
12153,8.0,10.0,14.0,16.0,10.0,12.0,13.0,15.0,9.0
12154,10.0,14.0,16.0,10.0,12.0,13.0,15.0,9.0,6.0
12155,14.0,16.0,10.0,12.0,13.0,15.0,9.0,6.0,9.0
12156,16.0,10.0,12.0,13.0,15.0,9.0,6.0,9.0,12.0
12157,10.0,12.0,13.0,15.0,9.0,6.0,9.0,12.0,16.0
12158,12.0,13.0,15.0,9.0,6.0,9.0,12.0,16.0,20.0
12159,13.0,15.0,9.0,6.0,9.0,12.0,16.0,20.0,20.0
12160,15.0,9.0,6.0,9.0,12.0,16.0,20.0,20.0,18.0
12161,9.0,6.0,9.0,12.0,16.0,20.0,20.0,18.0,29.0
12162,6.0,9.0,12.0,16.0,20.0,20.0,18.0,29.0,26.0
12163,9.0,12.0,16.0,20.0,20.0,18.0,29.0,26.0,25.0
12164,12.0,16.0,20.0,20.0,18.0,29.0,26.0,25.0,26.0
12165,16.0,20.0,20.0,18.0,29.0,26.0,25.0,26.0,27.0
12166,20.0,20.0,18.0,29.0,26.0,25.0,26.0,27.0,29.0
12167,20.0,18.0,29.0,26.0,25.0,26.0,27.0,29.0,32.0
12168,18.0,29.0,26.0,25.0,26.0,27.0,29.0,32.0,37.0
12169,29.0,26.0,25.0,26.0,27.0,29.0,32.0,37.0,41.0
12170,26.0,25.0,26.0,27.0,29.0,32.0,37.0,41.0,43.0
12171,25.0,26.0,27.0,29.0,32.0,37.0,41.0,43.0,41.0
12172,26.0,27.0,29.0,32.0,37.0,41.0,43.0,41.0,44.0
12173,27.0,29.0,32.0,37.0,41.0,43.0,41.0,44.0,44.0
12174,29.0,32.0,37.0,41.0,43.0,41.0,44.0,44.0,38.0
12175,32.0,37.0,41.0,43.0,41.0,44.0,44.0,38.0,39.0
12176,37.0,41.0,43.0,41.0,44.0,44.0,38.0,39.0,42.0
12177,41.0,43.0,41.0,44.0,44.0,38.0,39.0,42.0,45.0
12178,43.0,41.0,44.0,44.0,38.0,39.0,42.0,45.0,45.0
12179,41.0,44.0,44.0,38.0,39.0,42.0,45.0,45.0,45.0
12180,44.0,44.0,38.0,39.0,42.0,45.0,45.0,45.0,50.0
12181,44.0,38.0,39.0,42.0,45.0,45.0,45.0,50.0,49.0
12182,38.0,39.0,42.0,45.0,45.0,45.0,50.0,49.0,101.0
12183,95.0,87.0,75.0,57.0,54.0,54.0,52.0,52.0,50.0
12184,87.0,75.0,57.0,54.0,54.0,52.0,52.0,50.0,55.0
12185,75.0,57.0,54.0,54.0,52.0,52.0,50.0,55.0,57.0
12186,57.0,54.0,54.0,52.0,52.0,50.0,55.0,57.0,65.0
12187,54.0,54.0,52.0,52.0,50.0,55.0,57.0,65.0,66.0
12188,54.0,52.0,52.0,50.0,55.0,57.0,65.0,66.0,68.0
12189,52.0,52.0,50.0,55.0,57.0,65.0,66.0,68.0,69.0
12190,52.0,50.0,55.0,57.0,65.0,66.0,68.0,69.0,77.0
12191,50.0,55.0,57.0,65.0,66.0,68.0,69.0,77.0,83.0
12192,55.0,57.0,65.0,66.0,68.0,69.0,77.0,83.0,94.0
12193,57.0,65.0,66.0,68.0,69.0,77.0,83.0,94.0,101.0
12194,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
12195,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
12196,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
12197,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
12198,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
12199,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
12200,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0
12201,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0
12202,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0
12203,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,7.0
12204,2.0,2.0,2.0,2.0,3.0,5.0,5.0,7.0,8.0
12205,2.0,2.0,2.0,3.0,5.0,5.0,7.0,8.0,12.0
12206,2.0,2.0,3.0,5.0,5.0,7.0,8.0,12.0,13.0
12207,2.0,3.0,5.0,5.0,7.0,8.0,12.0,13.0,15.0
12208,3.0,5.0,5.0,7.0,8.0,12.0,13.0,15.0,20.0
12209,5.0,5.0,7.0,8.0,12.0,13.0,15.0,20.0,21.0
12210,5.0,7.0,8.0,12.0,13.0,15.0,20.0,21.0,29.0
12211,7.0,8.0,12.0,13.0,15.0,20.0,21.0,29.0,29.0
12212,8.0,12.0,13.0,15.0,20.0,21.0,29.0,29.0,32.0
12213,12.0,13.0,15.0,20.0,21.0,29.0,29.0,32.0,33.0
12214,13.0,15.0,20.0,21.0,29.0,29.0,32.0,33.0,34.0
12215,15.0,20.0,21.0,29.0,29.0,32.0,33.0,34.0,39.0
12216,20.0,21.0,29.0,29.0,32.0,33.0,34.0,39.0,46.0
12217,21.0,29.0,29.0,32.0,33.0,34.0,39.0,46.0,101.0
12218,99.0,97.0,77.0,77.0,73.0,73.0,65.0,70.0,77.0
12219,97.0,77.0,77.0,73.0,73.0,65.0,70.0,77.0,87.0
12220,77.0,77.0,73.0,73.0,65.0,70.0,77.0,87.0,101.0
12221,85.0,83.0,76.0,77.0,65.0,68.0,61.0,64.0,57.0
12222,83.0,76.0,77.0,65.0,68.0,61.0,64.0,57.0,52.0
12223,76.0,77.0,65.0,68.0,61.0,64.0,57.0,52.0,59.0
12224,77.0,65.0,68.0,61.0,64.0,57.0,52.0,59.0,63.0
12225,65.0,68.0,61.0,64.0,57.0,52.0,59.0,63.0,57.0
12226,68.0,61.0,64.0,57.0,52.0,59.0,63.0,57.0,57.0
12227,61.0,64.0,57.0,52.0,59.0,63.0,57.0,57.0,65.0
12228,64.0,57.0,52.0,59.0,63.0,57.0,57.0,65.0,78.0
12229,57.0,52.0,59.0,63.0,57.0,57.0,65.0,78.0,93.0
12230,52.0,59.0,63.0,57.0,57.0,65.0,78.0,93.0,101.0
12231,10.0,29.0,44.0,40.0,37.0,27.0,27.0,32.0,32.0
12232,29.0,44.0,40.0,37.0,27.0,27.0,32.0,32.0,31.0
12233,44.0,40.0,37.0,27.0,27.0,32.0,32.0,31.0,26.0
12234,40.0,37.0,27.0,27.0,32.0,32.0,31.0,26.0,28.0
12235,37.0,27.0,27.0,32.0,32.0,31.0,26.0,28.0,35.0
12236,27.0,27.0,32.0,32.0,31.0,26.0,28.0,35.0,38.0
12237,27.0,32.0,32.0,31.0,26.0,28.0,35.0,38.0,43.0
12238,32.0,32.0,31.0,26.0,28.0,35.0,38.0,43.0,54.0
12239,32.0,31.0,26.0,28.0,35.0,38.0,43.0,54.0,63.0
12240,31.0,26.0,28.0,35.0,38.0,43.0,54.0,63.0,72.0
12241,26.0,28.0,35.0,38.0,43.0,54.0,63.0,72.0,79.0
12242,28.0,35.0,38.0,43.0,54.0,63.0,72.0,79.0,87.0
12243,35.0,38.0,43.0,54.0,63.0,72.0,79.0,87.0,101.0
12244,92.0,58.0,52.0,42.0,41.0,34.0,30.0,25.0,24.0
12245,58.0,52.0,42.0,41.0,34.0,30.0,25.0,24.0,21.0
12246,52.0,42.0,41.0,34.0,30.0,25.0,24.0,21.0,20.0
12247,42.0,41.0,34.0,30.0,25.0,24.0,21.0,20.0,20.0
12248,41.0,34.0,30.0,25.0,24.0,21.0,20.0,20.0,19.0
12249,34.0,30.0,25.0,24.0,21.0,20.0,20.0,19.0,15.0
12250,30.0,25.0,24.0,21.0,20.0,20.0,19.0,15.0,15.0
12251,25.0,24.0,21.0,20.0,20.0,19.0,15.0,15.0,12.0
12252,24.0,21.0,20.0,20.0,19.0,15.0,15.0,12.0,12.0
12253,21.0,20.0,20.0,19.0,15.0,15.0,12.0,12.0,10.0
12254,20.0,20.0,19.0,15.0,15.0,12.0,12.0,10.0,11.0
12255,20.0,19.0,15.0,15.0,12.0,12.0,10.0,11.0,13.0
12256,19.0,15.0,15.0,12.0,12.0,10.0,11.0,13.0,13.0
12257,15.0,15.0,12.0,12.0,10.0,11.0,13.0,13.0,12.0
12258,15.0,12.0,12.0,10.0,11.0,13.0,13.0,12.0,17.0
12259,12.0,12.0,10.0,11.0,13.0,13.0,12.0,17.0,25.0
12260,12.0,10.0,11.0,13.0,13.0,12.0,17.0,25.0,26.0
12261,10.0,11.0,13.0,13.0,12.0,17.0,25.0,26.0,33.0
12262,11.0,13.0,13.0,12.0,17.0,25.0,26.0,33.0,37.0
12263,13.0,13.0,12.0,17.0,25.0,26.0,33.0,37.0,46.0
12264,13.0,12.0,17.0,25.0,26.0,33.0,37.0,46.0,48.0
12265,12.0,17.0,25.0,26.0,33.0,37.0,46.0,48.0,50.0
12266,17.0,25.0,26.0,33.0,37.0,46.0,48.0,50.0,101.0
12267,1.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,4.0
12268,47.0,42.0,43.0,24.0,44.0,41.0,34.0,45.0,46.0
12269,42.0,43.0,24.0,44.0,41.0,34.0,45.0,46.0,46.0
12270,43.0,24.0,44.0,41.0,34.0,45.0,46.0,46.0,43.0
12271,24.0,44.0,41.0,34.0,45.0,46.0,46.0,43.0,48.0
12272,44.0,41.0,34.0,45.0,46.0,46.0,43.0,48.0,61.0
12273,41.0,34.0,45.0,46.0,46.0,43.0,48.0,61.0,50.0
12274,34.0,45.0,46.0,46.0,43.0,48.0,61.0,50.0,62.0
12275,45.0,46.0,46.0,43.0,48.0,61.0,50.0,62.0,64.0
12276,46.0,46.0,43.0,48.0,61.0,50.0,62.0,64.0,73.0
12277,46.0,43.0,48.0,61.0,50.0,62.0,64.0,73.0,89.0
12278,43.0,48.0,61.0,50.0,62.0,64.0,73.0,89.0,101.0
12279,68.0,71.0,68.0,66.0,62.0,58.0,56.0,53.0,54.0
12280,71.0,68.0,66.0,62.0,58.0,56.0,53.0,54.0,55.0
12281,68.0,66.0,62.0,58.0,56.0,53.0,54.0,55.0,53.0
12282,66.0,62.0,58.0,56.0,53.0,54.0,55.0,53.0,51.0
12283,62.0,58.0,56.0,53.0,54.0,55.0,53.0,51.0,47.0
12284,58.0,56.0,53.0,54.0,55.0,53.0,51.0,47.0,46.0
12285,56.0,53.0,54.0,55.0,53.0,51.0,47.0,46.0,63.0
12286,53.0,54.0,55.0,53.0,51.0,47.0,46.0,63.0,77.0
12287,54.0,55.0,53.0,51.0,47.0,46.0,63.0,77.0,85.0
12288,55.0,53.0,51.0,47.0,46.0,63.0,77.0,85.0,95.0
12289,53.0,51.0,47.0,46.0,63.0,77.0,85.0,95.0,101.0
12290,95.0,88.0,78.0,71.0,66.0,67.0,64.0,59.0,55.0
12291,88.0,78.0,71.0,66.0,67.0,64.0,59.0,55.0,58.0
12292,78.0,71.0,66.0,67.0,64.0,59.0,55.0,58.0,54.0
12293,71.0,66.0,67.0,64.0,59.0,55.0,58.0,54.0,52.0
12294,66.0,67.0,64.0,59.0,55.0,58.0,54.0,52.0,51.0
12295,67.0,64.0,59.0,55.0,58.0,54.0,52.0,51.0,44.0
12296,64.0,59.0,55.0,58.0,54.0,52.0,51.0,44.0,49.0
12297,59.0,55.0,58.0,54.0,52.0,51.0,44.0,49.0,51.0
12298,55.0,58.0,54.0,52.0,51.0,44.0,49.0,51.0,51.0
12299,58.0,54.0,52.0,51.0,44.0,49.0,51.0,51.0,50.0
12300,54.0,52.0,51.0,44.0,49.0,51.0,51.0,50.0,51.0
12301,52.0,51.0,44.0,49.0,51.0,51.0,50.0,51.0,49.0
12302,51.0,44.0,49.0,51.0,51.0,50.0,51.0,49.0,101.0
12303,81.0,53.0,40.0,26.0,14.0,15.0,15.0,17.0,19.0
12304,53.0,40.0,26.0,14.0,15.0,15.0,17.0,19.0,21.0
12305,40.0,26.0,14.0,15.0,15.0,17.0,19.0,21.0,18.0
12306,26.0,14.0,15.0,15.0,17.0,19.0,21.0,18.0,16.0
12307,14.0,15.0,15.0,17.0,19.0,21.0,18.0,16.0,20.0
12308,15.0,15.0,17.0,19.0,21.0,18.0,16.0,20.0,23.0
12309,15.0,17.0,19.0,21.0,18.0,16.0,20.0,23.0,25.0
12310,17.0,19.0,21.0,18.0,16.0,20.0,23.0,25.0,32.0
12311,19.0,21.0,18.0,16.0,20.0,23.0,25.0,32.0,39.0
12312,21.0,18.0,16.0,20.0,23.0,25.0,32.0,39.0,46.0
12313,18.0,16.0,20.0,23.0,25.0,32.0,39.0,46.0,57.0
12314,16.0,20.0,23.0,25.0,32.0,39.0,46.0,57.0,55.0
12315,20.0,23.0,25.0,32.0,39.0,46.0,57.0,55.0,101.0
12316,99.0,94.0,92.0,93.0,93.0,100.0,89.0,89.0,91.0
12317,94.0,92.0,93.0,93.0,100.0,89.0,89.0,91.0,92.0
12318,92.0,93.0,93.0,100.0,89.0,89.0,91.0,92.0,100.0
12319,93.0,93.0,100.0,89.0,89.0,91.0,92.0,100.0,101.0
12320,94.0,69.0,54.0,34.0,19.0,19.0,17.0,19.0,20.0
12321,69.0,54.0,34.0,19.0,19.0,17.0,19.0,20.0,16.0
12322,54.0,34.0,19.0,19.0,17.0,19.0,20.0,16.0,19.0
12323,34.0,19.0,19.0,17.0,19.0,20.0,16.0,19.0,17.0
12324,19.0,19.0,17.0,19.0,20.0,16.0,19.0,17.0,21.0
12325,19.0,17.0,19.0,20.0,16.0,19.0,17.0,21.0,20.0
12326,17.0,19.0,20.0,16.0,19.0,17.0,21.0,20.0,20.0
12327,19.0,20.0,16.0,19.0,17.0,21.0,20.0,20.0,24.0
12328,20.0,16.0,19.0,17.0,21.0,20.0,20.0,24.0,31.0
12329,16.0,19.0,17.0,21.0,20.0,20.0,24.0,31.0,36.0
12330,19.0,17.0,21.0,20.0,20.0,24.0,31.0,36.0,43.0
12331,17.0,21.0,20.0,20.0,24.0,31.0,36.0,43.0,48.0
12332,21.0,20.0,20.0,24.0,31.0,36.0,43.0,48.0,101.0
12333,76.0,92.0,94.0,94.0,90.0,84.0,83.0,77.0,72.0
12334,92.0,94.0,94.0,90.0,84.0,83.0,77.0,72.0,74.0
12335,94.0,94.0,90.0,84.0,83.0,77.0,72.0,74.0,64.0
12336,94.0,90.0,84.0,83.0,77.0,72.0,74.0,64.0,59.0
12337,90.0,84.0,83.0,77.0,72.0,74.0,64.0,59.0,55.0
12338,84.0,83.0,77.0,72.0,74.0,64.0,59.0,55.0,51.0
12339,83.0,77.0,72.0,74.0,64.0,59.0,55.0,51.0,43.0
12340,77.0,72.0,74.0,64.0,59.0,55.0,51.0,43.0,40.0
12341,72.0,74.0,64.0,59.0,55.0,51.0,43.0,40.0,49.0
12342,74.0,64.0,59.0,55.0,51.0,43.0,40.0,49.0,34.0
12343,64.0,59.0,55.0,51.0,43.0,40.0,49.0,34.0,26.0
12344,59.0,55.0,51.0,43.0,40.0,49.0,34.0,26.0,28.0
12345,55.0,51.0,43.0,40.0,49.0,34.0,26.0,28.0,30.0
12346,51.0,43.0,40.0,49.0,34.0,26.0,28.0,30.0,35.0
12347,43.0,40.0,49.0,34.0,26.0,28.0,30.0,35.0,41.0
12348,40.0,49.0,34.0,26.0,28.0,30.0,35.0,41.0,46.0
12349,49.0,34.0,26.0,28.0,30.0,35.0,41.0,46.0,101.0
12350,97.0,89.0,87.0,89.0,84.0,82.0,80.0,78.0,80.0
12351,89.0,87.0,89.0,84.0,82.0,80.0,78.0,80.0,73.0
12352,87.0,89.0,84.0,82.0,80.0,78.0,80.0,73.0,65.0
12353,89.0,84.0,82.0,80.0,78.0,80.0,73.0,65.0,62.0
12354,84.0,82.0,80.0,78.0,80.0,73.0,65.0,62.0,63.0
12355,82.0,80.0,78.0,80.0,73.0,65.0,62.0,63.0,62.0
12356,80.0,78.0,80.0,73.0,65.0,62.0,63.0,62.0,61.0
12357,78.0,80.0,73.0,65.0,62.0,63.0,62.0,61.0,53.0
12358,80.0,73.0,65.0,62.0,63.0,62.0,61.0,53.0,55.0
12359,73.0,65.0,62.0,63.0,62.0,61.0,53.0,55.0,69.0
12360,65.0,62.0,63.0,62.0,61.0,53.0,55.0,69.0,83.0
12361,62.0,63.0,62.0,61.0,53.0,55.0,69.0,83.0,101.0
12362,95.0,87.0,88.0,72.0,74.0,73.0,74.0,78.0,77.0
12363,87.0,88.0,72.0,74.0,73.0,74.0,78.0,77.0,74.0
12364,88.0,72.0,74.0,73.0,74.0,78.0,77.0,74.0,73.0
12365,72.0,74.0,73.0,74.0,78.0,77.0,74.0,73.0,72.0
12366,74.0,73.0,74.0,78.0,77.0,74.0,73.0,72.0,66.0
12367,73.0,74.0,78.0,77.0,74.0,73.0,72.0,66.0,53.0
12368,74.0,78.0,77.0,74.0,73.0,72.0,66.0,53.0,48.0
12369,78.0,77.0,74.0,73.0,72.0,66.0,53.0,48.0,38.0
12370,77.0,74.0,73.0,72.0,66.0,53.0,48.0,38.0,29.0
12371,74.0,73.0,72.0,66.0,53.0,48.0,38.0,29.0,24.0
12372,73.0,72.0,66.0,53.0,48.0,38.0,29.0,24.0,21.0
12373,72.0,66.0,53.0,48.0,38.0,29.0,24.0,21.0,21.0
12374,66.0,53.0,48.0,38.0,29.0,24.0,21.0,21.0,18.0
12375,53.0,48.0,38.0,29.0,24.0,21.0,21.0,18.0,12.0
12376,48.0,38.0,29.0,24.0,21.0,21.0,18.0,12.0,10.0
12377,38.0,29.0,24.0,21.0,21.0,18.0,12.0,10.0,10.0
12378,29.0,24.0,21.0,21.0,18.0,12.0,10.0,10.0,11.0
12379,24.0,21.0,21.0,18.0,12.0,10.0,10.0,11.0,10.0
12380,21.0,21.0,18.0,12.0,10.0,10.0,11.0,10.0,8.0
12381,21.0,18.0,12.0,10.0,10.0,11.0,10.0,8.0,6.0
12382,18.0,12.0,10.0,10.0,11.0,10.0,8.0,6.0,5.0
12383,12.0,10.0,10.0,11.0,10.0,8.0,6.0,5.0,5.0
12384,10.0,10.0,11.0,10.0,8.0,6.0,5.0,5.0,5.0
12385,10.0,11.0,10.0,8.0,6.0,5.0,5.0,5.0,6.0
12386,11.0,10.0,8.0,6.0,5.0,5.0,5.0,6.0,6.0
12387,10.0,8.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0
12388,8.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
12389,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0
12390,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0
12391,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,10.0
12392,5.0,6.0,6.0,6.0,6.0,6.0,8.0,10.0,11.0
12393,6.0,6.0,6.0,6.0,6.0,8.0,10.0,11.0,15.0
12394,6.0,6.0,6.0,6.0,8.0,10.0,11.0,15.0,19.0
12395,6.0,6.0,6.0,8.0,10.0,11.0,15.0,19.0,18.0
12396,6.0,6.0,8.0,10.0,11.0,15.0,19.0,18.0,18.0
12397,6.0,8.0,10.0,11.0,15.0,19.0,18.0,18.0,25.0
12398,8.0,10.0,11.0,15.0,19.0,18.0,18.0,25.0,24.0
12399,10.0,11.0,15.0,19.0,18.0,18.0,25.0,24.0,29.0
12400,11.0,15.0,19.0,18.0,18.0,25.0,24.0,29.0,30.0
12401,15.0,19.0,18.0,18.0,25.0,24.0,29.0,30.0,28.0
12402,19.0,18.0,18.0,25.0,24.0,29.0,30.0,28.0,32.0
12403,18.0,18.0,25.0,24.0,29.0,30.0,28.0,32.0,36.0
12404,18.0,25.0,24.0,29.0,30.0,28.0,32.0,36.0,39.0
12405,25.0,24.0,29.0,30.0,28.0,32.0,36.0,39.0,44.0
12406,24.0,29.0,30.0,28.0,32.0,36.0,39.0,44.0,46.0
12407,29.0,30.0,28.0,32.0,36.0,39.0,44.0,46.0,101.0
12408,51.0,55.0,55.0,49.0,38.0,33.0,30.0,22.0,23.0
12409,55.0,55.0,49.0,38.0,33.0,30.0,22.0,23.0,22.0
12410,55.0,49.0,38.0,33.0,30.0,22.0,23.0,22.0,23.0
12411,49.0,38.0,33.0,30.0,22.0,23.0,22.0,23.0,22.0
12412,38.0,33.0,30.0,22.0,23.0,22.0,23.0,22.0,23.0
12413,33.0,30.0,22.0,23.0,22.0,23.0,22.0,23.0,27.0
12414,30.0,22.0,23.0,22.0,23.0,22.0,23.0,27.0,29.0
12415,22.0,23.0,22.0,23.0,22.0,23.0,27.0,29.0,35.0
12416,23.0,22.0,23.0,22.0,23.0,27.0,29.0,35.0,46.0
12417,22.0,23.0,22.0,23.0,27.0,29.0,35.0,46.0,61.0
12418,23.0,22.0,23.0,27.0,29.0,35.0,46.0,61.0,67.0
12419,22.0,23.0,27.0,29.0,35.0,46.0,61.0,67.0,74.0
12420,23.0,27.0,29.0,35.0,46.0,61.0,67.0,74.0,101.0
12421,90.0,90.0,86.0,78.0,70.0,61.0,48.0,42.0,44.0
