,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,target
22122,39.0,32.0,28.0,24.0,20.0,22.0,21.0,22.0,26.0,23.0
22123,32.0,28.0,24.0,20.0,22.0,21.0,22.0,26.0,23.0,24.0
22124,28.0,24.0,20.0,22.0,21.0,22.0,26.0,23.0,24.0,27.0
22125,24.0,20.0,22.0,21.0,22.0,26.0,23.0,24.0,27.0,28.0
22126,20.0,22.0,21.0,22.0,26.0,23.0,24.0,27.0,28.0,42.0
22127,22.0,21.0,22.0,26.0,23.0,24.0,27.0,28.0,42.0,44.0
22128,21.0,22.0,26.0,23.0,24.0,27.0,28.0,42.0,44.0,52.0
22129,22.0,26.0,23.0,24.0,27.0,28.0,42.0,44.0,52.0,67.0
22130,26.0,23.0,24.0,27.0,28.0,42.0,44.0,52.0,67.0,101.0
22131,75.0,63.0,59.0,59.0,59.0,56.0,52.0,62.0,64.0,63.0
22132,63.0,59.0,59.0,59.0,56.0,52.0,62.0,64.0,63.0,76.0
22133,59.0,59.0,59.0,56.0,52.0,62.0,64.0,63.0,76.0,73.0
22134,59.0,59.0,56.0,52.0,62.0,64.0,63.0,76.0,73.0,83.0
22135,59.0,56.0,52.0,62.0,64.0,63.0,76.0,73.0,83.0,98.0
22136,56.0,52.0,62.0,64.0,63.0,76.0,73.0,83.0,98.0,101.0
22137,34.0,32.0,27.0,22.0,18.0,20.0,17.0,21.0,17.0,15.0
22138,32.0,27.0,22.0,18.0,20.0,17.0,21.0,17.0,15.0,15.0
22139,27.0,22.0,18.0,20.0,17.0,21.0,17.0,15.0,15.0,18.0
22140,22.0,18.0,20.0,17.0,21.0,17.0,15.0,15.0,18.0,16.0
22141,18.0,20.0,17.0,21.0,17.0,15.0,15.0,18.0,16.0,14.0
22142,20.0,17.0,21.0,17.0,15.0,15.0,18.0,16.0,14.0,20.0
22143,17.0,21.0,17.0,15.0,15.0,18.0,16.0,14.0,20.0,25.0
22144,21.0,17.0,15.0,15.0,18.0,16.0,14.0,20.0,25.0,33.0
22145,17.0,15.0,15.0,18.0,16.0,14.0,20.0,25.0,33.0,46.0
22146,15.0,15.0,18.0,16.0,14.0,20.0,25.0,33.0,46.0,48.0
22147,15.0,18.0,16.0,14.0,20.0,25.0,33.0,46.0,48.0,101.0
22148,96.0,83.0,71.0,65.0,65.0,71.0,79.0,79.0,74.0,68.0
22149,83.0,71.0,65.0,65.0,71.0,79.0,79.0,74.0,68.0,63.0
22150,71.0,65.0,65.0,71.0,79.0,79.0,74.0,68.0,63.0,50.0
22151,65.0,65.0,71.0,79.0,79.0,74.0,68.0,63.0,50.0,41.0
22152,65.0,71.0,79.0,79.0,74.0,68.0,63.0,50.0,41.0,34.0
22153,71.0,79.0,79.0,74.0,68.0,63.0,50.0,41.0,34.0,25.0
22154,79.0,79.0,74.0,68.0,63.0,50.0,41.0,34.0,25.0,24.0
22155,79.0,74.0,68.0,63.0,50.0,41.0,34.0,25.0,24.0,14.0
22156,74.0,68.0,63.0,50.0,41.0,34.0,25.0,24.0,14.0,14.0
22157,68.0,63.0,50.0,41.0,34.0,25.0,24.0,14.0,14.0,15.0
22158,63.0,50.0,41.0,34.0,25.0,24.0,14.0,14.0,15.0,13.0
22159,50.0,41.0,34.0,25.0,24.0,14.0,14.0,15.0,13.0,16.0
22160,41.0,34.0,25.0,24.0,14.0,14.0,15.0,13.0,16.0,18.0
22161,34.0,25.0,24.0,14.0,14.0,15.0,13.0,16.0,18.0,28.0
22162,25.0,24.0,14.0,14.0,15.0,13.0,16.0,18.0,28.0,28.0
22163,24.0,14.0,14.0,15.0,13.0,16.0,18.0,28.0,28.0,32.0
22164,14.0,14.0,15.0,13.0,16.0,18.0,28.0,28.0,32.0,39.0
22165,14.0,15.0,13.0,16.0,18.0,28.0,28.0,32.0,39.0,47.0
22166,15.0,13.0,16.0,18.0,28.0,28.0,32.0,39.0,47.0,101.0
22167,81.0,68.0,68.0,57.0,58.0,52.0,44.0,38.0,43.0,37.0
22168,68.0,68.0,57.0,58.0,52.0,44.0,38.0,43.0,37.0,45.0
22169,68.0,57.0,58.0,52.0,44.0,38.0,43.0,37.0,45.0,56.0
22170,57.0,58.0,52.0,44.0,38.0,43.0,37.0,45.0,56.0,56.0
22171,58.0,52.0,44.0,38.0,43.0,37.0,45.0,56.0,56.0,71.0
22172,52.0,44.0,38.0,43.0,37.0,45.0,56.0,56.0,71.0,76.0
22173,44.0,38.0,43.0,37.0,45.0,56.0,56.0,71.0,76.0,100.0
22174,38.0,43.0,37.0,45.0,56.0,56.0,71.0,76.0,100.0,101.0
22175,73.0,67.0,79.0,77.0,77.0,69.0,73.0,78.0,76.0,79.0
22176,67.0,79.0,77.0,77.0,69.0,73.0,78.0,76.0,79.0,94.0
22177,79.0,77.0,77.0,69.0,73.0,78.0,76.0,79.0,94.0,101.0
22178,97.0,81.0,60.0,48.0,40.0,34.0,27.0,24.0,17.0,16.0
22179,81.0,60.0,48.0,40.0,34.0,27.0,24.0,17.0,16.0,11.0
22180,60.0,48.0,40.0,34.0,27.0,24.0,17.0,16.0,11.0,9.0
22181,48.0,40.0,34.0,27.0,24.0,17.0,16.0,11.0,9.0,26.0
22182,40.0,34.0,27.0,24.0,17.0,16.0,11.0,9.0,26.0,26.0
22183,34.0,27.0,24.0,17.0,16.0,11.0,9.0,26.0,26.0,38.0
22184,27.0,24.0,17.0,16.0,11.0,9.0,26.0,26.0,38.0,46.0
22185,24.0,17.0,16.0,11.0,9.0,26.0,26.0,38.0,46.0,46.0
22186,17.0,16.0,11.0,9.0,26.0,26.0,38.0,46.0,46.0,50.0
22187,16.0,11.0,9.0,26.0,26.0,38.0,46.0,46.0,50.0,57.0
22188,11.0,9.0,26.0,26.0,38.0,46.0,46.0,50.0,57.0,60.0
22189,9.0,26.0,26.0,38.0,46.0,46.0,50.0,57.0,60.0,101.0
22190,100.0,98.0,95.0,94.0,89.0,89.0,86.0,75.0,82.0,98.0
22191,98.0,95.0,94.0,89.0,89.0,86.0,75.0,82.0,98.0,101.0
22192,81.0,74.0,63.0,57.0,52.0,45.0,46.0,47.0,46.0,44.0
22193,74.0,63.0,57.0,52.0,45.0,46.0,47.0,46.0,44.0,44.0
22194,63.0,57.0,52.0,45.0,46.0,47.0,46.0,44.0,44.0,49.0
22195,57.0,52.0,45.0,46.0,47.0,46.0,44.0,44.0,49.0,64.0
22196,52.0,45.0,46.0,47.0,46.0,44.0,44.0,49.0,64.0,80.0
22197,45.0,46.0,47.0,46.0,44.0,44.0,49.0,64.0,80.0,84.0
22198,46.0,47.0,46.0,44.0,44.0,49.0,64.0,80.0,84.0,93.0
22199,47.0,46.0,44.0,44.0,49.0,64.0,80.0,84.0,93.0,95.0
22200,46.0,44.0,44.0,49.0,64.0,80.0,84.0,93.0,95.0,94.0
22201,44.0,44.0,49.0,64.0,80.0,84.0,93.0,95.0,94.0,93.0
22202,44.0,49.0,64.0,80.0,84.0,93.0,95.0,94.0,93.0,91.0
22203,49.0,64.0,80.0,84.0,93.0,95.0,94.0,93.0,91.0,101.0
22204,98.0,82.0,57.0,50.0,51.0,57.0,56.0,46.0,52.0,50.0
22205,82.0,57.0,50.0,51.0,57.0,56.0,46.0,52.0,50.0,39.0
22206,57.0,50.0,51.0,57.0,56.0,46.0,52.0,50.0,39.0,37.0
22207,50.0,51.0,57.0,56.0,46.0,52.0,50.0,39.0,37.0,31.0
22208,51.0,57.0,56.0,46.0,52.0,50.0,39.0,37.0,31.0,25.0
22209,57.0,56.0,46.0,52.0,50.0,39.0,37.0,31.0,25.0,22.0
22210,56.0,46.0,52.0,50.0,39.0,37.0,31.0,25.0,22.0,19.0
22211,46.0,52.0,50.0,39.0,37.0,31.0,25.0,22.0,19.0,17.0
22212,52.0,50.0,39.0,37.0,31.0,25.0,22.0,19.0,17.0,18.0
22213,50.0,39.0,37.0,31.0,25.0,22.0,19.0,17.0,18.0,15.0
22214,39.0,37.0,31.0,25.0,22.0,19.0,17.0,18.0,15.0,13.0
22215,37.0,31.0,25.0,22.0,19.0,17.0,18.0,15.0,13.0,11.0
22216,31.0,25.0,22.0,19.0,17.0,18.0,15.0,13.0,11.0,15.0
22217,25.0,22.0,19.0,17.0,18.0,15.0,13.0,11.0,15.0,10.0
22218,22.0,19.0,17.0,18.0,15.0,13.0,11.0,15.0,10.0,7.0
22219,19.0,17.0,18.0,15.0,13.0,11.0,15.0,10.0,7.0,10.0
22220,17.0,18.0,15.0,13.0,11.0,15.0,10.0,7.0,10.0,19.0
22221,18.0,15.0,13.0,11.0,15.0,10.0,7.0,10.0,19.0,17.0
22222,15.0,13.0,11.0,15.0,10.0,7.0,10.0,19.0,17.0,14.0
22223,13.0,11.0,15.0,10.0,7.0,10.0,19.0,17.0,14.0,18.0
22224,11.0,15.0,10.0,7.0,10.0,19.0,17.0,14.0,18.0,21.0
22225,15.0,10.0,7.0,10.0,19.0,17.0,14.0,18.0,21.0,26.0
22226,10.0,7.0,10.0,19.0,17.0,14.0,18.0,21.0,26.0,29.0
22227,7.0,10.0,19.0,17.0,14.0,18.0,21.0,26.0,29.0,29.0
22228,10.0,19.0,17.0,14.0,18.0,21.0,26.0,29.0,29.0,33.0
22229,19.0,17.0,14.0,18.0,21.0,26.0,29.0,29.0,33.0,37.0
22230,17.0,14.0,18.0,21.0,26.0,29.0,29.0,33.0,37.0,41.0
22231,14.0,18.0,21.0,26.0,29.0,29.0,33.0,37.0,41.0,46.0
22232,18.0,21.0,26.0,29.0,29.0,33.0,37.0,41.0,46.0,101.0
22233,61.0,50.0,29.0,19.0,10.0,7.0,4.0,3.0,3.0,3.0
22234,50.0,29.0,19.0,10.0,7.0,4.0,3.0,3.0,3.0,3.0
22235,29.0,19.0,10.0,7.0,4.0,3.0,3.0,3.0,3.0,5.0
22236,19.0,10.0,7.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0
22237,10.0,7.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0
22238,7.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0
22239,4.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0
22240,3.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0,6.0
22241,3.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0
22242,3.0,3.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,7.0
22243,3.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,7.0,10.0
22244,5.0,5.0,6.0,5.0,5.0,6.0,5.0,7.0,10.0,12.0
22245,5.0,6.0,5.0,5.0,6.0,5.0,7.0,10.0,12.0,16.0
22246,6.0,5.0,5.0,6.0,5.0,7.0,10.0,12.0,16.0,22.0
22247,5.0,5.0,6.0,5.0,7.0,10.0,12.0,16.0,22.0,28.0
22248,5.0,6.0,5.0,7.0,10.0,12.0,16.0,22.0,28.0,32.0
22249,6.0,5.0,7.0,10.0,12.0,16.0,22.0,28.0,32.0,36.0
22250,5.0,7.0,10.0,12.0,16.0,22.0,28.0,32.0,36.0,41.0
22251,7.0,10.0,12.0,16.0,22.0,28.0,32.0,36.0,41.0,47.0
22252,10.0,12.0,16.0,22.0,28.0,32.0,36.0,41.0,47.0,101.0
22253,68.0,48.0,25.0,9.0,6.0,3.0,2.0,1.0,1.0,1.0
22254,48.0,25.0,9.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0
22255,25.0,9.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
22256,9.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
22257,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
22258,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0
22259,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0
22260,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,9.0
22261,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,9.0,13.0
22262,1.0,1.0,1.0,2.0,4.0,4.0,5.0,9.0,13.0,22.0
22263,1.0,1.0,2.0,4.0,4.0,5.0,9.0,13.0,22.0,34.0
22264,1.0,2.0,4.0,4.0,5.0,9.0,13.0,22.0,34.0,45.0
22265,2.0,4.0,4.0,5.0,9.0,13.0,22.0,34.0,45.0,50.0
22266,4.0,4.0,5.0,9.0,13.0,22.0,34.0,45.0,50.0,101.0
22267,69.0,58.0,52.0,56.0,51.0,51.0,51.0,67.0,80.0,87.0
22268,58.0,52.0,56.0,51.0,51.0,51.0,67.0,80.0,87.0,91.0
22269,52.0,56.0,51.0,51.0,51.0,67.0,80.0,87.0,91.0,97.0
22270,56.0,51.0,51.0,51.0,67.0,80.0,87.0,91.0,97.0,101.0
22271,81.0,58.0,36.0,33.0,29.0,33.0,28.0,30.0,29.0,34.0
22272,58.0,36.0,33.0,29.0,33.0,28.0,30.0,29.0,34.0,44.0
22273,36.0,33.0,29.0,33.0,28.0,30.0,29.0,34.0,44.0,47.0
22274,33.0,29.0,33.0,28.0,30.0,29.0,34.0,44.0,47.0,60.0
22275,29.0,33.0,28.0,30.0,29.0,34.0,44.0,47.0,60.0,62.0
22276,33.0,28.0,30.0,29.0,34.0,44.0,47.0,60.0,62.0,70.0
22277,28.0,30.0,29.0,34.0,44.0,47.0,60.0,62.0,70.0,73.0
22278,30.0,29.0,34.0,44.0,47.0,60.0,62.0,70.0,73.0,81.0
22279,29.0,34.0,44.0,47.0,60.0,62.0,70.0,73.0,81.0,83.0
22280,34.0,44.0,47.0,60.0,62.0,70.0,73.0,81.0,83.0,93.0
22281,44.0,47.0,60.0,62.0,70.0,73.0,81.0,83.0,93.0,95.0
22282,47.0,60.0,62.0,70.0,73.0,81.0,83.0,93.0,95.0,101.0
22283,35.0,21.0,19.0,15.0,13.0,13.0,13.0,14.0,19.0,25.0
22284,21.0,19.0,15.0,13.0,13.0,13.0,14.0,19.0,25.0,37.0
22285,19.0,15.0,13.0,13.0,13.0,14.0,19.0,25.0,37.0,44.0
22286,15.0,13.0,13.0,13.0,14.0,19.0,25.0,37.0,44.0,47.0
22287,13.0,13.0,13.0,14.0,19.0,25.0,37.0,44.0,47.0,50.0
22288,13.0,13.0,14.0,19.0,25.0,37.0,44.0,47.0,50.0,68.0
22289,13.0,14.0,19.0,25.0,37.0,44.0,47.0,50.0,68.0,72.0
22290,14.0,19.0,25.0,37.0,44.0,47.0,50.0,68.0,72.0,83.0
22291,19.0,25.0,37.0,44.0,47.0,50.0,68.0,72.0,83.0,88.0
22292,25.0,37.0,44.0,47.0,50.0,68.0,72.0,83.0,88.0,100.0
22293,37.0,44.0,47.0,50.0,68.0,72.0,83.0,88.0,100.0,96.0
22294,44.0,47.0,50.0,68.0,72.0,83.0,88.0,100.0,96.0,101.0
22295,92.0,78.0,65.0,58.0,52.0,51.0,45.0,44.0,48.0,46.0
22296,78.0,65.0,58.0,52.0,51.0,45.0,44.0,48.0,46.0,47.0
22297,65.0,58.0,52.0,51.0,45.0,44.0,48.0,46.0,47.0,45.0
22298,58.0,52.0,51.0,45.0,44.0,48.0,46.0,47.0,45.0,48.0
22299,52.0,51.0,45.0,44.0,48.0,46.0,47.0,45.0,48.0,56.0
22300,51.0,45.0,44.0,48.0,46.0,47.0,45.0,48.0,56.0,63.0
22301,45.0,44.0,48.0,46.0,47.0,45.0,48.0,56.0,63.0,68.0
22302,44.0,48.0,46.0,47.0,45.0,48.0,56.0,63.0,68.0,84.0
22303,48.0,46.0,47.0,45.0,48.0,56.0,63.0,68.0,84.0,88.0
22304,46.0,47.0,45.0,48.0,56.0,63.0,68.0,84.0,88.0,93.0
22305,47.0,45.0,48.0,56.0,63.0,68.0,84.0,88.0,93.0,97.0
22306,45.0,48.0,56.0,63.0,68.0,84.0,88.0,93.0,97.0,101.0
22307,96.0,82.0,70.0,64.0,58.0,50.0,46.0,48.0,63.0,78.0
22308,82.0,70.0,64.0,58.0,50.0,46.0,48.0,63.0,78.0,90.0
22309,70.0,64.0,58.0,50.0,46.0,48.0,63.0,78.0,90.0,101.0
22310,87.0,85.0,83.0,86.0,88.0,95.0,93.0,84.0,84.0,97.0
22311,85.0,83.0,86.0,88.0,95.0,93.0,84.0,84.0,97.0,98.0
22312,83.0,86.0,88.0,95.0,93.0,84.0,84.0,97.0,98.0,101.0
22313,68.0,59.0,59.0,59.0,41.0,39.0,39.0,43.0,44.0,47.0
22314,59.0,59.0,59.0,41.0,39.0,39.0,43.0,44.0,47.0,50.0
22315,59.0,59.0,41.0,39.0,39.0,43.0,44.0,47.0,50.0,69.0
22316,59.0,41.0,39.0,39.0,43.0,44.0,47.0,50.0,69.0,68.0
22317,41.0,39.0,39.0,43.0,44.0,47.0,50.0,69.0,68.0,82.0
22318,39.0,39.0,43.0,44.0,47.0,50.0,69.0,68.0,82.0,87.0
22319,39.0,43.0,44.0,47.0,50.0,69.0,68.0,82.0,87.0,98.0
22320,43.0,44.0,47.0,50.0,69.0,68.0,82.0,87.0,98.0,101.0
22321,81.0,61.0,45.0,37.0,31.0,26.0,21.0,15.0,12.0,15.0
22322,61.0,45.0,37.0,31.0,26.0,21.0,15.0,12.0,15.0,24.0
22323,45.0,37.0,31.0,26.0,21.0,15.0,12.0,15.0,24.0,38.0
22324,37.0,31.0,26.0,21.0,15.0,12.0,15.0,24.0,38.0,62.0
22325,31.0,26.0,21.0,15.0,12.0,15.0,24.0,38.0,62.0,78.0
22326,26.0,21.0,15.0,12.0,15.0,24.0,38.0,62.0,78.0,95.0
22327,21.0,15.0,12.0,15.0,24.0,38.0,62.0,78.0,95.0,101.0
22328,25.0,25.0,22.0,20.0,18.0,30.0,43.0,62.0,80.0,93.0
22329,25.0,22.0,20.0,18.0,30.0,43.0,62.0,80.0,93.0,101.0
22330,82.0,68.0,64.0,57.0,60.0,58.0,56.0,63.0,66.0,67.0
22331,68.0,64.0,57.0,60.0,58.0,56.0,63.0,66.0,67.0,65.0
22332,64.0,57.0,60.0,58.0,56.0,63.0,66.0,67.0,65.0,59.0
22333,57.0,60.0,58.0,56.0,63.0,66.0,67.0,65.0,59.0,59.0
22334,60.0,58.0,56.0,63.0,66.0,67.0,65.0,59.0,59.0,61.0
22335,58.0,56.0,63.0,66.0,67.0,65.0,59.0,59.0,61.0,70.0
22336,56.0,63.0,66.0,67.0,65.0,59.0,59.0,61.0,70.0,67.0
22337,63.0,66.0,67.0,65.0,59.0,59.0,61.0,70.0,67.0,73.0
22338,66.0,67.0,65.0,59.0,59.0,61.0,70.0,67.0,73.0,80.0
22339,67.0,65.0,59.0,59.0,61.0,70.0,67.0,73.0,80.0,85.0
22340,65.0,59.0,59.0,61.0,70.0,67.0,73.0,80.0,85.0,79.0
22341,59.0,59.0,61.0,70.0,67.0,73.0,80.0,85.0,79.0,101.0
22342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
22345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
22346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0
22347,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,6.0
22348,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,6.0,7.0
22349,1.0,1.0,1.0,1.0,2.0,3.0,7.0,6.0,7.0,9.0
22350,1.0,1.0,1.0,2.0,3.0,7.0,6.0,7.0,9.0,11.0
22351,1.0,1.0,2.0,3.0,7.0,6.0,7.0,9.0,11.0,14.0
22352,1.0,2.0,3.0,7.0,6.0,7.0,9.0,11.0,14.0,16.0
22353,2.0,3.0,7.0,6.0,7.0,9.0,11.0,14.0,16.0,17.0
22354,3.0,7.0,6.0,7.0,9.0,11.0,14.0,16.0,17.0,25.0
22355,7.0,6.0,7.0,9.0,11.0,14.0,16.0,17.0,25.0,25.0
22356,6.0,7.0,9.0,11.0,14.0,16.0,17.0,25.0,25.0,26.0
22357,7.0,9.0,11.0,14.0,16.0,17.0,25.0,25.0,26.0,29.0
22358,9.0,11.0,14.0,16.0,17.0,25.0,25.0,26.0,29.0,34.0
22359,11.0,14.0,16.0,17.0,25.0,25.0,26.0,29.0,34.0,35.0
22360,14.0,16.0,17.0,25.0,25.0,26.0,29.0,34.0,35.0,37.0
22361,16.0,17.0,25.0,25.0,26.0,29.0,34.0,35.0,37.0,40.0
22362,17.0,25.0,25.0,26.0,29.0,34.0,35.0,37.0,40.0,41.0
22363,25.0,25.0,26.0,29.0,34.0,35.0,37.0,40.0,41.0,44.0
22364,25.0,26.0,29.0,34.0,35.0,37.0,40.0,41.0,44.0,43.0
22365,26.0,29.0,34.0,35.0,37.0,40.0,41.0,44.0,43.0,46.0
22366,29.0,34.0,35.0,37.0,40.0,41.0,44.0,43.0,46.0,101.0
22367,18.0,17.0,17.0,17.0,20.0,22.0,26.0,31.0,36.0,37.0
22368,17.0,17.0,17.0,20.0,22.0,26.0,31.0,36.0,37.0,55.0
22369,17.0,17.0,20.0,22.0,26.0,31.0,36.0,37.0,55.0,52.0
22370,17.0,20.0,22.0,26.0,31.0,36.0,37.0,55.0,52.0,52.0
22371,20.0,22.0,26.0,31.0,36.0,37.0,55.0,52.0,52.0,55.0
22372,22.0,26.0,31.0,36.0,37.0,55.0,52.0,52.0,55.0,58.0
22373,26.0,31.0,36.0,37.0,55.0,52.0,52.0,55.0,58.0,65.0
22374,31.0,36.0,37.0,55.0,52.0,52.0,55.0,58.0,65.0,63.0
22375,36.0,37.0,55.0,52.0,52.0,55.0,58.0,65.0,63.0,70.0
22376,37.0,55.0,52.0,52.0,55.0,58.0,65.0,63.0,70.0,67.0
22377,55.0,52.0,52.0,55.0,58.0,65.0,63.0,70.0,67.0,65.0
22378,52.0,52.0,55.0,58.0,65.0,63.0,70.0,67.0,65.0,74.0
22379,52.0,55.0,58.0,65.0,63.0,70.0,67.0,65.0,74.0,71.0
22380,55.0,58.0,65.0,63.0,70.0,67.0,65.0,74.0,71.0,72.0
22381,58.0,65.0,63.0,70.0,67.0,65.0,74.0,71.0,72.0,90.0
22382,65.0,63.0,70.0,67.0,65.0,74.0,71.0,72.0,90.0,92.0
22383,63.0,70.0,67.0,65.0,74.0,71.0,72.0,90.0,92.0,101.0
22384,68.0,12.0,4.0,4.0,3.0,6.0,7.0,9.0,8.0,10.0
22385,12.0,4.0,4.0,3.0,6.0,7.0,9.0,8.0,10.0,15.0
22386,4.0,4.0,3.0,6.0,7.0,9.0,8.0,10.0,15.0,19.0
22387,4.0,3.0,6.0,7.0,9.0,8.0,10.0,15.0,19.0,33.0
22388,3.0,6.0,7.0,9.0,8.0,10.0,15.0,19.0,33.0,37.0
22389,6.0,7.0,9.0,8.0,10.0,15.0,19.0,33.0,37.0,41.0
22390,7.0,9.0,8.0,10.0,15.0,19.0,33.0,37.0,41.0,47.0
22391,9.0,8.0,10.0,15.0,19.0,33.0,37.0,41.0,47.0,51.0
22392,8.0,10.0,15.0,19.0,33.0,37.0,41.0,47.0,51.0,59.0
22393,10.0,15.0,19.0,33.0,37.0,41.0,47.0,51.0,59.0,61.0
22394,15.0,19.0,33.0,37.0,41.0,47.0,51.0,59.0,61.0,65.0
22395,19.0,33.0,37.0,41.0,47.0,51.0,59.0,61.0,65.0,101.0
22396,91.0,65.0,56.0,45.0,41.0,31.0,28.0,24.0,18.0,16.0
22397,65.0,56.0,45.0,41.0,31.0,28.0,24.0,18.0,16.0,10.0
22398,56.0,45.0,41.0,31.0,28.0,24.0,18.0,16.0,10.0,8.0
22399,45.0,41.0,31.0,28.0,24.0,18.0,16.0,10.0,8.0,8.0
22400,41.0,31.0,28.0,24.0,18.0,16.0,10.0,8.0,8.0,15.0
22401,31.0,28.0,24.0,18.0,16.0,10.0,8.0,8.0,15.0,22.0
22402,28.0,24.0,18.0,16.0,10.0,8.0,8.0,15.0,22.0,32.0
22403,24.0,18.0,16.0,10.0,8.0,8.0,15.0,22.0,32.0,31.0
22404,18.0,16.0,10.0,8.0,8.0,15.0,22.0,32.0,31.0,33.0
22405,16.0,10.0,8.0,8.0,15.0,22.0,32.0,31.0,33.0,38.0
22406,10.0,8.0,8.0,15.0,22.0,32.0,31.0,33.0,38.0,45.0
22407,8.0,8.0,15.0,22.0,32.0,31.0,33.0,38.0,45.0,51.0
22408,8.0,15.0,22.0,32.0,31.0,33.0,38.0,45.0,51.0,61.0
22409,15.0,22.0,32.0,31.0,33.0,38.0,45.0,51.0,61.0,65.0
22410,22.0,32.0,31.0,33.0,38.0,45.0,51.0,61.0,65.0,71.0
22411,32.0,31.0,33.0,38.0,45.0,51.0,61.0,65.0,71.0,90.0
22412,31.0,33.0,38.0,45.0,51.0,61.0,65.0,71.0,90.0,101.0
22413,13.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,11.0
22414,4.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,11.0,16.0
22415,2.0,1.0,1.0,2.0,2.0,2.0,5.0,11.0,16.0,24.0
22416,1.0,1.0,2.0,2.0,2.0,5.0,11.0,16.0,24.0,31.0
22417,1.0,2.0,2.0,2.0,5.0,11.0,16.0,24.0,31.0,40.0
22418,2.0,2.0,2.0,5.0,11.0,16.0,24.0,31.0,40.0,52.0
22419,2.0,2.0,5.0,11.0,16.0,24.0,31.0,40.0,52.0,62.0
22420,2.0,5.0,11.0,16.0,24.0,31.0,40.0,52.0,62.0,69.0
22421,5.0,11.0,16.0,24.0,31.0,40.0,52.0,62.0,69.0,70.0
22422,11.0,16.0,24.0,31.0,40.0,52.0,62.0,69.0,70.0,75.0
22423,16.0,24.0,31.0,40.0,52.0,62.0,69.0,70.0,75.0,90.0
22424,24.0,31.0,40.0,52.0,62.0,69.0,70.0,75.0,90.0,101.0
22425,51.0,38.0,27.0,23.0,14.0,6.0,4.0,2.0,1.0,5.0
22426,38.0,27.0,23.0,14.0,6.0,4.0,2.0,1.0,5.0,14.0
22427,27.0,23.0,14.0,6.0,4.0,2.0,1.0,5.0,14.0,24.0
22428,23.0,14.0,6.0,4.0,2.0,1.0,5.0,14.0,24.0,25.0
22429,14.0,6.0,4.0,2.0,1.0,5.0,14.0,24.0,25.0,31.0
22430,6.0,4.0,2.0,1.0,5.0,14.0,24.0,25.0,31.0,44.0
22431,4.0,2.0,1.0,5.0,14.0,24.0,25.0,31.0,44.0,56.0
22432,2.0,1.0,5.0,14.0,24.0,25.0,31.0,44.0,56.0,68.0
22433,1.0,5.0,14.0,24.0,25.0,31.0,44.0,56.0,68.0,100.0
22434,5.0,14.0,24.0,25.0,31.0,44.0,56.0,68.0,100.0,101.0
22435,92.0,71.0,77.0,85.0,85.0,93.0,92.0,93.0,91.0,94.0
22436,71.0,77.0,85.0,85.0,93.0,92.0,93.0,91.0,94.0,101.0
22437,56.0,43.0,34.0,25.0,21.0,17.0,14.0,10.0,8.0,7.0
22438,43.0,34.0,25.0,21.0,17.0,14.0,10.0,8.0,7.0,4.0
22439,34.0,25.0,21.0,17.0,14.0,10.0,8.0,7.0,4.0,12.0
22440,25.0,21.0,17.0,14.0,10.0,8.0,7.0,4.0,12.0,22.0
22441,21.0,17.0,14.0,10.0,8.0,7.0,4.0,12.0,22.0,36.0
22442,17.0,14.0,10.0,8.0,7.0,4.0,12.0,22.0,36.0,48.0
22443,14.0,10.0,8.0,7.0,4.0,12.0,22.0,36.0,48.0,60.0
22444,10.0,8.0,7.0,4.0,12.0,22.0,36.0,48.0,60.0,70.0
22445,8.0,7.0,4.0,12.0,22.0,36.0,48.0,60.0,70.0,84.0
