,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,diff_9,target
44,31.0,14.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
45,14.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0
46,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,12.0
47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,12.0,13.0
48,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,12.0,13.0,23.0
49,1.0,1.0,1.0,1.0,1.0,3.0,6.0,12.0,13.0,23.0,33.0
50,1.0,1.0,1.0,1.0,3.0,6.0,12.0,13.0,23.0,33.0,40.0
51,1.0,1.0,1.0,3.0,6.0,12.0,13.0,23.0,33.0,40.0,46.0
52,1.0,1.0,3.0,6.0,12.0,13.0,23.0,33.0,40.0,46.0,60.0
53,1.0,3.0,6.0,12.0,13.0,23.0,33.0,40.0,46.0,60.0,64.0
54,3.0,6.0,12.0,13.0,23.0,33.0,40.0,46.0,60.0,64.0,75.0
55,6.0,12.0,13.0,23.0,33.0,40.0,46.0,60.0,64.0,75.0,101.0
56,60.0,57.0,44.0,34.0,35.0,36.0,30.0,23.0,26.0,28.0,21.0
57,57.0,44.0,34.0,35.0,36.0,30.0,23.0,26.0,28.0,21.0,21.0
58,44.0,34.0,35.0,36.0,30.0,23.0,26.0,28.0,21.0,21.0,8.0
59,34.0,35.0,36.0,30.0,23.0,26.0,28.0,21.0,21.0,8.0,8.0
60,35.0,36.0,30.0,23.0,26.0,28.0,21.0,21.0,8.0,8.0,12.0
61,36.0,30.0,23.0,26.0,28.0,21.0,21.0,8.0,8.0,12.0,14.0
62,30.0,23.0,26.0,28.0,21.0,21.0,8.0,8.0,12.0,14.0,18.0
63,23.0,26.0,28.0,21.0,21.0,8.0,8.0,12.0,14.0,18.0,24.0
64,26.0,28.0,21.0,21.0,8.0,8.0,12.0,14.0,18.0,24.0,29.0
65,28.0,21.0,21.0,8.0,8.0,12.0,14.0,18.0,24.0,29.0,27.0
66,21.0,21.0,8.0,8.0,12.0,14.0,18.0,24.0,29.0,27.0,42.0
67,21.0,8.0,8.0,12.0,14.0,18.0,24.0,29.0,27.0,42.0,44.0
68,8.0,8.0,12.0,14.0,18.0,24.0,29.0,27.0,42.0,44.0,101.0
69,24.0,24.0,30.0,36.0,37.0,30.0,23.0,21.0,17.0,17.0,15.0
70,24.0,30.0,36.0,37.0,30.0,23.0,21.0,17.0,17.0,15.0,11.0
71,30.0,36.0,37.0,30.0,23.0,21.0,17.0,17.0,15.0,11.0,11.0
72,36.0,37.0,30.0,23.0,21.0,17.0,17.0,15.0,11.0,11.0,10.0
73,37.0,30.0,23.0,21.0,17.0,17.0,15.0,11.0,11.0,10.0,7.0
74,30.0,23.0,21.0,17.0,17.0,15.0,11.0,11.0,10.0,7.0,7.0
75,23.0,21.0,17.0,17.0,15.0,11.0,11.0,10.0,7.0,7.0,8.0
76,21.0,17.0,17.0,15.0,11.0,11.0,10.0,7.0,7.0,8.0,10.0
77,17.0,17.0,15.0,11.0,11.0,10.0,7.0,7.0,8.0,10.0,11.0
78,17.0,15.0,11.0,11.0,10.0,7.0,7.0,8.0,10.0,11.0,12.0
79,15.0,11.0,11.0,10.0,7.0,7.0,8.0,10.0,11.0,12.0,12.0
80,11.0,11.0,10.0,7.0,7.0,8.0,10.0,11.0,12.0,12.0,17.0
81,11.0,10.0,7.0,7.0,8.0,10.0,11.0,12.0,12.0,17.0,19.0
82,10.0,7.0,7.0,8.0,10.0,11.0,12.0,12.0,17.0,19.0,23.0
83,7.0,7.0,8.0,10.0,11.0,12.0,12.0,17.0,19.0,23.0,33.0
84,7.0,8.0,10.0,11.0,12.0,12.0,17.0,19.0,23.0,33.0,37.0
85,8.0,10.0,11.0,12.0,12.0,17.0,19.0,23.0,33.0,37.0,36.0
86,10.0,11.0,12.0,12.0,17.0,19.0,23.0,33.0,37.0,36.0,49.0
87,11.0,12.0,12.0,17.0,19.0,23.0,33.0,37.0,36.0,49.0,101.0
88,84.0,78.0,74.0,74.0,77.0,79.0,76.0,70.0,70.0,73.0,71.0
89,78.0,74.0,74.0,77.0,79.0,76.0,70.0,70.0,73.0,71.0,77.0
90,74.0,74.0,77.0,79.0,76.0,70.0,70.0,73.0,71.0,77.0,81.0
91,74.0,77.0,79.0,76.0,70.0,70.0,73.0,71.0,77.0,81.0,67.0
92,77.0,79.0,76.0,70.0,70.0,73.0,71.0,77.0,81.0,67.0,68.0
93,79.0,76.0,70.0,70.0,73.0,71.0,77.0,81.0,67.0,68.0,67.0
94,76.0,70.0,70.0,73.0,71.0,77.0,81.0,67.0,68.0,67.0,78.0
95,70.0,70.0,73.0,71.0,77.0,81.0,67.0,68.0,67.0,78.0,91.0
96,70.0,73.0,71.0,77.0,81.0,67.0,68.0,67.0,78.0,91.0,91.0
97,73.0,71.0,77.0,81.0,67.0,68.0,67.0,78.0,91.0,91.0,96.0
98,71.0,77.0,81.0,67.0,68.0,67.0,78.0,91.0,91.0,96.0,101.0
99,75.0,68.0,63.0,60.0,55.0,55.0,55.0,64.0,64.0,67.0,71.0
100,68.0,63.0,60.0,55.0,55.0,55.0,64.0,64.0,67.0,71.0,75.0
101,63.0,60.0,55.0,55.0,55.0,64.0,64.0,67.0,71.0,75.0,71.0
102,60.0,55.0,55.0,55.0,64.0,64.0,67.0,71.0,75.0,71.0,71.0
103,55.0,55.0,55.0,64.0,64.0,67.0,71.0,75.0,71.0,71.0,73.0
104,55.0,55.0,64.0,64.0,67.0,71.0,75.0,71.0,71.0,73.0,70.0
105,55.0,64.0,64.0,67.0,71.0,75.0,71.0,71.0,73.0,70.0,68.0
106,64.0,64.0,67.0,71.0,75.0,71.0,71.0,73.0,70.0,68.0,67.0
107,64.0,67.0,71.0,75.0,71.0,71.0,73.0,70.0,68.0,67.0,69.0
108,67.0,71.0,75.0,71.0,71.0,73.0,70.0,68.0,67.0,69.0,66.0
109,71.0,75.0,71.0,71.0,73.0,70.0,68.0,67.0,69.0,66.0,101.0
110,74.0,54.0,42.0,40.0,35.0,35.0,35.0,35.0,35.0,39.0,37.0
111,54.0,42.0,40.0,35.0,35.0,35.0,35.0,35.0,39.0,37.0,37.0
112,42.0,40.0,35.0,35.0,35.0,35.0,35.0,39.0,37.0,37.0,37.0
113,40.0,35.0,35.0,35.0,35.0,35.0,39.0,37.0,37.0,37.0,59.0
114,35.0,35.0,35.0,35.0,35.0,39.0,37.0,37.0,37.0,59.0,64.0
115,35.0,35.0,35.0,35.0,39.0,37.0,37.0,37.0,59.0,64.0,67.0
116,35.0,35.0,35.0,39.0,37.0,37.0,37.0,59.0,64.0,67.0,71.0
117,35.0,35.0,39.0,37.0,37.0,37.0,59.0,64.0,67.0,71.0,82.0
118,35.0,39.0,37.0,37.0,37.0,59.0,64.0,67.0,71.0,82.0,84.0
119,39.0,37.0,37.0,37.0,59.0,64.0,67.0,71.0,82.0,84.0,98.0
120,37.0,37.0,37.0,59.0,64.0,67.0,71.0,82.0,84.0,98.0,101.0
121,40.0,37.0,33.0,31.0,36.0,37.0,42.0,52.0,61.0,81.0,87.0
122,37.0,33.0,31.0,36.0,37.0,42.0,52.0,61.0,81.0,87.0,96.0
123,33.0,31.0,36.0,37.0,42.0,52.0,61.0,81.0,87.0,96.0,101.0
124,82.0,80.0,78.0,78.0,75.0,78.0,72.0,72.0,78.0,82.0,93.0
125,80.0,78.0,78.0,75.0,78.0,72.0,72.0,78.0,82.0,93.0,101.0
126,93.0,87.0,87.0,78.0,77.0,71.0,64.0,70.0,69.0,67.0,60.0
127,87.0,87.0,78.0,77.0,71.0,64.0,70.0,69.0,67.0,60.0,57.0
128,87.0,78.0,77.0,71.0,64.0,70.0,69.0,67.0,60.0,57.0,62.0
129,78.0,77.0,71.0,64.0,70.0,69.0,67.0,60.0,57.0,62.0,63.0
130,77.0,71.0,64.0,70.0,69.0,67.0,60.0,57.0,62.0,63.0,60.0
131,71.0,64.0,70.0,69.0,67.0,60.0,57.0,62.0,63.0,60.0,64.0
132,64.0,70.0,69.0,67.0,60.0,57.0,62.0,63.0,60.0,64.0,63.0
133,70.0,69.0,67.0,60.0,57.0,62.0,63.0,60.0,64.0,63.0,65.0
134,69.0,67.0,60.0,57.0,62.0,63.0,60.0,64.0,63.0,65.0,70.0
135,67.0,60.0,57.0,62.0,63.0,60.0,64.0,63.0,65.0,70.0,71.0
136,60.0,57.0,62.0,63.0,60.0,64.0,63.0,65.0,70.0,71.0,101.0
137,84.0,79.0,73.0,68.0,56.0,54.0,49.0,41.0,40.0,34.0,33.0
138,79.0,73.0,68.0,56.0,54.0,49.0,41.0,40.0,34.0,33.0,31.0
139,73.0,68.0,56.0,54.0,49.0,41.0,40.0,34.0,33.0,31.0,30.0
140,68.0,56.0,54.0,49.0,41.0,40.0,34.0,33.0,31.0,30.0,30.0
141,56.0,54.0,49.0,41.0,40.0,34.0,33.0,31.0,30.0,30.0,38.0
142,54.0,49.0,41.0,40.0,34.0,33.0,31.0,30.0,30.0,38.0,44.0
143,49.0,41.0,40.0,34.0,33.0,31.0,30.0,30.0,38.0,44.0,52.0
144,41.0,40.0,34.0,33.0,31.0,30.0,30.0,38.0,44.0,52.0,56.0
145,40.0,34.0,33.0,31.0,30.0,30.0,38.0,44.0,52.0,56.0,62.0
146,34.0,33.0,31.0,30.0,30.0,38.0,44.0,52.0,56.0,62.0,82.0
147,33.0,31.0,30.0,30.0,38.0,44.0,52.0,56.0,62.0,82.0,101.0
148,34.0,29.0,24.0,23.0,16.0,14.0,10.0,14.0,17.0,18.0,23.0
149,29.0,24.0,23.0,16.0,14.0,10.0,14.0,17.0,18.0,23.0,36.0
150,24.0,23.0,16.0,14.0,10.0,14.0,17.0,18.0,23.0,36.0,53.0
151,23.0,16.0,14.0,10.0,14.0,17.0,18.0,23.0,36.0,53.0,76.0
152,16.0,14.0,10.0,14.0,17.0,18.0,23.0,36.0,53.0,76.0,89.0
153,14.0,10.0,14.0,17.0,18.0,23.0,36.0,53.0,76.0,89.0,73.0
154,10.0,14.0,17.0,18.0,23.0,36.0,53.0,76.0,89.0,73.0,87.0
155,14.0,17.0,18.0,23.0,36.0,53.0,76.0,89.0,73.0,87.0,99.0
156,17.0,18.0,23.0,36.0,53.0,76.0,89.0,73.0,87.0,99.0,101.0
157,27.0,39.0,69.0,83.0,87.0,84.0,71.0,39.0,55.0,59.0,68.0
158,39.0,69.0,83.0,87.0,84.0,71.0,39.0,55.0,59.0,68.0,77.0
159,69.0,83.0,87.0,84.0,71.0,39.0,55.0,59.0,68.0,77.0,88.0
160,83.0,87.0,84.0,71.0,39.0,55.0,59.0,68.0,77.0,88.0,86.0
161,87.0,84.0,71.0,39.0,55.0,59.0,68.0,77.0,88.0,86.0,90.0
162,84.0,71.0,39.0,55.0,59.0,68.0,77.0,88.0,86.0,90.0,99.0
163,71.0,39.0,55.0,59.0,68.0,77.0,88.0,86.0,90.0,99.0,97.0
164,39.0,55.0,59.0,68.0,77.0,88.0,86.0,90.0,99.0,97.0,95.0
165,55.0,59.0,68.0,77.0,88.0,86.0,90.0,99.0,97.0,95.0,92.0
166,59.0,68.0,77.0,88.0,86.0,90.0,99.0,97.0,95.0,92.0,98.0
167,68.0,77.0,88.0,86.0,90.0,99.0,97.0,95.0,92.0,98.0,101.0
168,17.0,14.0,18.0,9.0,8.0,5.0,4.0,4.0,4.0,3.0,1.0
169,14.0,18.0,9.0,8.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0
170,18.0,9.0,8.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0
171,9.0,8.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0
172,8.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0
173,5.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0
174,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,8.0
175,4.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,8.0,11.0
176,4.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,8.0,11.0,13.0
177,3.0,1.0,1.0,2.0,2.0,4.0,5.0,8.0,11.0,13.0,14.0
178,1.0,1.0,2.0,2.0,4.0,5.0,8.0,11.0,13.0,14.0,17.0
179,1.0,2.0,2.0,4.0,5.0,8.0,11.0,13.0,14.0,17.0,19.0
180,2.0,2.0,4.0,5.0,8.0,11.0,13.0,14.0,17.0,19.0,20.0
181,2.0,4.0,5.0,8.0,11.0,13.0,14.0,17.0,19.0,20.0,21.0
182,4.0,5.0,8.0,11.0,13.0,14.0,17.0,19.0,20.0,21.0,18.0
183,5.0,8.0,11.0,13.0,14.0,17.0,19.0,20.0,21.0,18.0,24.0
184,8.0,11.0,13.0,14.0,17.0,19.0,20.0,21.0,18.0,24.0,29.0
185,11.0,13.0,14.0,17.0,19.0,20.0,21.0,18.0,24.0,29.0,31.0
186,13.0,14.0,17.0,19.0,20.0,21.0,18.0,24.0,29.0,31.0,38.0
187,14.0,17.0,19.0,20.0,21.0,18.0,24.0,29.0,31.0,38.0,46.0
188,17.0,19.0,20.0,21.0,18.0,24.0,29.0,31.0,38.0,46.0,46.0
189,19.0,20.0,21.0,18.0,24.0,29.0,31.0,38.0,46.0,46.0,49.0
190,20.0,21.0,18.0,24.0,29.0,31.0,38.0,46.0,46.0,49.0,101.0
191,61.0,28.0,8.0,27.0,51.0,76.0,82.0,86.0,83.0,85.0,96.0
192,28.0,8.0,27.0,51.0,76.0,82.0,86.0,83.0,85.0,96.0,101.0
193,91.0,62.0,52.0,51.0,51.0,52.0,47.0,49.0,46.0,42.0,41.0
194,62.0,52.0,51.0,51.0,52.0,47.0,49.0,46.0,42.0,41.0,35.0
195,52.0,51.0,51.0,52.0,47.0,49.0,46.0,42.0,41.0,35.0,36.0
196,51.0,51.0,52.0,47.0,49.0,46.0,42.0,41.0,35.0,36.0,39.0
197,51.0,52.0,47.0,49.0,46.0,42.0,41.0,35.0,36.0,39.0,35.0
198,52.0,47.0,49.0,46.0,42.0,41.0,35.0,36.0,39.0,35.0,34.0
199,47.0,49.0,46.0,42.0,41.0,35.0,36.0,39.0,35.0,34.0,43.0
200,49.0,46.0,42.0,41.0,35.0,36.0,39.0,35.0,34.0,43.0,53.0
201,46.0,42.0,41.0,35.0,36.0,39.0,35.0,34.0,43.0,53.0,50.0
202,42.0,41.0,35.0,36.0,39.0,35.0,34.0,43.0,53.0,50.0,47.0
203,41.0,35.0,36.0,39.0,35.0,34.0,43.0,53.0,50.0,47.0,101.0
204,74.0,42.0,24.0,16.0,13.0,9.0,6.0,5.0,3.0,3.0,2.0
205,42.0,24.0,16.0,13.0,9.0,6.0,5.0,3.0,3.0,2.0,2.0
206,24.0,16.0,13.0,9.0,6.0,5.0,3.0,3.0,2.0,2.0,2.0
207,16.0,13.0,9.0,6.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0
208,13.0,9.0,6.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
209,9.0,6.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
210,6.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
211,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
212,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0
213,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0
214,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,7.0
215,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,7.0,9.0
216,2.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,7.0,9.0,11.0
217,2.0,2.0,2.0,2.0,4.0,5.0,6.0,7.0,9.0,11.0,11.0
218,2.0,2.0,2.0,4.0,5.0,6.0,7.0,9.0,11.0,11.0,11.0
219,2.0,2.0,4.0,5.0,6.0,7.0,9.0,11.0,11.0,11.0,19.0
220,2.0,4.0,5.0,6.0,7.0,9.0,11.0,11.0,11.0,19.0,21.0
221,4.0,5.0,6.0,7.0,9.0,11.0,11.0,11.0,19.0,21.0,25.0
222,5.0,6.0,7.0,9.0,11.0,11.0,11.0,19.0,21.0,25.0,30.0
223,6.0,7.0,9.0,11.0,11.0,11.0,19.0,21.0,25.0,30.0,34.0
224,7.0,9.0,11.0,11.0,11.0,19.0,21.0,25.0,30.0,34.0,32.0
225,9.0,11.0,11.0,11.0,19.0,21.0,25.0,30.0,34.0,32.0,34.0
226,11.0,11.0,11.0,19.0,21.0,25.0,30.0,34.0,32.0,34.0,32.0
227,11.0,11.0,19.0,21.0,25.0,30.0,34.0,32.0,34.0,32.0,36.0
228,11.0,19.0,21.0,25.0,30.0,34.0,32.0,34.0,32.0,36.0,42.0
229,19.0,21.0,25.0,30.0,34.0,32.0,34.0,32.0,36.0,42.0,44.0
230,21.0,25.0,30.0,34.0,32.0,34.0,32.0,36.0,42.0,44.0,43.0
231,25.0,30.0,34.0,32.0,34.0,32.0,36.0,42.0,44.0,43.0,44.0
232,30.0,34.0,32.0,34.0,32.0,36.0,42.0,44.0,43.0,44.0,50.0
233,34.0,32.0,34.0,32.0,36.0,42.0,44.0,43.0,44.0,50.0,101.0
234,68.0,35.0,19.0,16.0,10.0,7.0,6.0,5.0,5.0,7.0,7.0
235,35.0,19.0,16.0,10.0,7.0,6.0,5.0,5.0,7.0,7.0,9.0
236,19.0,16.0,10.0,7.0,6.0,5.0,5.0,7.0,7.0,9.0,14.0
237,16.0,10.0,7.0,6.0,5.0,5.0,7.0,7.0,9.0,14.0,23.0
238,10.0,7.0,6.0,5.0,5.0,7.0,7.0,9.0,14.0,23.0,29.0
239,7.0,6.0,5.0,5.0,7.0,7.0,9.0,14.0,23.0,29.0,39.0
240,6.0,5.0,5.0,7.0,7.0,9.0,14.0,23.0,29.0,39.0,42.0
241,5.0,5.0,7.0,7.0,9.0,14.0,23.0,29.0,39.0,42.0,45.0
242,5.0,7.0,7.0,9.0,14.0,23.0,29.0,39.0,42.0,45.0,46.0
243,7.0,7.0,9.0,14.0,23.0,29.0,39.0,42.0,45.0,46.0,50.0
244,7.0,9.0,14.0,23.0,29.0,39.0,42.0,45.0,46.0,50.0,50.0
245,9.0,14.0,23.0,29.0,39.0,42.0,45.0,46.0,50.0,50.0,101.0
246,92.0,75.0,75.0,79.0,77.0,77.0,73.0,71.0,73.0,76.0,81.0
247,75.0,75.0,79.0,77.0,77.0,73.0,71.0,73.0,76.0,81.0,86.0
248,75.0,79.0,77.0,77.0,73.0,71.0,73.0,76.0,81.0,86.0,87.0
249,79.0,77.0,77.0,73.0,71.0,73.0,76.0,81.0,86.0,87.0,93.0
250,77.0,77.0,73.0,71.0,73.0,76.0,81.0,86.0,87.0,93.0,101.0
251,70.0,61.0,55.0,52.0,46.0,45.0,34.0,36.0,36.0,35.0,35.0
252,61.0,55.0,52.0,46.0,45.0,34.0,36.0,36.0,35.0,35.0,35.0
253,55.0,52.0,46.0,45.0,34.0,36.0,36.0,35.0,35.0,35.0,35.0
254,52.0,46.0,45.0,34.0,36.0,36.0,35.0,35.0,35.0,35.0,33.0
255,46.0,45.0,34.0,36.0,36.0,35.0,35.0,35.0,35.0,33.0,28.0
256,45.0,34.0,36.0,36.0,35.0,35.0,35.0,35.0,33.0,28.0,31.0
257,34.0,36.0,36.0,35.0,35.0,35.0,35.0,33.0,28.0,31.0,32.0
258,36.0,36.0,35.0,35.0,35.0,35.0,33.0,28.0,31.0,32.0,35.0
259,36.0,35.0,35.0,35.0,35.0,33.0,28.0,31.0,32.0,35.0,37.0
260,35.0,35.0,35.0,35.0,33.0,28.0,31.0,32.0,35.0,37.0,41.0
261,35.0,35.0,35.0,33.0,28.0,31.0,32.0,35.0,37.0,41.0,47.0
262,35.0,35.0,33.0,28.0,31.0,32.0,35.0,37.0,41.0,47.0,49.0
263,35.0,33.0,28.0,31.0,32.0,35.0,37.0,41.0,47.0,49.0,101.0
264,89.0,79.0,67.0,57.0,47.0,43.0,36.0,35.0,36.0,36.0,32.0
265,79.0,67.0,57.0,47.0,43.0,36.0,35.0,36.0,36.0,32.0,28.0
266,67.0,57.0,47.0,43.0,36.0,35.0,36.0,36.0,32.0,28.0,28.0
267,57.0,47.0,43.0,36.0,35.0,36.0,36.0,32.0,28.0,28.0,25.0
268,47.0,43.0,36.0,35.0,36.0,36.0,32.0,28.0,28.0,25.0,21.0
269,43.0,36.0,35.0,36.0,36.0,32.0,28.0,28.0,25.0,21.0,18.0
270,36.0,35.0,36.0,36.0,32.0,28.0,28.0,25.0,21.0,18.0,18.0
271,35.0,36.0,36.0,32.0,28.0,28.0,25.0,21.0,18.0,18.0,14.0
272,36.0,36.0,32.0,28.0,28.0,25.0,21.0,18.0,18.0,14.0,13.0
273,36.0,32.0,28.0,28.0,25.0,21.0,18.0,18.0,14.0,13.0,11.0
274,32.0,28.0,28.0,25.0,21.0,18.0,18.0,14.0,13.0,11.0,11.0
275,28.0,28.0,25.0,21.0,18.0,18.0,14.0,13.0,11.0,11.0,12.0
276,28.0,25.0,21.0,18.0,18.0,14.0,13.0,11.0,11.0,12.0,12.0
277,25.0,21.0,18.0,18.0,14.0,13.0,11.0,11.0,12.0,12.0,12.0
278,21.0,18.0,18.0,14.0,13.0,11.0,11.0,12.0,12.0,12.0,13.0
279,18.0,18.0,14.0,13.0,11.0,11.0,12.0,12.0,12.0,13.0,15.0
280,18.0,14.0,13.0,11.0,11.0,12.0,12.0,12.0,13.0,15.0,15.0
281,14.0,13.0,11.0,11.0,12.0,12.0,12.0,13.0,15.0,15.0,15.0
282,13.0,11.0,11.0,12.0,12.0,12.0,13.0,15.0,15.0,15.0,15.0
283,11.0,11.0,12.0,12.0,12.0,13.0,15.0,15.0,15.0,15.0,16.0
284,11.0,12.0,12.0,12.0,13.0,15.0,15.0,15.0,15.0,16.0,19.0
285,12.0,12.0,12.0,13.0,15.0,15.0,15.0,15.0,16.0,19.0,21.0
286,12.0,12.0,13.0,15.0,15.0,15.0,15.0,16.0,19.0,21.0,26.0
287,12.0,13.0,15.0,15.0,15.0,15.0,16.0,19.0,21.0,26.0,22.0
288,13.0,15.0,15.0,15.0,15.0,16.0,19.0,21.0,26.0,22.0,26.0
289,15.0,15.0,15.0,15.0,16.0,19.0,21.0,26.0,22.0,26.0,29.0
290,15.0,15.0,15.0,16.0,19.0,21.0,26.0,22.0,26.0,29.0,29.0
291,15.0,15.0,16.0,19.0,21.0,26.0,22.0,26.0,29.0,29.0,33.0
292,15.0,16.0,19.0,21.0,26.0,22.0,26.0,29.0,29.0,33.0,34.0
293,16.0,19.0,21.0,26.0,22.0,26.0,29.0,29.0,33.0,34.0,38.0
294,19.0,21.0,26.0,22.0,26.0,29.0,29.0,33.0,34.0,38.0,46.0
295,21.0,26.0,22.0,26.0,29.0,29.0,33.0,34.0,38.0,46.0,44.0
296,26.0,22.0,26.0,29.0,29.0,33.0,34.0,38.0,46.0,44.0,48.0
297,22.0,26.0,29.0,29.0,33.0,34.0,38.0,46.0,44.0,48.0,47.0
298,26.0,29.0,29.0,33.0,34.0,38.0,46.0,44.0,48.0,47.0,50.0
299,29.0,29.0,33.0,34.0,38.0,46.0,44.0,48.0,47.0,50.0,101.0
300,91.0,85.0,85.0,66.0,59.0,55.0,54.0,41.0,44.0,29.0,36.0
301,85.0,85.0,66.0,59.0,55.0,54.0,41.0,44.0,29.0,36.0,27.0
