,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,diff_9,target
24770,25.0,35.0,38.0,46.0,49.0,49.0,59.0,62.0,67.0,64.0,73.0
24771,35.0,38.0,46.0,49.0,49.0,59.0,62.0,67.0,64.0,73.0,67.0
24772,38.0,46.0,49.0,49.0,59.0,62.0,67.0,64.0,73.0,67.0,83.0
24773,46.0,49.0,49.0,59.0,62.0,67.0,64.0,73.0,67.0,83.0,78.0
24774,49.0,49.0,59.0,62.0,67.0,64.0,73.0,67.0,83.0,78.0,101.0
24775,100.0,95.0,87.0,72.0,64.0,60.0,61.0,56.0,57.0,58.0,47.0
24776,95.0,87.0,72.0,64.0,60.0,61.0,56.0,57.0,58.0,47.0,51.0
24777,87.0,72.0,64.0,60.0,61.0,56.0,57.0,58.0,47.0,51.0,48.0
24778,72.0,64.0,60.0,61.0,56.0,57.0,58.0,47.0,51.0,48.0,68.0
24779,64.0,60.0,61.0,56.0,57.0,58.0,47.0,51.0,48.0,68.0,82.0
24780,60.0,61.0,56.0,57.0,58.0,47.0,51.0,48.0,68.0,82.0,101.0
24781,85.0,45.0,33.0,21.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0
24782,45.0,33.0,21.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,6.0
24783,33.0,21.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,6.0,11.0
24784,21.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,6.0,11.0,14.0
24785,15.0,5.0,7.0,7.0,7.0,7.0,8.0,6.0,11.0,14.0,15.0
24786,5.0,7.0,7.0,7.0,7.0,8.0,6.0,11.0,14.0,15.0,13.0
24787,7.0,7.0,7.0,7.0,8.0,6.0,11.0,14.0,15.0,13.0,13.0
24788,7.0,7.0,7.0,8.0,6.0,11.0,14.0,15.0,13.0,13.0,15.0
24789,7.0,7.0,8.0,6.0,11.0,14.0,15.0,13.0,13.0,15.0,9.0
24790,7.0,8.0,6.0,11.0,14.0,15.0,13.0,13.0,15.0,9.0,8.0
24791,8.0,6.0,11.0,14.0,15.0,13.0,13.0,15.0,9.0,8.0,9.0
24792,6.0,11.0,14.0,15.0,13.0,13.0,15.0,9.0,8.0,9.0,12.0
24793,11.0,14.0,15.0,13.0,13.0,15.0,9.0,8.0,9.0,12.0,13.0
24794,14.0,15.0,13.0,13.0,15.0,9.0,8.0,9.0,12.0,13.0,18.0
24795,15.0,13.0,13.0,15.0,9.0,8.0,9.0,12.0,13.0,18.0,19.0
24796,13.0,13.0,15.0,9.0,8.0,9.0,12.0,13.0,18.0,19.0,22.0
24797,13.0,15.0,9.0,8.0,9.0,12.0,13.0,18.0,19.0,22.0,25.0
24798,15.0,9.0,8.0,9.0,12.0,13.0,18.0,19.0,22.0,25.0,22.0
24799,9.0,8.0,9.0,12.0,13.0,18.0,19.0,22.0,25.0,22.0,26.0
24800,8.0,9.0,12.0,13.0,18.0,19.0,22.0,25.0,22.0,26.0,29.0
24801,9.0,12.0,13.0,18.0,19.0,22.0,25.0,22.0,26.0,29.0,29.0
24802,12.0,13.0,18.0,19.0,22.0,25.0,22.0,26.0,29.0,29.0,30.0
24803,13.0,18.0,19.0,22.0,25.0,22.0,26.0,29.0,29.0,30.0,37.0
24804,18.0,19.0,22.0,25.0,22.0,26.0,29.0,29.0,30.0,37.0,41.0
24805,19.0,22.0,25.0,22.0,26.0,29.0,29.0,30.0,37.0,41.0,45.0
24806,22.0,25.0,22.0,26.0,29.0,29.0,30.0,37.0,41.0,45.0,101.0
24807,88.0,69.0,59.0,54.0,52.0,49.0,46.0,39.0,39.0,35.0,30.0
24808,69.0,59.0,54.0,52.0,49.0,46.0,39.0,39.0,35.0,30.0,30.0
24809,59.0,54.0,52.0,49.0,46.0,39.0,39.0,35.0,30.0,30.0,29.0
24810,54.0,52.0,49.0,46.0,39.0,39.0,35.0,30.0,30.0,29.0,29.0
24811,52.0,49.0,46.0,39.0,39.0,35.0,30.0,30.0,29.0,29.0,29.0
24812,49.0,46.0,39.0,39.0,35.0,30.0,30.0,29.0,29.0,29.0,35.0
24813,46.0,39.0,39.0,35.0,30.0,30.0,29.0,29.0,29.0,35.0,37.0
24814,39.0,39.0,35.0,30.0,30.0,29.0,29.0,29.0,35.0,37.0,44.0
24815,39.0,35.0,30.0,30.0,29.0,29.0,29.0,35.0,37.0,44.0,48.0
24816,35.0,30.0,30.0,29.0,29.0,29.0,35.0,37.0,44.0,48.0,49.0
24817,30.0,30.0,29.0,29.0,29.0,35.0,37.0,44.0,48.0,49.0,101.0
24818,80.0,54.0,42.0,27.0,20.0,14.0,14.0,14.0,12.0,9.0,5.0
24819,54.0,42.0,27.0,20.0,14.0,14.0,14.0,12.0,9.0,5.0,4.0
24820,42.0,27.0,20.0,14.0,14.0,14.0,12.0,9.0,5.0,4.0,3.0
24821,27.0,20.0,14.0,14.0,14.0,12.0,9.0,5.0,4.0,3.0,4.0
24822,20.0,14.0,14.0,14.0,12.0,9.0,5.0,4.0,3.0,4.0,6.0
24823,14.0,14.0,14.0,12.0,9.0,5.0,4.0,3.0,4.0,6.0,3.0
24824,14.0,14.0,12.0,9.0,5.0,4.0,3.0,4.0,6.0,3.0,2.0
24825,14.0,12.0,9.0,5.0,4.0,3.0,4.0,6.0,3.0,2.0,3.0
24826,12.0,9.0,5.0,4.0,3.0,4.0,6.0,3.0,2.0,3.0,5.0
24827,9.0,5.0,4.0,3.0,4.0,6.0,3.0,2.0,3.0,5.0,5.0
24828,5.0,4.0,3.0,4.0,6.0,3.0,2.0,3.0,5.0,5.0,7.0
24829,4.0,3.0,4.0,6.0,3.0,2.0,3.0,5.0,5.0,7.0,8.0
24830,3.0,4.0,6.0,3.0,2.0,3.0,5.0,5.0,7.0,8.0,9.0
24831,4.0,6.0,3.0,2.0,3.0,5.0,5.0,7.0,8.0,9.0,8.0
24832,6.0,3.0,2.0,3.0,5.0,5.0,7.0,8.0,9.0,8.0,8.0
24833,3.0,2.0,3.0,5.0,5.0,7.0,8.0,9.0,8.0,8.0,10.0
24834,2.0,3.0,5.0,5.0,7.0,8.0,9.0,8.0,8.0,10.0,15.0
24835,3.0,5.0,5.0,7.0,8.0,9.0,8.0,8.0,10.0,15.0,26.0
24836,5.0,5.0,7.0,8.0,9.0,8.0,8.0,10.0,15.0,26.0,28.0
24837,5.0,7.0,8.0,9.0,8.0,8.0,10.0,15.0,26.0,28.0,31.0
24838,7.0,8.0,9.0,8.0,8.0,10.0,15.0,26.0,28.0,31.0,36.0
24839,8.0,9.0,8.0,8.0,10.0,15.0,26.0,28.0,31.0,36.0,44.0
24840,9.0,8.0,8.0,10.0,15.0,26.0,28.0,31.0,36.0,44.0,44.0
24841,8.0,8.0,10.0,15.0,26.0,28.0,31.0,36.0,44.0,44.0,101.0
24842,77.0,64.0,61.0,54.0,51.0,38.0,38.0,33.0,30.0,30.0,30.0
24843,64.0,61.0,54.0,51.0,38.0,38.0,33.0,30.0,30.0,30.0,37.0
24844,61.0,54.0,51.0,38.0,38.0,33.0,30.0,30.0,30.0,37.0,38.0
24845,54.0,51.0,38.0,38.0,33.0,30.0,30.0,30.0,37.0,38.0,36.0
24846,51.0,38.0,38.0,33.0,30.0,30.0,30.0,37.0,38.0,36.0,43.0
24847,38.0,38.0,33.0,30.0,30.0,30.0,37.0,38.0,36.0,43.0,43.0
24848,38.0,33.0,30.0,30.0,30.0,37.0,38.0,36.0,43.0,43.0,43.0
24849,33.0,30.0,30.0,30.0,37.0,38.0,36.0,43.0,43.0,43.0,44.0
24850,30.0,30.0,30.0,37.0,38.0,36.0,43.0,43.0,43.0,44.0,50.0
24851,30.0,30.0,37.0,38.0,36.0,43.0,43.0,43.0,44.0,50.0,54.0
24852,30.0,37.0,38.0,36.0,43.0,43.0,43.0,44.0,50.0,54.0,101.0
24853,73.0,70.0,59.0,39.0,38.0,43.0,44.0,40.0,36.0,33.0,34.0
24854,70.0,59.0,39.0,38.0,43.0,44.0,40.0,36.0,33.0,34.0,33.0
24855,59.0,39.0,38.0,43.0,44.0,40.0,36.0,33.0,34.0,33.0,33.0
24856,39.0,38.0,43.0,44.0,40.0,36.0,33.0,34.0,33.0,33.0,29.0
24857,38.0,43.0,44.0,40.0,36.0,33.0,34.0,33.0,33.0,29.0,21.0
24858,43.0,44.0,40.0,36.0,33.0,34.0,33.0,33.0,29.0,21.0,19.0
24859,44.0,40.0,36.0,33.0,34.0,33.0,33.0,29.0,21.0,19.0,16.0
24860,40.0,36.0,33.0,34.0,33.0,33.0,29.0,21.0,19.0,16.0,15.0
24861,36.0,33.0,34.0,33.0,33.0,29.0,21.0,19.0,16.0,15.0,14.0
24862,33.0,34.0,33.0,33.0,29.0,21.0,19.0,16.0,15.0,14.0,15.0
24863,34.0,33.0,33.0,29.0,21.0,19.0,16.0,15.0,14.0,15.0,18.0
24864,33.0,33.0,29.0,21.0,19.0,16.0,15.0,14.0,15.0,18.0,22.0
24865,33.0,29.0,21.0,19.0,16.0,15.0,14.0,15.0,18.0,22.0,24.0
24866,29.0,21.0,19.0,16.0,15.0,14.0,15.0,18.0,22.0,24.0,25.0
24867,21.0,19.0,16.0,15.0,14.0,15.0,18.0,22.0,24.0,25.0,28.0
24868,19.0,16.0,15.0,14.0,15.0,18.0,22.0,24.0,25.0,28.0,31.0
24869,16.0,15.0,14.0,15.0,18.0,22.0,24.0,25.0,28.0,31.0,34.0
24870,15.0,14.0,15.0,18.0,22.0,24.0,25.0,28.0,31.0,34.0,36.0
24871,14.0,15.0,18.0,22.0,24.0,25.0,28.0,31.0,34.0,36.0,40.0
24872,15.0,18.0,22.0,24.0,25.0,28.0,31.0,34.0,36.0,40.0,45.0
24873,18.0,22.0,24.0,25.0,28.0,31.0,34.0,36.0,40.0,45.0,51.0
24874,22.0,24.0,25.0,28.0,31.0,34.0,36.0,40.0,45.0,51.0,101.0
24875,93.0,85.0,73.0,51.0,33.0,28.0,17.0,15.0,11.0,8.0,5.0
24876,85.0,73.0,51.0,33.0,28.0,17.0,15.0,11.0,8.0,5.0,4.0
24877,73.0,51.0,33.0,28.0,17.0,15.0,11.0,8.0,5.0,4.0,4.0
24878,51.0,33.0,28.0,17.0,15.0,11.0,8.0,5.0,4.0,4.0,4.0
24879,33.0,28.0,17.0,15.0,11.0,8.0,5.0,4.0,4.0,4.0,5.0
24880,28.0,17.0,15.0,11.0,8.0,5.0,4.0,4.0,4.0,5.0,5.0
24881,17.0,15.0,11.0,8.0,5.0,4.0,4.0,4.0,5.0,5.0,9.0
24882,15.0,11.0,8.0,5.0,4.0,4.0,4.0,5.0,5.0,9.0,11.0
24883,11.0,8.0,5.0,4.0,4.0,4.0,5.0,5.0,9.0,11.0,15.0
24884,8.0,5.0,4.0,4.0,4.0,5.0,5.0,9.0,11.0,15.0,23.0
24885,5.0,4.0,4.0,4.0,5.0,5.0,9.0,11.0,15.0,23.0,25.0
24886,4.0,4.0,4.0,5.0,5.0,9.0,11.0,15.0,23.0,25.0,28.0
24887,4.0,4.0,5.0,5.0,9.0,11.0,15.0,23.0,25.0,28.0,39.0
24888,4.0,5.0,5.0,9.0,11.0,15.0,23.0,25.0,28.0,39.0,43.0
24889,5.0,5.0,9.0,11.0,15.0,23.0,25.0,28.0,39.0,43.0,101.0
24890,73.0,54.0,41.0,38.0,36.0,37.0,34.0,40.0,50.0,67.0,78.0
24891,54.0,41.0,38.0,36.0,37.0,34.0,40.0,50.0,67.0,78.0,88.0
24892,41.0,38.0,36.0,37.0,34.0,40.0,50.0,67.0,78.0,88.0,101.0
24893,39.0,33.0,39.0,55.0,62.0,68.0,73.0,82.0,88.0,98.0,101.0
24894,97.0,80.0,45.0,21.0,15.0,9.0,5.0,3.0,3.0,2.0,1.0
24895,80.0,45.0,21.0,15.0,9.0,5.0,3.0,3.0,2.0,1.0,1.0
24896,45.0,21.0,15.0,9.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0
24897,21.0,15.0,9.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0
24898,15.0,9.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
24899,9.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
24900,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24901,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24902,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24903,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
24904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0
24905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0
24906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0
24907,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,7.0
24908,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,7.0,7.0
24909,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,7.0,7.0,8.0
24910,1.0,1.0,1.0,3.0,3.0,3.0,6.0,7.0,7.0,8.0,14.0
24911,1.0,1.0,3.0,3.0,3.0,6.0,7.0,7.0,8.0,14.0,17.0
24912,1.0,3.0,3.0,3.0,6.0,7.0,7.0,8.0,14.0,17.0,24.0
24913,3.0,3.0,3.0,6.0,7.0,7.0,8.0,14.0,17.0,24.0,24.0
24914,3.0,3.0,6.0,7.0,7.0,8.0,14.0,17.0,24.0,24.0,30.0
24915,3.0,6.0,7.0,7.0,8.0,14.0,17.0,24.0,24.0,30.0,35.0
24916,6.0,7.0,7.0,8.0,14.0,17.0,24.0,24.0,30.0,35.0,43.0
24917,7.0,7.0,8.0,14.0,17.0,24.0,24.0,30.0,35.0,43.0,40.0
24918,7.0,8.0,14.0,17.0,24.0,24.0,30.0,35.0,43.0,40.0,38.0
24919,8.0,14.0,17.0,24.0,24.0,30.0,35.0,43.0,40.0,38.0,46.0
24920,14.0,17.0,24.0,24.0,30.0,35.0,43.0,40.0,38.0,46.0,101.0
24921,87.0,51.0,39.0,34.0,36.0,38.0,38.0,45.0,51.0,56.0,63.0
24922,51.0,39.0,34.0,36.0,38.0,38.0,45.0,51.0,56.0,63.0,73.0
24923,39.0,34.0,36.0,38.0,38.0,45.0,51.0,56.0,63.0,73.0,77.0
24924,34.0,36.0,38.0,38.0,45.0,51.0,56.0,63.0,73.0,77.0,78.0
24925,36.0,38.0,38.0,45.0,51.0,56.0,63.0,73.0,77.0,78.0,72.0
24926,38.0,38.0,45.0,51.0,56.0,63.0,73.0,77.0,78.0,72.0,72.0
24927,38.0,45.0,51.0,56.0,63.0,73.0,77.0,78.0,72.0,72.0,76.0
24928,45.0,51.0,56.0,63.0,73.0,77.0,78.0,72.0,72.0,76.0,95.0
24929,51.0,56.0,63.0,73.0,77.0,78.0,72.0,72.0,76.0,95.0,101.0
24930,98.0,75.0,62.0,53.0,48.0,41.0,37.0,41.0,46.0,51.0,60.0
24931,75.0,62.0,53.0,48.0,41.0,37.0,41.0,46.0,51.0,60.0,68.0
24932,62.0,53.0,48.0,41.0,37.0,41.0,46.0,51.0,60.0,68.0,73.0
24933,53.0,48.0,41.0,37.0,41.0,46.0,51.0,60.0,68.0,73.0,78.0
24934,48.0,41.0,37.0,41.0,46.0,51.0,60.0,68.0,73.0,78.0,86.0
24935,41.0,37.0,41.0,46.0,51.0,60.0,68.0,73.0,78.0,86.0,96.0
24936,37.0,41.0,46.0,51.0,60.0,68.0,73.0,78.0,86.0,96.0,101.0
24937,74.0,68.0,76.0,75.0,79.0,78.0,77.0,70.0,76.0,81.0,90.0
24938,68.0,76.0,75.0,79.0,78.0,77.0,70.0,76.0,81.0,90.0,101.0
24939,17.0,12.0,26.0,54.0,46.0,29.0,46.0,63.0,64.0,65.0,69.0
24940,12.0,26.0,54.0,46.0,29.0,46.0,63.0,64.0,65.0,69.0,69.0
24941,26.0,54.0,46.0,29.0,46.0,63.0,64.0,65.0,69.0,69.0,76.0
24942,54.0,46.0,29.0,46.0,63.0,64.0,65.0,69.0,69.0,76.0,74.0
24943,46.0,29.0,46.0,63.0,64.0,65.0,69.0,69.0,76.0,74.0,83.0
24944,29.0,46.0,63.0,64.0,65.0,69.0,69.0,76.0,74.0,83.0,101.0
24945,71.0,63.0,59.0,52.0,52.0,50.0,47.0,45.0,42.0,42.0,43.0
24946,63.0,59.0,52.0,52.0,50.0,47.0,45.0,42.0,42.0,43.0,38.0
24947,59.0,52.0,52.0,50.0,47.0,45.0,42.0,42.0,43.0,38.0,38.0
24948,52.0,52.0,50.0,47.0,45.0,42.0,42.0,43.0,38.0,38.0,41.0
24949,52.0,50.0,47.0,45.0,42.0,42.0,43.0,38.0,38.0,41.0,58.0
24950,50.0,47.0,45.0,42.0,42.0,43.0,38.0,38.0,41.0,58.0,70.0
24951,47.0,45.0,42.0,42.0,43.0,38.0,38.0,41.0,58.0,70.0,85.0
24952,45.0,42.0,42.0,43.0,38.0,38.0,41.0,58.0,70.0,85.0,89.0
24953,42.0,42.0,43.0,38.0,38.0,41.0,58.0,70.0,85.0,89.0,93.0
24954,42.0,43.0,38.0,38.0,41.0,58.0,70.0,85.0,89.0,93.0,93.0
24955,43.0,38.0,38.0,41.0,58.0,70.0,85.0,89.0,93.0,93.0,101.0
24956,81.0,71.0,65.0,56.0,47.0,47.0,44.0,41.0,41.0,43.0,56.0
24957,71.0,65.0,56.0,47.0,47.0,44.0,41.0,41.0,43.0,56.0,62.0
24958,65.0,56.0,47.0,47.0,44.0,41.0,41.0,43.0,56.0,62.0,69.0
24959,56.0,47.0,47.0,44.0,41.0,41.0,43.0,56.0,62.0,69.0,77.0
24960,47.0,47.0,44.0,41.0,41.0,43.0,56.0,62.0,69.0,77.0,98.0
24961,47.0,44.0,41.0,41.0,43.0,56.0,62.0,69.0,77.0,98.0,101.0
24962,88.0,80.0,82.0,82.0,61.0,52.0,44.0,39.0,35.0,38.0,38.0
24963,80.0,82.0,82.0,61.0,52.0,44.0,39.0,35.0,38.0,38.0,41.0
24964,82.0,82.0,61.0,52.0,44.0,39.0,35.0,38.0,38.0,41.0,55.0
24965,82.0,61.0,52.0,44.0,39.0,35.0,38.0,38.0,41.0,55.0,63.0
24966,61.0,52.0,44.0,39.0,35.0,38.0,38.0,41.0,55.0,63.0,77.0
24967,52.0,44.0,39.0,35.0,38.0,38.0,41.0,55.0,63.0,77.0,91.0
24968,44.0,39.0,35.0,38.0,38.0,41.0,55.0,63.0,77.0,91.0,99.0
24969,39.0,35.0,38.0,38.0,41.0,55.0,63.0,77.0,91.0,99.0,99.0
24970,35.0,38.0,38.0,41.0,55.0,63.0,77.0,91.0,99.0,99.0,101.0
24971,76.0,75.0,66.0,62.0,56.0,54.0,54.0,55.0,58.0,66.0,84.0
24972,75.0,66.0,62.0,56.0,54.0,54.0,55.0,58.0,66.0,84.0,101.0
24973,90.0,83.0,71.0,55.0,45.0,37.0,30.0,25.0,25.0,18.0,16.0
24974,83.0,71.0,55.0,45.0,37.0,30.0,25.0,25.0,18.0,16.0,14.0
24975,71.0,55.0,45.0,37.0,30.0,25.0,25.0,18.0,16.0,14.0,18.0
24976,55.0,45.0,37.0,30.0,25.0,25.0,18.0,16.0,14.0,18.0,28.0
24977,45.0,37.0,30.0,25.0,25.0,18.0,16.0,14.0,18.0,28.0,51.0
24978,37.0,30.0,25.0,25.0,18.0,16.0,14.0,18.0,28.0,51.0,65.0
24979,30.0,25.0,25.0,18.0,16.0,14.0,18.0,28.0,51.0,65.0,89.0
24980,25.0,25.0,18.0,16.0,14.0,18.0,28.0,51.0,65.0,89.0,101.0
24981,52.0,41.0,40.0,34.0,30.0,25.0,21.0,21.0,24.0,23.0,22.0
24982,41.0,40.0,34.0,30.0,25.0,21.0,21.0,24.0,23.0,22.0,27.0
24983,40.0,34.0,30.0,25.0,21.0,21.0,24.0,23.0,22.0,27.0,33.0
24984,34.0,30.0,25.0,21.0,21.0,24.0,23.0,22.0,27.0,33.0,39.0
24985,30.0,25.0,21.0,21.0,24.0,23.0,22.0,27.0,33.0,39.0,48.0
24986,25.0,21.0,21.0,24.0,23.0,22.0,27.0,33.0,39.0,48.0,50.0
24987,21.0,21.0,24.0,23.0,22.0,27.0,33.0,39.0,48.0,50.0,50.0
24988,21.0,24.0,23.0,22.0,27.0,33.0,39.0,48.0,50.0,50.0,58.0
24989,24.0,23.0,22.0,27.0,33.0,39.0,48.0,50.0,50.0,58.0,57.0
24990,23.0,22.0,27.0,33.0,39.0,48.0,50.0,50.0,58.0,57.0,67.0
24991,22.0,27.0,33.0,39.0,48.0,50.0,50.0,58.0,57.0,67.0,101.0
24992,77.0,66.0,55.0,45.0,38.0,42.0,33.0,29.0,28.0,26.0,23.0
24993,66.0,55.0,45.0,38.0,42.0,33.0,29.0,28.0,26.0,23.0,15.0
24994,55.0,45.0,38.0,42.0,33.0,29.0,28.0,26.0,23.0,15.0,11.0
24995,45.0,38.0,42.0,33.0,29.0,28.0,26.0,23.0,15.0,11.0,14.0
24996,38.0,42.0,33.0,29.0,28.0,26.0,23.0,15.0,11.0,14.0,14.0
24997,42.0,33.0,29.0,28.0,26.0,23.0,15.0,11.0,14.0,14.0,17.0
24998,33.0,29.0,28.0,26.0,23.0,15.0,11.0,14.0,14.0,17.0,20.0
24999,29.0,28.0,26.0,23.0,15.0,11.0,14.0,14.0,17.0,20.0,20.0
25000,28.0,26.0,23.0,15.0,11.0,14.0,14.0,17.0,20.0,20.0,21.0
25001,26.0,23.0,15.0,11.0,14.0,14.0,17.0,20.0,20.0,21.0,23.0
25002,23.0,15.0,11.0,14.0,14.0,17.0,20.0,20.0,21.0,23.0,24.0
25003,15.0,11.0,14.0,14.0,17.0,20.0,20.0,21.0,23.0,24.0,29.0
25004,11.0,14.0,14.0,17.0,20.0,20.0,21.0,23.0,24.0,29.0,36.0
25005,14.0,14.0,17.0,20.0,20.0,21.0,23.0,24.0,29.0,36.0,47.0
25006,14.0,17.0,20.0,20.0,21.0,23.0,24.0,29.0,36.0,47.0,101.0
25007,27.0,27.0,26.0,18.0,15.0,15.0,17.0,20.0,22.0,30.0,38.0
25008,27.0,26.0,18.0,15.0,15.0,17.0,20.0,22.0,30.0,38.0,52.0
25009,26.0,18.0,15.0,15.0,17.0,20.0,22.0,30.0,38.0,52.0,60.0
25010,18.0,15.0,15.0,17.0,20.0,22.0,30.0,38.0,52.0,60.0,76.0
25011,15.0,15.0,17.0,20.0,22.0,30.0,38.0,52.0,60.0,76.0,83.0
25012,15.0,17.0,20.0,22.0,30.0,38.0,52.0,60.0,76.0,83.0,86.0
25013,17.0,20.0,22.0,30.0,38.0,52.0,60.0,76.0,83.0,86.0,85.0
25014,20.0,22.0,30.0,38.0,52.0,60.0,76.0,83.0,86.0,85.0,93.0
25015,22.0,30.0,38.0,52.0,60.0,76.0,83.0,86.0,85.0,93.0,101.0
25016,74.0,54.0,53.0,53.0,53.0,60.0,62.0,67.0,73.0,78.0,82.0
25017,54.0,53.0,53.0,53.0,60.0,62.0,67.0,73.0,78.0,82.0,87.0
25018,53.0,53.0,53.0,60.0,62.0,67.0,73.0,78.0,82.0,87.0,89.0
25019,53.0,53.0,60.0,62.0,67.0,73.0,78.0,82.0,87.0,89.0,91.0
25020,53.0,60.0,62.0,67.0,73.0,78.0,82.0,87.0,89.0,91.0,93.0
25021,60.0,62.0,67.0,73.0,78.0,82.0,87.0,89.0,91.0,93.0,94.0
25022,62.0,67.0,73.0,78.0,82.0,87.0,89.0,91.0,93.0,94.0,99.0
25023,67.0,73.0,78.0,82.0,87.0,89.0,91.0,93.0,94.0,99.0,100.0
25024,73.0,78.0,82.0,87.0,89.0,91.0,93.0,94.0,99.0,100.0,101.0
25025,72.0,57.0,37.0,29.0,24.0,19.0,14.0,10.0,10.0,8.0,7.0
25026,57.0,37.0,29.0,24.0,19.0,14.0,10.0,10.0,8.0,7.0,7.0
25027,37.0,29.0,24.0,19.0,14.0,10.0,10.0,8.0,7.0,7.0,8.0
25028,29.0,24.0,19.0,14.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0
25029,24.0,19.0,14.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,11.0
25030,19.0,14.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,11.0,15.0
25031,14.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,11.0,15.0,17.0
25032,10.0,10.0,8.0,7.0,7.0,8.0,9.0,11.0,15.0,17.0,20.0
25033,10.0,8.0,7.0,7.0,8.0,9.0,11.0,15.0,17.0,20.0,25.0
25034,8.0,7.0,7.0,8.0,9.0,11.0,15.0,17.0,20.0,25.0,35.0
25035,7.0,7.0,8.0,9.0,11.0,15.0,17.0,20.0,25.0,35.0,43.0
25036,7.0,8.0,9.0,11.0,15.0,17.0,20.0,25.0,35.0,43.0,41.0
25037,8.0,9.0,11.0,15.0,17.0,20.0,25.0,35.0,43.0,41.0,101.0
25038,66.0,66.0,65.0,66.0,69.0,71.0,73.0,81.0,81.0,84.0,85.0
25039,66.0,65.0,66.0,69.0,71.0,73.0,81.0,81.0,84.0,85.0,100.0
25040,65.0,66.0,69.0,71.0,73.0,81.0,81.0,84.0,85.0,100.0,101.0
25041,68.0,52.0,45.0,37.0,29.0,28.0,26.0,26.0,24.0,24.0,24.0
25042,52.0,45.0,37.0,29.0,28.0,26.0,26.0,24.0,24.0,24.0,26.0
25043,45.0,37.0,29.0,28.0,26.0,26.0,24.0,24.0,24.0,26.0,27.0
25044,37.0,29.0,28.0,26.0,26.0,24.0,24.0,24.0,26.0,27.0,29.0
25045,29.0,28.0,26.0,26.0,24.0,24.0,24.0,26.0,27.0,29.0,34.0
25046,28.0,26.0,26.0,24.0,24.0,24.0,26.0,27.0,29.0,34.0,35.0
25047,26.0,26.0,24.0,24.0,24.0,26.0,27.0,29.0,34.0,35.0,35.0
25048,26.0,24.0,24.0,24.0,26.0,27.0,29.0,34.0,35.0,35.0,42.0
25049,24.0,24.0,24.0,26.0,27.0,29.0,34.0,35.0,35.0,42.0,43.0
25050,24.0,24.0,26.0,27.0,29.0,34.0,35.0,35.0,42.0,43.0,46.0
25051,24.0,26.0,27.0,29.0,34.0,35.0,35.0,42.0,43.0,46.0,44.0
25052,26.0,27.0,29.0,34.0,35.0,35.0,42.0,43.0,46.0,44.0,48.0
25053,27.0,29.0,34.0,35.0,35.0,42.0,43.0,46.0,44.0,48.0,51.0
25054,29.0,34.0,35.0,35.0,42.0,43.0,46.0,44.0,48.0,51.0,101.0
25055,83.0,83.0,73.0,73.0,67.0,60.0,60.0,60.0,57.0,55.0,54.0
25056,83.0,73.0,73.0,67.0,60.0,60.0,60.0,57.0,55.0,54.0,69.0
25057,73.0,73.0,67.0,60.0,60.0,60.0,57.0,55.0,54.0,69.0,88.0
25058,73.0,67.0,60.0,60.0,60.0,57.0,55.0,54.0,69.0,88.0,91.0
25059,67.0,60.0,60.0,60.0,57.0,55.0,54.0,69.0,88.0,91.0,101.0
25060,63.0,51.0,47.0,45.0,45.0,45.0,52.0,46.0,49.0,60.0,60.0
25061,51.0,47.0,45.0,45.0,45.0,52.0,46.0,49.0,60.0,60.0,70.0
25062,47.0,45.0,45.0,45.0,52.0,46.0,49.0,60.0,60.0,70.0,73.0
25063,45.0,45.0,45.0,52.0,46.0,49.0,60.0,60.0,70.0,73.0,79.0
25064,45.0,45.0,52.0,46.0,49.0,60.0,60.0,70.0,73.0,79.0,88.0
25065,45.0,52.0,46.0,49.0,60.0,60.0,70.0,73.0,79.0,88.0,97.0
