,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,diff_9,target
300,61.0,77.0,66.0,50.0,38.0,46.0,42.0,37.0,37.0,37.0,41.0
301,77.0,66.0,50.0,38.0,46.0,42.0,37.0,37.0,37.0,41.0,41.0
302,66.0,50.0,38.0,46.0,42.0,37.0,37.0,37.0,41.0,41.0,42.0
303,50.0,38.0,46.0,42.0,37.0,37.0,37.0,41.0,41.0,42.0,47.0
304,38.0,46.0,42.0,37.0,37.0,37.0,41.0,41.0,42.0,47.0,61.0
305,46.0,42.0,37.0,37.0,37.0,41.0,41.0,42.0,47.0,61.0,77.0
306,42.0,37.0,37.0,37.0,41.0,41.0,42.0,47.0,61.0,77.0,75.0
307,59.0,58.0,64.0,61.0,55.0,54.0,46.0,50.0,65.0,71.0,76.0
308,58.0,64.0,61.0,55.0,54.0,46.0,50.0,65.0,71.0,76.0,101.0
309,7.0,9.0,8.0,6.0,7.0,8.0,6.0,11.0,11.0,10.0,13.0
310,9.0,8.0,6.0,7.0,8.0,6.0,11.0,11.0,10.0,13.0,16.0
311,8.0,6.0,7.0,8.0,6.0,11.0,11.0,10.0,13.0,16.0,17.0
312,6.0,7.0,8.0,6.0,11.0,11.0,10.0,13.0,16.0,17.0,17.0
313,7.0,8.0,6.0,11.0,11.0,10.0,13.0,16.0,17.0,17.0,20.0
314,8.0,6.0,11.0,11.0,10.0,13.0,16.0,17.0,17.0,20.0,22.0
315,6.0,11.0,11.0,10.0,13.0,16.0,17.0,17.0,20.0,22.0,23.0
316,28.0,19.0,13.0,9.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0
317,19.0,13.0,9.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0
318,13.0,9.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
319,9.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0
320,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0
321,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0
322,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,7.0
323,87.0,68.0,58.0,54.0,60.0,57.0,56.0,47.0,45.0,44.0,51.0
324,68.0,58.0,54.0,60.0,57.0,56.0,47.0,45.0,44.0,51.0,63.0
325,58.0,54.0,60.0,57.0,56.0,47.0,45.0,44.0,51.0,63.0,68.0
326,62.0,65.0,62.0,69.0,68.0,66.0,66.0,74.0,87.0,97.0,101.0
327,6.0,7.0,9.0,11.0,11.0,14.0,18.0,21.0,23.0,25.0,27.0
328,7.0,9.0,11.0,11.0,14.0,18.0,21.0,23.0,25.0,27.0,22.0
329,9.0,11.0,11.0,14.0,18.0,21.0,23.0,25.0,27.0,22.0,21.0
330,11.0,11.0,14.0,18.0,21.0,23.0,25.0,27.0,22.0,21.0,24.0
331,11.0,14.0,18.0,21.0,23.0,25.0,27.0,22.0,21.0,24.0,25.0
332,14.0,18.0,21.0,23.0,25.0,27.0,22.0,21.0,24.0,25.0,28.0
333,18.0,21.0,23.0,25.0,27.0,22.0,21.0,24.0,25.0,28.0,33.0
334,57.0,54.0,58.0,63.0,65.0,73.0,77.0,84.0,95.0,92.0,101.0
335,26.0,27.0,19.0,19.0,27.0,29.0,28.0,39.0,38.0,47.0,101.0
336,85.0,86.0,85.0,88.0,64.0,74.0,77.0,91.0,89.0,98.0,91.0
337,86.0,85.0,88.0,64.0,74.0,77.0,91.0,89.0,98.0,91.0,101.0
338,98.0,92.0,93.0,90.0,72.0,72.0,72.0,71.0,63.0,60.0,75.0
339,92.0,93.0,90.0,72.0,72.0,72.0,71.0,63.0,60.0,75.0,91.0
340,93.0,90.0,72.0,72.0,72.0,71.0,63.0,60.0,75.0,91.0,101.0
341,4.0,5.0,5.0,5.0,8.0,10.0,10.0,17.0,21.0,23.0,25.0
342,5.0,5.0,5.0,8.0,10.0,10.0,17.0,21.0,23.0,25.0,25.0
343,5.0,5.0,8.0,10.0,10.0,17.0,21.0,23.0,25.0,25.0,29.0
344,5.0,8.0,10.0,10.0,17.0,21.0,23.0,25.0,25.0,29.0,34.0
345,8.0,10.0,10.0,17.0,21.0,23.0,25.0,25.0,29.0,34.0,36.0
346,10.0,10.0,17.0,21.0,23.0,25.0,25.0,29.0,34.0,36.0,37.0
347,10.0,17.0,21.0,23.0,25.0,25.0,29.0,34.0,36.0,37.0,41.0
348,78.0,55.0,54.0,47.0,41.0,41.0,35.0,29.0,29.0,20.0,14.0
349,55.0,54.0,47.0,41.0,41.0,35.0,29.0,29.0,20.0,14.0,18.0
350,54.0,47.0,41.0,41.0,35.0,29.0,29.0,20.0,14.0,18.0,23.0
351,47.0,41.0,41.0,35.0,29.0,29.0,20.0,14.0,18.0,23.0,28.0
352,41.0,41.0,35.0,29.0,29.0,20.0,14.0,18.0,23.0,28.0,34.0
353,41.0,35.0,29.0,29.0,20.0,14.0,18.0,23.0,28.0,34.0,50.0
354,35.0,29.0,29.0,20.0,14.0,18.0,23.0,28.0,34.0,50.0,58.0
355,23.0,22.0,24.0,15.0,14.0,16.0,17.0,19.0,24.0,34.0,39.0
356,22.0,24.0,15.0,14.0,16.0,17.0,19.0,24.0,34.0,39.0,42.0
357,24.0,15.0,14.0,16.0,17.0,19.0,24.0,34.0,39.0,42.0,44.0
358,15.0,14.0,16.0,17.0,19.0,24.0,34.0,39.0,42.0,44.0,46.0
359,14.0,16.0,17.0,19.0,24.0,34.0,39.0,42.0,44.0,46.0,49.0
360,16.0,17.0,19.0,24.0,34.0,39.0,42.0,44.0,46.0,49.0,45.0
361,17.0,19.0,24.0,34.0,39.0,42.0,44.0,46.0,49.0,45.0,49.0
362,18.0,23.0,22.0,18.0,21.0,28.0,34.0,34.0,35.0,38.0,46.0
363,23.0,22.0,18.0,21.0,28.0,34.0,34.0,35.0,38.0,46.0,46.0
364,22.0,18.0,21.0,28.0,34.0,34.0,35.0,38.0,46.0,46.0,101.0
365,69.0,72.0,97.0,98.0,82.0,70.0,60.0,57.0,54.0,55.0,50.0
366,72.0,97.0,98.0,82.0,70.0,60.0,57.0,54.0,55.0,50.0,43.0
367,97.0,98.0,82.0,70.0,60.0,57.0,54.0,55.0,50.0,43.0,38.0
368,98.0,82.0,70.0,60.0,57.0,54.0,55.0,50.0,43.0,38.0,32.0
369,82.0,70.0,60.0,57.0,54.0,55.0,50.0,43.0,38.0,32.0,32.0
370,70.0,60.0,57.0,54.0,55.0,50.0,43.0,38.0,32.0,32.0,31.0
