,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,diff_9,target
8612,52.0,52.0,39.0,39.0,38.0,31.0,31.0,27.0,25.0,23.0,23.0
8613,52.0,39.0,39.0,38.0,31.0,31.0,27.0,25.0,23.0,23.0,27.0
8614,39.0,39.0,38.0,31.0,31.0,27.0,25.0,23.0,23.0,27.0,24.0
8615,39.0,38.0,31.0,31.0,27.0,25.0,23.0,23.0,27.0,24.0,27.0
8616,38.0,31.0,31.0,27.0,25.0,23.0,23.0,27.0,24.0,27.0,28.0
8617,31.0,31.0,27.0,25.0,23.0,23.0,27.0,24.0,27.0,28.0,27.0
8618,31.0,27.0,25.0,23.0,23.0,27.0,24.0,27.0,28.0,27.0,31.0
8619,27.0,25.0,23.0,23.0,27.0,24.0,27.0,28.0,27.0,31.0,32.0
8620,25.0,23.0,23.0,27.0,24.0,27.0,28.0,27.0,31.0,32.0,44.0
8621,23.0,23.0,27.0,24.0,27.0,28.0,27.0,31.0,32.0,44.0,41.0
8622,23.0,27.0,24.0,27.0,28.0,27.0,31.0,32.0,44.0,41.0,40.0
8623,27.0,24.0,27.0,28.0,27.0,31.0,32.0,44.0,41.0,40.0,46.0
8624,24.0,27.0,28.0,27.0,31.0,32.0,44.0,41.0,40.0,46.0,101.0
8625,96.0,74.0,52.0,44.0,36.0,30.0,31.0,31.0,31.0,34.0,38.0
8626,74.0,52.0,44.0,36.0,30.0,31.0,31.0,31.0,34.0,38.0,48.0
8627,52.0,44.0,36.0,30.0,31.0,31.0,31.0,34.0,38.0,48.0,60.0
8628,44.0,36.0,30.0,31.0,31.0,31.0,34.0,38.0,48.0,60.0,67.0
8629,36.0,30.0,31.0,31.0,31.0,34.0,38.0,48.0,60.0,67.0,84.0
8630,30.0,31.0,31.0,31.0,34.0,38.0,48.0,60.0,67.0,84.0,93.0
8631,31.0,31.0,31.0,34.0,38.0,48.0,60.0,67.0,84.0,93.0,101.0
8632,20.0,22.0,9.0,16.0,27.0,29.0,33.0,36.0,42.0,54.0,55.0
8633,22.0,9.0,16.0,27.0,29.0,33.0,36.0,42.0,54.0,55.0,63.0
8634,9.0,16.0,27.0,29.0,33.0,36.0,42.0,54.0,55.0,63.0,69.0
8635,16.0,27.0,29.0,33.0,36.0,42.0,54.0,55.0,63.0,69.0,74.0
8636,27.0,29.0,33.0,36.0,42.0,54.0,55.0,63.0,69.0,74.0,77.0
8637,29.0,33.0,36.0,42.0,54.0,55.0,63.0,69.0,74.0,77.0,73.0
8638,33.0,36.0,42.0,54.0,55.0,63.0,69.0,74.0,77.0,73.0,76.0
8639,36.0,42.0,54.0,55.0,63.0,69.0,74.0,77.0,73.0,76.0,79.0
8640,42.0,54.0,55.0,63.0,69.0,74.0,77.0,73.0,76.0,79.0,81.0
8641,54.0,55.0,63.0,69.0,74.0,77.0,73.0,76.0,79.0,81.0,88.0
8642,55.0,63.0,69.0,74.0,77.0,73.0,76.0,79.0,81.0,88.0,101.0
8643,98.0,94.0,89.0,86.0,82.0,74.0,81.0,69.0,63.0,65.0,66.0
8644,94.0,89.0,86.0,82.0,74.0,81.0,69.0,63.0,65.0,66.0,57.0
8645,89.0,86.0,82.0,74.0,81.0,69.0,63.0,65.0,66.0,57.0,54.0
8646,86.0,82.0,74.0,81.0,69.0,63.0,65.0,66.0,57.0,54.0,48.0
8647,82.0,74.0,81.0,69.0,63.0,65.0,66.0,57.0,54.0,48.0,48.0
8648,74.0,81.0,69.0,63.0,65.0,66.0,57.0,54.0,48.0,48.0,54.0
8649,81.0,69.0,63.0,65.0,66.0,57.0,54.0,48.0,48.0,54.0,58.0
8650,69.0,63.0,65.0,66.0,57.0,54.0,48.0,48.0,54.0,58.0,101.0
8651,69.0,34.0,35.0,32.0,30.0,23.0,18.0,19.0,17.0,15.0,17.0
8652,34.0,35.0,32.0,30.0,23.0,18.0,19.0,17.0,15.0,17.0,20.0
8653,35.0,32.0,30.0,23.0,18.0,19.0,17.0,15.0,17.0,20.0,23.0
8654,32.0,30.0,23.0,18.0,19.0,17.0,15.0,17.0,20.0,23.0,22.0
8655,30.0,23.0,18.0,19.0,17.0,15.0,17.0,20.0,23.0,22.0,31.0
8656,23.0,18.0,19.0,17.0,15.0,17.0,20.0,23.0,22.0,31.0,43.0
8657,18.0,19.0,17.0,15.0,17.0,20.0,23.0,22.0,31.0,43.0,49.0
8658,19.0,17.0,15.0,17.0,20.0,23.0,22.0,31.0,43.0,49.0,54.0
8659,17.0,15.0,17.0,20.0,23.0,22.0,31.0,43.0,49.0,54.0,61.0
8660,15.0,17.0,20.0,23.0,22.0,31.0,43.0,49.0,54.0,61.0,101.0
8661,54.0,37.0,35.0,24.0,22.0,18.0,15.0,14.0,12.0,14.0,10.0
8662,37.0,35.0,24.0,22.0,18.0,15.0,14.0,12.0,14.0,10.0,10.0
8663,35.0,24.0,22.0,18.0,15.0,14.0,12.0,14.0,10.0,10.0,13.0
8664,24.0,22.0,18.0,15.0,14.0,12.0,14.0,10.0,10.0,13.0,16.0
8665,22.0,18.0,15.0,14.0,12.0,14.0,10.0,10.0,13.0,16.0,21.0
8666,18.0,15.0,14.0,12.0,14.0,10.0,10.0,13.0,16.0,21.0,18.0
8667,15.0,14.0,12.0,14.0,10.0,10.0,13.0,16.0,21.0,18.0,21.0
8668,14.0,12.0,14.0,10.0,10.0,13.0,16.0,21.0,18.0,21.0,26.0
8669,12.0,14.0,10.0,10.0,13.0,16.0,21.0,18.0,21.0,26.0,30.0
8670,14.0,10.0,10.0,13.0,16.0,21.0,18.0,21.0,26.0,30.0,39.0
8671,10.0,10.0,13.0,16.0,21.0,18.0,21.0,26.0,30.0,39.0,45.0
8672,10.0,13.0,16.0,21.0,18.0,21.0,26.0,30.0,39.0,45.0,101.0
8673,82.0,70.0,56.0,66.0,69.0,67.0,77.0,79.0,84.0,81.0,83.0
8674,70.0,56.0,66.0,69.0,67.0,77.0,79.0,84.0,81.0,83.0,91.0
8675,56.0,66.0,69.0,67.0,77.0,79.0,84.0,81.0,83.0,91.0,88.0
8676,66.0,69.0,67.0,77.0,79.0,84.0,81.0,83.0,91.0,88.0,97.0
8677,69.0,67.0,77.0,79.0,84.0,81.0,83.0,91.0,88.0,97.0,101.0
8678,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
8679,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
8680,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
8681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
8682,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0
8683,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0,10.0
8684,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0,10.0,12.0
8685,1.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0,10.0,12.0,12.0
8686,1.0,1.0,2.0,2.0,2.0,3.0,7.0,10.0,12.0,12.0,15.0
8687,1.0,2.0,2.0,2.0,3.0,7.0,10.0,12.0,12.0,15.0,20.0
8688,2.0,2.0,2.0,3.0,7.0,10.0,12.0,12.0,15.0,20.0,28.0
8689,2.0,2.0,3.0,7.0,10.0,12.0,12.0,15.0,20.0,28.0,30.0
8690,2.0,3.0,7.0,10.0,12.0,12.0,15.0,20.0,28.0,30.0,33.0
8691,3.0,7.0,10.0,12.0,12.0,15.0,20.0,28.0,30.0,33.0,37.0
8692,7.0,10.0,12.0,12.0,15.0,20.0,28.0,30.0,33.0,37.0,40.0
8693,10.0,12.0,12.0,15.0,20.0,28.0,30.0,33.0,37.0,40.0,44.0
8694,12.0,12.0,15.0,20.0,28.0,30.0,33.0,37.0,40.0,44.0,35.0
8695,12.0,15.0,20.0,28.0,30.0,33.0,37.0,40.0,44.0,35.0,35.0
8696,15.0,20.0,28.0,30.0,33.0,37.0,40.0,44.0,35.0,35.0,46.0
8697,20.0,28.0,30.0,33.0,37.0,40.0,44.0,35.0,35.0,46.0,101.0
8698,72.0,66.0,35.0,37.0,44.0,52.0,56.0,55.0,67.0,61.0,59.0
8699,66.0,35.0,37.0,44.0,52.0,56.0,55.0,67.0,61.0,59.0,56.0
8700,35.0,37.0,44.0,52.0,56.0,55.0,67.0,61.0,59.0,56.0,59.0
8701,37.0,44.0,52.0,56.0,55.0,67.0,61.0,59.0,56.0,59.0,56.0
8702,44.0,52.0,56.0,55.0,67.0,61.0,59.0,56.0,59.0,56.0,55.0
8703,52.0,56.0,55.0,67.0,61.0,59.0,56.0,59.0,56.0,55.0,52.0
8704,56.0,55.0,67.0,61.0,59.0,56.0,59.0,56.0,55.0,52.0,45.0
8705,55.0,67.0,61.0,59.0,56.0,59.0,56.0,55.0,52.0,45.0,46.0
8706,67.0,61.0,59.0,56.0,59.0,56.0,55.0,52.0,45.0,46.0,53.0
8707,61.0,59.0,56.0,59.0,56.0,55.0,52.0,45.0,46.0,53.0,45.0
8708,59.0,56.0,59.0,56.0,55.0,52.0,45.0,46.0,53.0,45.0,50.0
8709,56.0,59.0,56.0,55.0,52.0,45.0,46.0,53.0,45.0,50.0,46.0
8710,59.0,56.0,55.0,52.0,45.0,46.0,53.0,45.0,50.0,46.0,40.0
8711,56.0,55.0,52.0,45.0,46.0,53.0,45.0,50.0,46.0,40.0,34.0
8712,55.0,52.0,45.0,46.0,53.0,45.0,50.0,46.0,40.0,34.0,31.0
8713,52.0,45.0,46.0,53.0,45.0,50.0,46.0,40.0,34.0,31.0,26.0
8714,45.0,46.0,53.0,45.0,50.0,46.0,40.0,34.0,31.0,26.0,27.0
8715,46.0,53.0,45.0,50.0,46.0,40.0,34.0,31.0,26.0,27.0,27.0
8716,53.0,45.0,50.0,46.0,40.0,34.0,31.0,26.0,27.0,27.0,28.0
8717,45.0,50.0,46.0,40.0,34.0,31.0,26.0,27.0,27.0,28.0,24.0
8718,50.0,46.0,40.0,34.0,31.0,26.0,27.0,27.0,28.0,24.0,23.0
8719,46.0,40.0,34.0,31.0,26.0,27.0,27.0,28.0,24.0,23.0,23.0
8720,40.0,34.0,31.0,26.0,27.0,27.0,28.0,24.0,23.0,23.0,25.0
8721,34.0,31.0,26.0,27.0,27.0,28.0,24.0,23.0,23.0,25.0,30.0
8722,31.0,26.0,27.0,27.0,28.0,24.0,23.0,23.0,25.0,30.0,22.0
8723,26.0,27.0,27.0,28.0,24.0,23.0,23.0,25.0,30.0,22.0,33.0
8724,27.0,27.0,28.0,24.0,23.0,23.0,25.0,30.0,22.0,33.0,45.0
8725,27.0,28.0,24.0,23.0,23.0,25.0,30.0,22.0,33.0,45.0,44.0
8726,28.0,24.0,23.0,23.0,25.0,30.0,22.0,33.0,45.0,44.0,101.0
8727,96.0,95.0,91.0,89.0,87.0,77.0,72.0,70.0,72.0,64.0,61.0
8728,95.0,91.0,89.0,87.0,77.0,72.0,70.0,72.0,64.0,61.0,58.0
8729,91.0,89.0,87.0,77.0,72.0,70.0,72.0,64.0,61.0,58.0,54.0
8730,89.0,87.0,77.0,72.0,70.0,72.0,64.0,61.0,58.0,54.0,53.0
8731,87.0,77.0,72.0,70.0,72.0,64.0,61.0,58.0,54.0,53.0,51.0
8732,77.0,72.0,70.0,72.0,64.0,61.0,58.0,54.0,53.0,51.0,46.0
8733,72.0,70.0,72.0,64.0,61.0,58.0,54.0,53.0,51.0,46.0,51.0
8734,70.0,72.0,64.0,61.0,58.0,54.0,53.0,51.0,46.0,51.0,62.0
8735,72.0,64.0,61.0,58.0,54.0,53.0,51.0,46.0,51.0,62.0,69.0
8736,64.0,61.0,58.0,54.0,53.0,51.0,46.0,51.0,62.0,69.0,84.0
8737,61.0,58.0,54.0,53.0,51.0,46.0,51.0,62.0,69.0,84.0,101.0
8738,4.0,7.0,7.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0
8739,7.0,7.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0
8740,7.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0
8741,5.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0
8742,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0
8743,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
8744,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
8745,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
8746,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
8747,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0
8748,99.0,94.0,93.0,85.0,94.0,93.0,77.0,69.0,61.0,74.0,85.0
8749,94.0,93.0,85.0,94.0,93.0,77.0,69.0,61.0,74.0,85.0,101.0
8750,100.0,88.0,63.0,55.0,57.0,59.0,56.0,58.0,59.0,63.0,64.0
8751,88.0,63.0,55.0,57.0,59.0,56.0,58.0,59.0,63.0,64.0,69.0
8752,63.0,55.0,57.0,59.0,56.0,58.0,59.0,63.0,64.0,69.0,73.0
8753,55.0,57.0,59.0,56.0,58.0,59.0,63.0,64.0,69.0,73.0,73.0
8754,57.0,59.0,56.0,58.0,59.0,63.0,64.0,69.0,73.0,73.0,75.0
8755,59.0,56.0,58.0,59.0,63.0,64.0,69.0,73.0,73.0,75.0,79.0
8756,56.0,58.0,59.0,63.0,64.0,69.0,73.0,73.0,75.0,79.0,87.0
8757,58.0,59.0,63.0,64.0,69.0,73.0,73.0,75.0,79.0,87.0,90.0
8758,59.0,63.0,64.0,69.0,73.0,73.0,75.0,79.0,87.0,90.0,93.0
8759,63.0,64.0,69.0,73.0,73.0,75.0,79.0,87.0,90.0,93.0,93.0
8760,64.0,69.0,73.0,73.0,75.0,79.0,87.0,90.0,93.0,93.0,101.0
8761,89.0,75.0,67.0,62.0,55.0,50.0,53.0,48.0,42.0,38.0,32.0
8762,75.0,67.0,62.0,55.0,50.0,53.0,48.0,42.0,38.0,32.0,30.0
8763,67.0,62.0,55.0,50.0,53.0,48.0,42.0,38.0,32.0,30.0,29.0
8764,62.0,55.0,50.0,53.0,48.0,42.0,38.0,32.0,30.0,29.0,29.0
8765,55.0,50.0,53.0,48.0,42.0,38.0,32.0,30.0,29.0,29.0,39.0
8766,50.0,53.0,48.0,42.0,38.0,32.0,30.0,29.0,29.0,39.0,47.0
8767,53.0,48.0,42.0,38.0,32.0,30.0,29.0,29.0,39.0,47.0,59.0
8768,48.0,42.0,38.0,32.0,30.0,29.0,29.0,39.0,47.0,59.0,68.0
8769,42.0,38.0,32.0,30.0,29.0,29.0,39.0,47.0,59.0,68.0,73.0
8770,38.0,32.0,30.0,29.0,29.0,39.0,47.0,59.0,68.0,73.0,81.0
8771,32.0,30.0,29.0,29.0,39.0,47.0,59.0,68.0,73.0,81.0,101.0
8772,100.0,99.0,97.0,91.0,90.0,84.0,78.0,72.0,73.0,60.0,60.0
8773,99.0,97.0,91.0,90.0,84.0,78.0,72.0,73.0,60.0,60.0,59.0
8774,97.0,91.0,90.0,84.0,78.0,72.0,73.0,60.0,60.0,59.0,63.0
8775,91.0,90.0,84.0,78.0,72.0,73.0,60.0,60.0,59.0,63.0,63.0
8776,90.0,84.0,78.0,72.0,73.0,60.0,60.0,59.0,63.0,63.0,61.0
8777,84.0,78.0,72.0,73.0,60.0,60.0,59.0,63.0,63.0,61.0,57.0
8778,78.0,72.0,73.0,60.0,60.0,59.0,63.0,63.0,61.0,57.0,62.0
8779,72.0,73.0,60.0,60.0,59.0,63.0,63.0,61.0,57.0,62.0,70.0
8780,73.0,60.0,60.0,59.0,63.0,63.0,61.0,57.0,62.0,70.0,86.0
8781,60.0,60.0,59.0,63.0,63.0,61.0,57.0,62.0,70.0,86.0,101.0
8782,90.0,75.0,71.0,63.0,62.0,61.0,58.0,56.0,51.0,49.0,44.0
8783,75.0,71.0,63.0,62.0,61.0,58.0,56.0,51.0,49.0,44.0,40.0
8784,71.0,63.0,62.0,61.0,58.0,56.0,51.0,49.0,44.0,40.0,55.0
8785,63.0,62.0,61.0,58.0,56.0,51.0,49.0,44.0,40.0,55.0,70.0
8786,62.0,61.0,58.0,56.0,51.0,49.0,44.0,40.0,55.0,70.0,83.0
8787,61.0,58.0,56.0,51.0,49.0,44.0,40.0,55.0,70.0,83.0,89.0
8788,58.0,56.0,51.0,49.0,44.0,40.0,55.0,70.0,83.0,89.0,93.0
8789,56.0,51.0,49.0,44.0,40.0,55.0,70.0,83.0,89.0,93.0,101.0
8790,82.0,84.0,80.0,63.0,54.0,48.0,42.0,35.0,34.0,31.0,14.0
8791,84.0,80.0,63.0,54.0,48.0,42.0,35.0,34.0,31.0,14.0,12.0
8792,80.0,63.0,54.0,48.0,42.0,35.0,34.0,31.0,14.0,12.0,11.0
8793,63.0,54.0,48.0,42.0,35.0,34.0,31.0,14.0,12.0,11.0,9.0
8794,54.0,48.0,42.0,35.0,34.0,31.0,14.0,12.0,11.0,9.0,10.0
8795,48.0,42.0,35.0,34.0,31.0,14.0,12.0,11.0,9.0,10.0,11.0
8796,42.0,35.0,34.0,31.0,14.0,12.0,11.0,9.0,10.0,11.0,12.0
8797,35.0,34.0,31.0,14.0,12.0,11.0,9.0,10.0,11.0,12.0,18.0
8798,34.0,31.0,14.0,12.0,11.0,9.0,10.0,11.0,12.0,18.0,20.0
8799,31.0,14.0,12.0,11.0,9.0,10.0,11.0,12.0,18.0,20.0,20.0
8800,14.0,12.0,11.0,9.0,10.0,11.0,12.0,18.0,20.0,20.0,24.0
8801,12.0,11.0,9.0,10.0,11.0,12.0,18.0,20.0,20.0,24.0,21.0
8802,11.0,9.0,10.0,11.0,12.0,18.0,20.0,20.0,24.0,21.0,21.0
8803,9.0,10.0,11.0,12.0,18.0,20.0,20.0,24.0,21.0,21.0,23.0
8804,10.0,11.0,12.0,18.0,20.0,20.0,24.0,21.0,21.0,23.0,22.0
8805,11.0,12.0,18.0,20.0,20.0,24.0,21.0,21.0,23.0,22.0,22.0
8806,12.0,18.0,20.0,20.0,24.0,21.0,21.0,23.0,22.0,22.0,26.0
8807,18.0,20.0,20.0,24.0,21.0,21.0,23.0,22.0,22.0,26.0,31.0
8808,20.0,20.0,24.0,21.0,21.0,23.0,22.0,22.0,26.0,31.0,34.0
8809,20.0,24.0,21.0,21.0,23.0,22.0,22.0,26.0,31.0,34.0,33.0
8810,24.0,21.0,21.0,23.0,22.0,22.0,26.0,31.0,34.0,33.0,32.0
8811,21.0,21.0,23.0,22.0,22.0,26.0,31.0,34.0,33.0,32.0,34.0
8812,21.0,23.0,22.0,22.0,26.0,31.0,34.0,33.0,32.0,34.0,39.0
8813,23.0,22.0,22.0,26.0,31.0,34.0,33.0,32.0,34.0,39.0,45.0
8814,22.0,22.0,26.0,31.0,34.0,33.0,32.0,34.0,39.0,45.0,47.0
8815,22.0,26.0,31.0,34.0,33.0,32.0,34.0,39.0,45.0,47.0,46.0
8816,26.0,31.0,34.0,33.0,32.0,34.0,39.0,45.0,47.0,46.0,101.0
8817,95.0,97.0,93.0,81.0,71.0,73.0,69.0,59.0,55.0,54.0,54.0
8818,97.0,93.0,81.0,71.0,73.0,69.0,59.0,55.0,54.0,54.0,48.0
8819,93.0,81.0,71.0,73.0,69.0,59.0,55.0,54.0,54.0,48.0,42.0
8820,81.0,71.0,73.0,69.0,59.0,55.0,54.0,54.0,48.0,42.0,40.0
8821,71.0,73.0,69.0,59.0,55.0,54.0,54.0,48.0,42.0,40.0,44.0
8822,73.0,69.0,59.0,55.0,54.0,54.0,48.0,42.0,40.0,44.0,41.0
8823,69.0,59.0,55.0,54.0,54.0,48.0,42.0,40.0,44.0,41.0,41.0
8824,59.0,55.0,54.0,54.0,48.0,42.0,40.0,44.0,41.0,41.0,43.0
8825,55.0,54.0,54.0,48.0,42.0,40.0,44.0,41.0,41.0,43.0,57.0
8826,54.0,54.0,48.0,42.0,40.0,44.0,41.0,41.0,43.0,57.0,67.0
8827,54.0,48.0,42.0,40.0,44.0,41.0,41.0,43.0,57.0,67.0,101.0
8828,84.0,95.0,91.0,82.0,79.0,69.0,64.0,60.0,66.0,61.0,67.0
8829,95.0,91.0,82.0,79.0,69.0,64.0,60.0,66.0,61.0,67.0,63.0
8830,91.0,82.0,79.0,69.0,64.0,60.0,66.0,61.0,67.0,63.0,64.0
8831,82.0,79.0,69.0,64.0,60.0,66.0,61.0,67.0,63.0,64.0,68.0
8832,79.0,69.0,64.0,60.0,66.0,61.0,67.0,63.0,64.0,68.0,66.0
8833,69.0,64.0,60.0,66.0,61.0,67.0,63.0,64.0,68.0,66.0,67.0
8834,64.0,60.0,66.0,61.0,67.0,63.0,64.0,68.0,66.0,67.0,65.0
8835,60.0,66.0,61.0,67.0,63.0,64.0,68.0,66.0,67.0,65.0,63.0
8836,66.0,61.0,67.0,63.0,64.0,68.0,66.0,67.0,65.0,63.0,78.0
8837,61.0,67.0,63.0,64.0,68.0,66.0,67.0,65.0,63.0,78.0,68.0
8838,67.0,63.0,64.0,68.0,66.0,67.0,65.0,63.0,78.0,68.0,63.0
8839,63.0,64.0,68.0,66.0,67.0,65.0,63.0,78.0,68.0,63.0,65.0
8840,64.0,68.0,66.0,67.0,65.0,63.0,78.0,68.0,63.0,65.0,61.0
8841,68.0,66.0,67.0,65.0,63.0,78.0,68.0,63.0,65.0,61.0,56.0
8842,66.0,67.0,65.0,63.0,78.0,68.0,63.0,65.0,61.0,56.0,56.0
8843,67.0,65.0,63.0,78.0,68.0,63.0,65.0,61.0,56.0,56.0,101.0
8844,100.0,91.0,78.0,68.0,49.0,27.0,22.0,15.0,11.0,10.0,11.0
8845,91.0,78.0,68.0,49.0,27.0,22.0,15.0,11.0,10.0,11.0,12.0
8846,78.0,68.0,49.0,27.0,22.0,15.0,11.0,10.0,11.0,12.0,11.0
8847,68.0,49.0,27.0,22.0,15.0,11.0,10.0,11.0,12.0,11.0,18.0
8848,49.0,27.0,22.0,15.0,11.0,10.0,11.0,12.0,11.0,18.0,20.0
8849,27.0,22.0,15.0,11.0,10.0,11.0,12.0,11.0,18.0,20.0,23.0
8850,22.0,15.0,11.0,10.0,11.0,12.0,11.0,18.0,20.0,23.0,29.0
8851,15.0,11.0,10.0,11.0,12.0,11.0,18.0,20.0,23.0,29.0,39.0
8852,11.0,10.0,11.0,12.0,11.0,18.0,20.0,23.0,29.0,39.0,45.0
8853,10.0,11.0,12.0,11.0,18.0,20.0,23.0,29.0,39.0,45.0,101.0
8854,24.0,51.0,60.0,67.0,66.0,54.0,66.0,59.0,56.0,53.0,14.0
8855,51.0,60.0,67.0,66.0,54.0,66.0,59.0,56.0,53.0,14.0,61.0
8856,60.0,67.0,66.0,54.0,66.0,59.0,56.0,53.0,14.0,61.0,84.0
8857,67.0,66.0,54.0,66.0,59.0,56.0,53.0,14.0,61.0,84.0,97.0
8858,66.0,54.0,66.0,59.0,56.0,53.0,14.0,61.0,84.0,97.0,101.0
8859,92.0,88.0,80.0,76.0,73.0,66.0,65.0,70.0,63.0,67.0,60.0
8860,88.0,80.0,76.0,73.0,66.0,65.0,70.0,63.0,67.0,60.0,66.0
8861,80.0,76.0,73.0,66.0,65.0,70.0,63.0,67.0,60.0,66.0,65.0
8862,76.0,73.0,66.0,65.0,70.0,63.0,67.0,60.0,66.0,65.0,67.0
8863,73.0,66.0,65.0,70.0,63.0,67.0,60.0,66.0,65.0,67.0,71.0
8864,66.0,65.0,70.0,63.0,67.0,60.0,66.0,65.0,67.0,71.0,81.0
8865,65.0,70.0,63.0,67.0,60.0,66.0,65.0,67.0,71.0,81.0,80.0
8866,70.0,63.0,67.0,60.0,66.0,65.0,67.0,71.0,81.0,80.0,89.0
8867,63.0,67.0,60.0,66.0,65.0,67.0,71.0,81.0,80.0,89.0,93.0
8868,67.0,60.0,66.0,65.0,67.0,71.0,81.0,80.0,89.0,93.0,100.0
8869,60.0,66.0,65.0,67.0,71.0,81.0,80.0,89.0,93.0,100.0,101.0
8870,94.0,91.0,96.0,91.0,80.0,71.0,83.0,86.0,76.0,83.0,83.0
8871,91.0,96.0,91.0,80.0,71.0,83.0,86.0,76.0,83.0,83.0,83.0
8872,96.0,91.0,80.0,71.0,83.0,86.0,76.0,83.0,83.0,83.0,85.0
8873,91.0,80.0,71.0,83.0,86.0,76.0,83.0,83.0,83.0,85.0,94.0
8874,80.0,71.0,83.0,86.0,76.0,83.0,83.0,83.0,85.0,94.0,101.0
8875,97.0,9.0,25.0,35.0,39.0,72.0,39.0,28.0,27.0,24.0,24.0
8876,9.0,25.0,35.0,39.0,72.0,39.0,28.0,27.0,24.0,24.0,34.0
8877,25.0,35.0,39.0,72.0,39.0,28.0,27.0,24.0,24.0,34.0,31.0
8878,35.0,39.0,72.0,39.0,28.0,27.0,24.0,24.0,34.0,31.0,31.0
8879,39.0,72.0,39.0,28.0,27.0,24.0,24.0,34.0,31.0,31.0,31.0
8880,72.0,39.0,28.0,27.0,24.0,24.0,34.0,31.0,31.0,31.0,30.0
8881,39.0,28.0,27.0,24.0,24.0,34.0,31.0,31.0,31.0,30.0,33.0
8882,28.0,27.0,24.0,24.0,34.0,31.0,31.0,31.0,30.0,33.0,37.0
8883,27.0,24.0,24.0,34.0,31.0,31.0,31.0,30.0,33.0,37.0,47.0
8884,24.0,24.0,34.0,31.0,31.0,31.0,30.0,33.0,37.0,47.0,53.0
8885,24.0,34.0,31.0,31.0,31.0,30.0,33.0,37.0,47.0,53.0,101.0
8886,99.0,96.0,92.0,83.0,80.0,76.0,76.0,72.0,66.0,59.0,55.0
8887,96.0,92.0,83.0,80.0,76.0,76.0,72.0,66.0,59.0,55.0,52.0
8888,92.0,83.0,80.0,76.0,76.0,72.0,66.0,59.0,55.0,52.0,49.0
8889,83.0,80.0,76.0,76.0,72.0,66.0,59.0,55.0,52.0,49.0,43.0
8890,80.0,76.0,76.0,72.0,66.0,59.0,55.0,52.0,49.0,43.0,45.0
8891,76.0,76.0,72.0,66.0,59.0,55.0,52.0,49.0,43.0,45.0,51.0
8892,76.0,72.0,66.0,59.0,55.0,52.0,49.0,43.0,45.0,51.0,63.0
8893,72.0,66.0,59.0,55.0,52.0,49.0,43.0,45.0,51.0,63.0,75.0
8894,66.0,59.0,55.0,52.0,49.0,43.0,45.0,51.0,63.0,75.0,89.0
8895,59.0,55.0,52.0,49.0,43.0,45.0,51.0,63.0,75.0,89.0,95.0
8896,55.0,52.0,49.0,43.0,45.0,51.0,63.0,75.0,89.0,95.0,101.0
8897,89.0,82.0,74.0,67.0,60.0,51.0,38.0,39.0,41.0,38.0,35.0
8898,82.0,74.0,67.0,60.0,51.0,38.0,39.0,41.0,38.0,35.0,20.0
8899,74.0,67.0,60.0,51.0,38.0,39.0,41.0,38.0,35.0,20.0,28.0
8900,67.0,60.0,51.0,38.0,39.0,41.0,38.0,35.0,20.0,28.0,31.0
8901,60.0,51.0,38.0,39.0,41.0,38.0,35.0,20.0,28.0,31.0,26.0
8902,51.0,38.0,39.0,41.0,38.0,35.0,20.0,28.0,31.0,26.0,32.0
8903,38.0,39.0,41.0,38.0,35.0,20.0,28.0,31.0,26.0,32.0,42.0
8904,39.0,41.0,38.0,35.0,20.0,28.0,31.0,26.0,32.0,42.0,56.0
8905,41.0,38.0,35.0,20.0,28.0,31.0,26.0,32.0,42.0,56.0,58.0
8906,38.0,35.0,20.0,28.0,31.0,26.0,32.0,42.0,56.0,58.0,60.0
8907,35.0,20.0,28.0,31.0,26.0,32.0,42.0,56.0,58.0,60.0,101.0
