,artist,date,rank,song
48,GLEE CAST,2011-06-04,49 ,Jar Of Hearts
49,ENRIQUE IGLESIAS featuring LUDACRIS & DJ FRANK E,2011-06-04,50 ,Tonight (I'm Lovin' You)
50,LUKE BRYAN,2011-06-04,51 ,Country Girl (Shake It For Me)
51,CHRIS YOUNG,2011-06-04,52 ,Tomorrow
52,CHRIS BROWN,2011-06-04,53 ,She Ain't You
53,BIG SEAN featuring CHRIS BROWN,2011-06-04,54 ,My Last
54,MIRANDA LAMBERT,2011-06-04,55 ,Heart Like Mine
55,HOT CHELLE RAE,2011-06-04,56 ,Tonight Tonight
56,KEITH URBAN,2011-06-04,57 ,Without You
57,THE BAND PERRY,2011-06-04,58 ,You Lie
58,AVRIL LAVIGNE,2011-06-04,59 ,What The Hell
59,MARTIN SOLVEIG & DRAGONETTE,2011-06-04,60 ,Hello
60,RICK ROSS featuring LIL WAYNE or T.I.,2011-06-04,61 ,9 Piece
61,ACE HOOD,2011-06-04,62 ,Hustle Hard
62,ZAC BROWN BAND,2011-06-04,63 ,Colder Weather
63,T-PAIN featuring CHRIS BROWN,2011-06-04,64 ,Best Love Song
64,GLEE CAST,2011-06-04,65 ,Isn't She Lovely
65,JUSTIN MOORE,2011-06-04,66 ,If Heaven Wasn't So Far Away
66,ERIC CHURCH,2011-06-04,67 ,Homeboy
67,RONNIE DUNN,2011-06-04,68 ,Bleed Red
68,THE LONELY ISLAND featuring MICHAEL BOLTON,2011-06-04,69 ,Jack Sparrow
69,LIL WAYNE featuring RICK ROSS,2011-06-04,70 ,John
70,NICKI MINAJ,2011-06-04,71 ,Did It On'em
71,GLEE CAST,2011-06-04,72 ,I'm Not Gonna Teach Your Boyfriend How To Dance With You
72,ZAC BROWN BAND featuring JIMMY BUFFETT,2011-06-04,73 ,Knee Deep
73,GLEE CAST,2011-06-04,74 ,Dancing Queen
74,KENNY CHESNEY,2011-06-04,75 ,Live A Little
75,BEYONCE,2011-06-04,76 ,Run The World (Girls)
76,MAROON 5,2011-06-04,77 ,Never Gonna Leave This Bed
77,SEETHER,2011-06-04,78 ,Country Song
78,MUMFORD & SONS,2011-06-04,79 ,The Cave
79,EASTON CORBIN,2011-06-04,80 ,I Can't Love You Back
80,DIERKS BENTLEY,2011-06-04,81 ,Am I The Only One
81,JORDIN SPARKS,2011-06-04,82 ,I Am Woman
82,MARSHA AMBROSIUS,2011-06-04,83 ,Far Away
83,BAD MEETS EVIL,2011-06-04,84 ,Fast Lane
84,JAKE OWEN,2011-06-04,85 ,Barefoot Blue Jean Night
85,FOSTER THE PEOPLE,2011-06-04,86 ,Pumped Up Kicks
86,DON OMAR & LUCENZO,2011-06-04,87 ,Danza Kuduro
87,DARIUS RUCKER,2011-06-04,88 ,This
88,ELI YOUNG BAND,2011-06-04,89 ,Crazy Girl
89,MY CHEMICAL ROMANCE,2011-06-04,90 ,Sing
90,JENNIFER LOPEZ featuring LIL WAYNE,2011-06-04,91 ,I'm Into You
91,TOBY KEITH,2011-06-04,92 ,Somewhere Else
92,COLBIE CAILLAT,2011-06-04,93 ,I Do
93,BIG TIME RUSH,2011-06-04,94 ,Boyfriend
94,TRAVIS PORTER,2011-06-04,95 ,Bring It Back
95,ADELE,2011-06-04,96 ,Turning Tables
96,FOO FIGHTERS,2011-06-04,97 ,Rope
97,TAYLOR SWIFT,2011-06-04,98 ,The Story Of Us
98,KIRK FRANKLIN,2011-06-04,99 ,I Smile
99,WAKA FLOCKA FLAME featuring KEBO GOTTI,2011-06-04,100,Grove St. Party
0,ADELE,2011-06-11,1  ,Rolling In The Deep
1,KATY PERRY featuring KANYE WEST,2011-06-11,2  ,E.T.
2,"PITBULL featuring NE-YO, AFROJACK & NAYER",2011-06-11,3  ,Give Me Everything
3,THE BLACK EYED PEAS,2011-06-11,4  ,Just Can't Get Enough
4,JENNIFER LOPEZ featuring PITBULL,2011-06-11,5  ,On The Floor
5,BRUNO MARS,2011-06-11,6  ,The Lazy Song
6,BRITNEY SPEARS,2011-06-11,7  ,Till The World Ends
7,LMFAO featuring LAUREN BENNETT & GOONROCK,2011-06-11,8  ,Party Rock Anthem
8,LUPE FIASCO,2011-06-11,9  ,The Show Goes On
9,CHRIS BROWN featuring LIL WAYNE & BUSTA RHYMES,2011-06-11,10 ,Look At Me Now
10,JEREMIH featuring 50 CENT,2011-06-11,11 ,Down On Me
11,LADY GAGA,2011-06-11,12 ,Hair
12,WIZ KHALIFA,2011-06-11,13 ,Roll Up
13,RIHANNA,2011-06-11,14 ,S&M;
14,NICKI MINAJ,2011-06-11,15 ,Super Bass
15,TINIE TEMPAH featuring ERIC TURNER,2011-06-11,16 ,Written In The Stars
16,CEE LO GREEN,2011-06-11,17 ,Fuck You!
17,KE$HA,2011-06-11,18 ,Blow
18,LADY GAGA,2011-06-11,19 ,The Edge Of Glory
19,ENRIQUE IGLESIAS with USHER featuring LIL WAYNE,2011-06-11,20 ,Dirty Dancer
20,KELLY ROWLAND featuring LIL WAYNE,2011-06-11,21 ,Motivation
21,LADY ANTEBELLUM,2011-06-11,22 ,Just A Kiss
22,BLAKE SHELTON,2011-06-11,23 ,Honey Bee
23,LADY GAGA,2011-06-11,24 ,Born This Way
24,P!NK,2011-06-11,25 ,Fuckin' Perfect
25,THE SCRIPT,2011-06-11,26 ,For The First Time
26,KANYE WEST,2011-06-11,27 ,All Of The Lights
27,ONEREPUBLIC,2011-06-11,28 ,Good Life
28,JASON ALDEAN,2011-06-11,29 ,Dirt Road Anthem
29,NEW BOYZ featuring THE CATARACS & DEV,2011-06-11,30 ,Backseat
30,JESSIE J featuring B.O.B,2011-06-11,31 ,Price Tag
31,KATY PERRY,2011-06-11,32 ,Firework
32,RASCAL FLATTS,2011-06-11,33 ,I Won't Let Go
33,TAYLOR SWIFT,2011-06-11,34 ,Mean
34,SELENA GOMEZ & THE SCENE,2011-06-11,35 ,Who Says
35,MIGUEL,2011-06-11,36 ,Sure Thing
36,BRUNO MARS,2011-06-11,37 ,Just The Way You Are
37,BRAD PAISLEY featuring ALABAMA,2011-06-11,38 ,Old Alabama
38,BRUNO MARS,2011-06-11,39 ,Grenade
39,DR. DRE featuring EMINEM & SKYLAR GREY,2011-06-11,40 ,I Need A Doctor
40,LADY GAGA,2011-06-11,41 ,Judas
41,YC featuring FUTURE,2011-06-11,42 ,Racks
42,CHRIS BROWN,2011-06-11,43 ,She Ain't You
43,LUKE BRYAN,2011-06-11,44 ,Country Girl (Shake It For Me)
44,HOT CHELLE RAE,2011-06-11,45 ,Tonight Tonight
45,BIG SEAN featuring CHRIS BROWN,2011-06-11,46 ,My Last
46,NICKI MINAJ featuring DRAKE,2011-06-11,47 ,Moment 4 Life
47,CHRIS YOUNG,2011-06-11,48 ,Tomorrow
48,SARA EVANS,2011-06-11,49 ,A Little Bit Stronger
49,BEYONCE,2011-06-11,50 ,Run The World (Girls)
50,MIKE POSNER featuring LIL WAYNE,2011-06-11,51 ,Bow Chicka Wow Wow
51,MARTIN SOLVEIG & DRAGONETTE,2011-06-11,52 ,Hello
52,THE BAND PERRY,2011-06-11,53 ,You Lie
53,KEITH URBAN,2011-06-11,54 ,Without You
54,ZAC BROWN BAND featuring JIMMY BUFFETT,2011-06-11,55 ,Knee Deep
55,MIRANDA LAMBERT,2011-06-11,56 ,Heart Like Mine
56,YOUNG JEEZY featuring LIL WAYNE,2011-06-11,57 ,Ballin'
57,LIL WAYNE featuring RICK ROSS,2011-06-11,58 ,John
58,GLEE CAST,2011-06-11,59 ,Pure Imagination
59,ACE HOOD,2011-06-11,60 ,Hustle Hard
60,DAVID GUETTA featuring FLO RIDA & NICKI MINAJ,2011-06-11,61 ,Where Them Girls At
61,T-PAIN featuring CHRIS BROWN,2011-06-11,62 ,Best Love Song
62,JUSTIN MOORE,2011-06-11,63 ,If Heaven Wasn't So Far Away
63,AVRIL LAVIGNE,2011-06-11,64 ,What The Hell
64,RONNIE DUNN,2011-06-11,65 ,Bleed Red
65,ERIC CHURCH,2011-06-11,66 ,Homeboy
66,ZAC BROWN BAND,2011-06-11,67 ,Colder Weather
67,DIERKS BENTLEY,2011-06-11,68 ,Am I The Only One
68,MAROON 5,2011-06-11,69 ,Never Gonna Leave This Bed
69,STEVEN TYLER,2011-06-11,70 ,(It) Feels So Good
70,NICKI MINAJ,2011-06-11,71 ,Did It On'em
71,SEETHER,2011-06-11,72 ,Country Song
72,FOSTER THE PEOPLE,2011-06-11,73 ,Pumped Up Kicks
73,MARSHA AMBROSIUS,2011-06-11,74 ,Far Away
74,JAKE OWEN,2011-06-11,75 ,Barefoot Blue Jean Night
75,MUMFORD & SONS,2011-06-11,76 ,The Cave
76,NICOLE SCHERZINGER featuring 50 CENT,2011-06-11,77 ,Right There
77,"DJ KHALED featuring DRAKE, RICK ROSS & LIL WAYNE",2011-06-11,78 ,I'm On One
78,EASTON CORBIN,2011-06-11,79 ,I Can't Love You Back
79,RIHANNA,2011-06-11,80 ,California King Bed
80,ELI YOUNG BAND,2011-06-11,81 ,Crazy Girl
81,GLEE CAST,2011-06-11,82 ,Back To Black
82,KENNY CHESNEY,2011-06-11,83 ,Live A Little
83,TOBY KEITH,2011-06-11,84 ,Somewhere Else
84,KIRK FRANKLIN,2011-06-11,85 ,I Smile
85,RICK ROSS featuring LIL WAYNE or T.I.,2011-06-11,86 ,9 Piece
86,DON OMAR & LUCENZO,2011-06-11,87 ,Danza Kuduro
87,TAYLOR SWIFT,2011-06-11,88 ,The Story Of Us
88,MY CHEMICAL ROMANCE,2011-06-11,89 ,Sing
89,GLEE CAST featuring JONATHAN GROFF,2011-06-11,90 ,Rolling In The Deep
90,BIG TIME RUSH,2011-06-11,91 ,Boyfriend
91,JASON DERULO,2011-06-11,92 ,Don't Wanna Go Home
92,FOO FIGHTERS,2011-06-11,93 ,Rope
93,GLEE CAST,2011-06-11,94 ,My Man
94,ASHTON SHEPHERD,2011-06-11,95 ,Look It Up
95,TRAVIS PORTER,2011-06-11,96 ,Bring It Back
96,COLBIE CAILLAT,2011-06-11,97 ,I Do
97,THE LONELY ISLAND featuring MICHAEL BOLTON,2011-06-11,98 ,Jack Sparrow
98,TREY SONGZ,2011-06-11,99 ,Love Faces
99,GLEE CAST,2011-06-11,100,Friday
0,ADELE,2011-06-18,1  ,Rolling In The Deep
1,"PITBULL featuring NE-YO, AFROJACK & NAYER",2011-06-18,2  ,Give Me Everything
2,KATY PERRY featuring KANYE WEST,2011-06-18,3  ,E.T.
3,JENNIFER LOPEZ featuring PITBULL,2011-06-18,4  ,On The Floor
4,THE BLACK EYED PEAS,2011-06-18,5  ,Just Can't Get Enough
5,BRUNO MARS,2011-06-18,6  ,The Lazy Song
6,BRITNEY SPEARS,2011-06-18,7  ,Till The World Ends
7,LADY GAGA,2011-06-18,8  ,The Edge Of Glory
8,LMFAO featuring LAUREN BENNETT & GOONROCK,2011-06-18,9  ,Party Rock Anthem
9,"DJ KHALED featuring DRAKE, RICK ROSS & LIL WAYNE",2011-06-18,10 ,I'm On One
10,SCOTTY McCREERY,2011-06-18,11 ,I Love You This Beg
11,LUPE FIASCO,2011-06-18,12 ,The Show Goes On
12,CHRIS BROWN featuring LIL WAYNE & BUSTA RHYMES,2011-06-18,13 ,Look At Me Now
13,NICKI MINAJ,2011-06-18,14 ,Super Bass
14,WIZ KHALIFA,2011-06-18,15 ,Roll Up
15,RIHANNA,2011-06-18,16 ,S&M;
16,JEREMIH featuring 50 CENT,2011-06-18,17 ,Down On Me
17,JASON DERULO,2011-06-18,18 ,Don't Wanna Go Home
18,KE$HA,2011-06-18,19 ,Blow
19,LAUREN ALAINA,2011-06-18,20 ,Like My Mother Does
20,CEE LO GREEN,2011-06-18,21 ,Fuck You!
21,TINIE TEMPAH featuring ERIC TURNER,2011-06-18,22 ,Written In The Stars
22,ONEREPUBLIC,2011-06-18,23 ,Good Life
23,BLAKE SHELTON,2011-06-18,24 ,Honey Bee
24,KELLY ROWLAND featuring LIL WAYNE,2011-06-18,25 ,Motivation
25,LADY ANTEBELLUM,2011-06-18,26 ,Just A Kiss
26,JASON ALDEAN,2011-06-18,27 ,Dirt Road Anthem
27,P!NK,2011-06-18,28 ,Fuckin' Perfect
28,BEYONCE,2011-06-18,29 ,Run The World (Girls)
29,THE SCRIPT,2011-06-18,30 ,For The First Time
30,RASCAL FLATTS,2011-06-18,31 ,I Won't Let Go
31,KANYE WEST,2011-06-18,32 ,All Of The Lights
32,GLEE CAST,2011-06-18,33 ,Light Up The World
33,NEW BOYZ featuring THE CATARACS & DEV,2011-06-18,34 ,Backseat
34,SELENA GOMEZ & THE SCENE,2011-06-18,35 ,Who Says
35,LADY GAGA,2011-06-18,36 ,You And I
36,KATY PERRY,2011-06-18,37 ,Firework
37,JESSIE J featuring B.O.B,2011-06-18,38 ,Price Tag
38,TAYLOR SWIFT,2011-06-18,39 ,Mean
39,GLEE CAST,2011-06-18,40 ,Pretending
40,HOT CHELLE RAE,2011-06-18,41 ,Tonight Tonight
41,LADY GAGA,2011-06-18,42 ,Born This Way
42,BRAD PAISLEY featuring ALABAMA,2011-06-18,43 ,Old Alabama
43,MIGUEL,2011-06-18,44 ,Sure Thing
44,ZAC BROWN BAND featuring JIMMY BUFFETT,2011-06-18,45 ,Knee Deep
45,LUKE BRYAN,2011-06-18,46 ,Country Girl (Shake It For Me)
46,CHRIS BROWN,2011-06-18,47 ,She Ain't You
47,BRUNO MARS,2011-06-18,48 ,Just The Way You Are
48,YC featuring FUTURE,2011-06-18,49 ,Racks
49,BRUNO MARS,2011-06-18,50 ,Grenade
50,ENRIQUE IGLESIAS with USHER featuring LIL WAYNE,2011-06-18,51 ,Dirty Dancer
51,CHRIS YOUNG,2011-06-18,52 ,Tomorrow
52,BIG SEAN featuring CHRIS BROWN,2011-06-18,53 ,My Last
53,MARTIN SOLVEIG & DRAGONETTE,2011-06-18,54 ,Hello
54,THE BAND PERRY,2011-06-18,55 ,You Lie
55,KEITH URBAN,2011-06-18,56 ,Without You
56,BEYONCE,2011-06-18,57 ,1+1
57,GLEE CAST,2011-06-18,58 ,For Good
58,DR. DRE featuring EMINEM & SKYLAR GREY,2011-06-18,59 ,I Need A Doctor
59,MIRANDA LAMBERT,2011-06-18,60 ,Heart Like Mine
60,T-PAIN featuring CHRIS BROWN,2011-06-18,61 ,Best Love Song
61,JUSTIN MOORE,2011-06-18,62 ,If Heaven Wasn't So Far Away
62,ACE HOOD,2011-06-18,63 ,Hustle Hard
63,LIL WAYNE featuring RICK ROSS,2011-06-18,64 ,John
64,DAVID GUETTA featuring FLO RIDA & NICKI MINAJ,2011-06-18,65 ,Where Them Girls At
65,RIHANNA,2011-06-18,66 ,California King Bed
66,ERIC CHURCH,2011-06-18,67 ,Homeboy
67,RONNIE DUNN,2011-06-18,68 ,Bleed Red
68,LIL WAYNE,2011-06-18,69 ,How To Love
69,MIKE POSNER featuring LIL WAYNE,2011-06-18,70 ,Bow Chicka Wow Wow
70,DIERKS BENTLEY,2011-06-18,71 ,Am I The Only One
71,MAROON 5,2011-06-18,72 ,Never Gonna Leave This Bed
72,JAKE OWEN,2011-06-18,73 ,Barefoot Blue Jean Night
73,REEVE CARNEY featuring BONO & THE EDGE,2011-06-18,74 ,Rise Above 1
74,AVRIL LAVIGNE,2011-06-18,75 ,What The Hell
75,ZAC BROWN BAND,2011-06-18,76 ,Colder Weather
76,TAYLOR SWIFT,2011-06-18,77 ,The Story Of Us
77,FOSTER THE PEOPLE,2011-06-18,78 ,Pumped Up Kicks
78,LADY GAGA,2011-06-18,79 ,Marry The Night
79,MAC MILLER,2011-06-18,80 ,Donald Trump
80,GLEE CAST,2011-06-18,81 ,"I Love New York / New York, New York"
81,SEETHER,2011-06-18,82 ,Country Song
82,TOBY KEITH,2011-06-18,83 ,Somewhere Else
83,NICKI MINAJ,2011-06-18,84 ,Did It On'em
84,MARSHA AMBROSIUS,2011-06-18,85 ,Far Away
85,ELI YOUNG BAND,2011-06-18,86 ,Crazy Girl
86,MUMFORD & SONS,2011-06-18,87 ,The Cave
87,KIRK FRANKLIN,2011-06-18,88 ,I Smile
88,YOUNG JEEZY featuring LIL WAYNE,2011-06-18,89 ,Ballin'
89,KENNY CHESNEY,2011-06-18,90 ,Live A Little
90,STEVEN TYLER,2011-06-18,91 ,(It) Feels So Good
91,KENNY CHESNEY featuring GRACE POTTER,2011-06-18,92 ,You And Tequila
92,GLEE CAST,2011-06-18,93 ,As Long As You're There
93,RIHANNA,2011-06-18,94 ,Man Down
94,COLBIE CAILLAT,2011-06-18,95 ,I Do
95,DON OMAR & LUCENZO,2011-06-18,96 ,Danza Kuduro
96,NICOLE SCHERZINGER featuring 50 CENT,2011-06-18,97 ,Right There
97,LUPE FIASCO featuring TREY SONGZ,2011-06-18,98 ,Out Of My Head
98,MY CHEMICAL ROMANCE,2011-06-18,99 ,Sing
99,FOO FIGHTERS,2011-06-18,100,Rope
0,ADELE,2011-06-25,1  ,Rolling In The Deep
1,"PITBULL featuring NE-YO, AFROJACK & NAYER",2011-06-25,2  ,Give Me Everything
2,KATY PERRY featuring KANYE WEST,2011-06-25,3  ,E.T.
3,BRUNO MARS,2011-06-25,4  ,The Lazy Song
4,JENNIFER LOPEZ featuring PITBULL,2011-06-25,5  ,On The Floor
5,LMFAO featuring LAUREN BENNETT & GOONROCK,2011-06-25,6  ,Party Rock Anthem
6,LADY GAGA,2011-06-25,7  ,The Edge Of Glory
7,THE BLACK EYED PEAS,2011-06-25,8  ,Just Can't Get Enough
8,BRITNEY SPEARS,2011-06-25,9  ,Till The World Ends
9,LUPE FIASCO,2011-06-25,10 ,The Show Goes On
10,NICKI MINAJ,2011-06-25,11 ,Super Bass
11,LIL WAYNE,2011-06-25,12 ,How To Love
12,CHRIS BROWN featuring LIL WAYNE & BUSTA RHYMES,2011-06-25,13 ,Look At Me Now
13,"DJ KHALED featuring DRAKE, RICK ROSS & LIL WAYNE",2011-06-25,14 ,I'm On One
14,WIZ KHALIFA,2011-06-25,15 ,Roll Up
15,ONEREPUBLIC,2011-06-25,16 ,Good Life
16,JASON DERULO,2011-06-25,17 ,Don't Wanna Go Home
17,JEREMIH featuring 50 CENT,2011-06-25,18 ,Down On Me
18,BLAKE SHELTON,2011-06-25,19 ,Honey Bee
19,KE$HA,2011-06-25,20 ,Blow
20,RIHANNA,2011-06-25,21 ,S&M;
21,CEE LO GREEN,2011-06-25,22 ,Fuck You!
22,JASON ALDEAN,2011-06-25,23 ,Dirt Road Anthem
23,TINIE TEMPAH featuring ERIC TURNER,2011-06-25,24 ,Written In The Stars
24,KELLY ROWLAND featuring LIL WAYNE,2011-06-25,25 ,Motivation
25,LADY ANTEBELLUM,2011-06-25,26 ,Just A Kiss
26,HOT CHELLE RAE,2011-06-25,27 ,Tonight Tonight
27,P!NK,2011-06-25,28 ,Fuckin' Perfect
28,COLDPLAY,2011-06-25,29 ,Every Teardrop Is A Waterfall
29,THE SCRIPT,2011-06-25,30 ,For The First Time
30,SELENA GOMEZ & THE SCENE,2011-06-25,31 ,Who Says
31,KANYE WEST,2011-06-25,32 ,All Of The Lights
32,TAYLOR SWIFT,2011-06-25,33 ,Mean
33,JESSIE J featuring B.O.B,2011-06-25,34 ,Price Tag
34,SCOTTY McCREERY,2011-06-25,35 ,I Love You This Beg
35,KATY PERRY,2011-06-25,36 ,Firework
36,LADY GAGA,2011-06-25,37 ,Born This Way
37,ZAC BROWN BAND featuring JIMMY BUFFETT,2011-06-25,38 ,Knee Deep
38,MIGUEL,2011-06-25,39 ,Sure Thing
39,CHRIS BROWN,2011-06-25,40 ,She Ain't You
40,LUKE BRYAN,2011-06-25,41 ,Country Girl (Shake It For Me)
41,NEW BOYZ featuring THE CATARACS & DEV,2011-06-25,42 ,Backseat
42,BIG SEAN featuring CHRIS BROWN,2011-06-25,43 ,My Last
43,BRUNO MARS,2011-06-25,44 ,Just The Way You Are
44,ENRIQUE IGLESIAS with USHER featuring LIL WAYNE,2011-06-25,45 ,Dirty Dancer
45,MARTIN SOLVEIG & DRAGONETTE,2011-06-25,46 ,Hello
46,CHRIS YOUNG,2011-06-25,47 ,Tomorrow
47,RASCAL FLATTS,2011-06-25,48 ,I Won't Let Go
48,BRAD PAISLEY featuring ALABAMA,2011-06-25,49 ,Old Alabama
49,BRUNO MARS,2011-06-25,50 ,Grenade
50,THE BAND PERRY,2011-06-25,51 ,You Lie
51,KEITH URBAN,2011-06-25,52 ,Without You
52,YC featuring FUTURE,2011-06-25,53 ,Racks
53,T-PAIN featuring CHRIS BROWN,2011-06-25,54 ,Best Love Song
54,BEYONCE,2011-06-25,55 ,Run The World (Girls)
55,JUSTIN MOORE,2011-06-25,56 ,If Heaven Wasn't So Far Away
56,DR. DRE featuring EMINEM & SKYLAR GREY,2011-06-25,57 ,I Need A Doctor
57,MIRANDA LAMBERT,2011-06-25,58 ,Heart Like Mine
58,PITBULL featuring CHRIS BROWN,2011-06-25,59 ,International Love
59,LAUREN ALAINA,2011-06-25,60 ,Like My Mother Does
60,DAVID GUETTA featuring FLO RIDA & NICKI MINAJ,2011-06-25,61 ,Where Them Girls At
61,JAKE OWEN,2011-06-25,62 ,Barefoot Blue Jean Night
62,KATY PERRY,2011-06-25,63 ,Last Friday Night (T.G.I.F.)
63,ERIC CHURCH,2011-06-25,64 ,Homeboy
64,RIHANNA,2011-06-25,65 ,California King Bed
65,LIL WAYNE featuring RICK ROSS,2011-06-25,66 ,John
66,DIERKS BENTLEY,2011-06-25,67 ,Am I The Only One
67,RIHANNA,2011-06-25,68 ,Man Down
68,RONNIE DUNN,2011-06-25,69 ,Bleed Red
69,MAROON 5,2011-06-25,70 ,Never Gonna Leave This Bed
70,KENNY CHESNEY featuring GRACE POTTER,2011-06-25,71 ,You And Tequila
71,TAYLOR SWIFT,2011-06-25,72 ,The Story Of Us
72,ACE HOOD,2011-06-25,73 ,Hustle Hard
73,FOSTER THE PEOPLE,2011-06-25,74 ,Pumped Up Kicks
74,MARSHA AMBROSIUS,2011-06-25,75 ,Far Away
75,ELI YOUNG BAND,2011-06-25,76 ,Crazy Girl
76,ZAC BROWN BAND,2011-06-25,77 ,Colder Weather
77,LADY GAGA,2011-06-25,78 ,Judas
78,MAC MILLER,2011-06-25,79 ,Donald Trump
79,TOBY KEITH,2011-06-25,80 ,Somewhere Else
80,SEETHER,2011-06-25,81 ,Country Song
81,MIKE POSNER featuring LIL WAYNE,2011-06-25,82 ,Bow Chicka Wow Wow
82,MUMFORD & SONS,2011-06-25,83 ,The Cave
83,BEYONCE,2011-06-25,84 ,Best Thing I Never Had
84,NICKI MINAJ,2011-06-25,85 ,Did It On'em
85,LINKIN PARK,2011-06-25,86 ,Iridescent
86,LUPE FIASCO featuring TREY SONGZ,2011-06-25,87 ,Out Of My Head
87,KIRK FRANKLIN,2011-06-25,88 ,I Smile
88,BEYONCE,2011-06-25,89 ,1+1
89,TREY SONGZ featuring DRAKE,2011-06-25,90 ,Unusual
90,NICOLE SCHERZINGER featuring 50 CENT,2011-06-25,91 ,Right There
91,RODNEY ATKINS,2011-06-25,92 ,Take A Back Road
92,VICTORIOUS CAST featuring VICTORIA JUSTICE,2011-06-25,93 ,Best Friend's Brother
93,ANDY GRAMMER,2011-06-25,94 ,Keep Your Head Up
94,DON OMAR & LUCENZO,2011-06-25,95 ,Danza Kuduro
95,JENNIFER LOPEZ featuring LIL WAYNE,2011-06-25,96 ,I'm Into You
96,REJ3CTZ,2011-06-25,97 ,Cat Daddy
97,TRACE ADKINS,2011-06-25,98 ,Just Fishin'
98,MY CHEMICAL ROMANCE,2011-06-25,99 ,Sing
99,STEVEN TYLER,2011-06-25,100,(It) Feels So Good
0,ADELE,2011-07-02,1  ,Rolling In The Deep
1,"PITBULL featuring NE-YO, AFROJACK & NAYER",2011-07-02,2  ,Give Me Everything
2,LMFAO featuring LAUREN BENNETT & GOONROCK,2011-07-02,3  ,Party Rock Anthem
3,KATY PERRY featuring KANYE WEST,2011-07-02,4  ,E.T.
4,BRUNO MARS,2011-07-02,5  ,The Lazy Song
5,LADY GAGA,2011-07-02,6  ,The Edge Of Glory
6,JENNIFER LOPEZ featuring PITBULL,2011-07-02,7  ,On The Floor
7,THE BLACK EYED PEAS,2011-07-02,8  ,Just Can't Get Enough
8,JASON ALDEAN,2011-07-02,9  ,Dirt Road Anthem
9,NICKI MINAJ,2011-07-02,10 ,Super Bass
10,LUPE FIASCO,2011-07-02,11 ,The Show Goes On
11,BRITNEY SPEARS,2011-07-02,12 ,Till The World Ends
12,LIL WAYNE,2011-07-02,13 ,How To Love
13,COLDPLAY,2011-07-02,14 ,Every Teardrop Is A Waterfall
14,CHRIS BROWN featuring LIL WAYNE & BUSTA RHYMES,2011-07-02,15 ,Look At Me Now
15,WIZ KHALIFA,2011-07-02,16 ,Roll Up
16,"DJ KHALED featuring DRAKE, RICK ROSS & LIL WAYNE",2011-07-02,17 ,I'm On One
17,JASON DERULO,2011-07-02,18 ,Don't Wanna Go Home
18,KE$HA,2011-07-02,19 ,Blow
19,ONEREPUBLIC,2011-07-02,20 ,Good Life
20,BLAKE SHELTON,2011-07-02,21 ,Honey Bee
21,HOT CHELLE RAE,2011-07-02,22 ,Tonight Tonight
22,KELLY ROWLAND featuring LIL WAYNE,2011-07-02,23 ,Motivation
23,LADY ANTEBELLUM,2011-07-02,24 ,Just A Kiss
24,JEREMIH featuring 50 CENT,2011-07-02,25 ,Down On Me
25,CEE LO GREEN,2011-07-02,26 ,Fuck You!
26,SELENA GOMEZ & THE SCENE,2011-07-02,27 ,Who Says
27,LUKE BRYAN,2011-07-02,28 ,Country Girl (Shake It For Me)
28,ZAC BROWN BAND featuring JIMMY BUFFETT,2011-07-02,29 ,Knee Deep
29,RIHANNA,2011-07-02,30 ,S&M;
30,KATY PERRY,2011-07-02,31 ,Last Friday Night (T.G.I.F.)
31,TINIE TEMPAH featuring ERIC TURNER,2011-07-02,32 ,Written In The Stars
32,P!NK,2011-07-02,33 ,Fuckin' Perfect
33,JESSIE J featuring B.O.B,2011-07-02,34 ,Price Tag
34,THE SCRIPT,2011-07-02,35 ,For The First Time
35,PARAMORE,2011-07-02,36 ,Monster
36,TAYLOR SWIFT,2011-07-02,37 ,Mean
37,KANYE WEST,2011-07-02,38 ,All Of The Lights
38,CHRIS BROWN,2011-07-02,39 ,She Ain't You
39,KATY PERRY,2011-07-02,40 ,Firework
40,MIGUEL,2011-07-02,41 ,Sure Thing
41,THE BAND PERRY,2011-07-02,42 ,You Lie
42,BIG SEAN featuring CHRIS BROWN,2011-07-02,43 ,My Last
43,BRUNO MARS,2011-07-02,44 ,Just The Way You Are
44,CHRIS YOUNG,2011-07-02,45 ,Tomorrow
45,THE BAND PERRY,2011-07-02,46 ,If I Die Young
46,ENRIQUE IGLESIAS with USHER featuring LIL WAYNE,2011-07-02,47 ,Dirty Dancer
47,MARTIN SOLVEIG & DRAGONETTE,2011-07-02,48 ,Hello
48,LADY GAGA,2011-07-02,49 ,Born This Way
49,NEW BOYZ featuring THE CATARACS & DEV,2011-07-02,50 ,Backseat
50,JAKE OWEN,2011-07-02,51 ,Barefoot Blue Jean Night
51,T-PAIN featuring CHRIS BROWN,2011-07-02,52 ,Best Love Song
52,BRAD PAISLEY featuring ALABAMA,2011-07-02,53 ,Old Alabama
53,KEITH URBAN,2011-07-02,54 ,Without You
54,JUSTIN MOORE,2011-07-02,55 ,If Heaven Wasn't So Far Away
55,RASCAL FLATTS,2011-07-02,56 ,I Won't Let Go
56,KENNY CHESNEY featuring GRACE POTTER,2011-07-02,57 ,You And Tequila
57,DAVID GUETTA featuring FLO RIDA & NICKI MINAJ,2011-07-02,58 ,Where Them Girls At
58,BRAD PAISLEY duet with CARRIE UNDERWOOD,2011-07-02,59 ,Remind Me
