,artist,date,rank,song
59,RIHANNA,2011-07-02,60 ,California King Bed
60,YC featuring FUTURE,2011-07-02,61 ,Racks
61,ERIC CHURCH,2011-07-02,62 ,Homeboy
62,RIHANNA,2011-07-02,63 ,Man Down
63,BEYONCE,2011-07-02,64 ,Run The World (Girls)
64,MAROON 5,2011-07-02,65 ,Never Gonna Leave This Bed
65,TAYLOR SWIFT,2011-07-02,66 ,The Story Of Us
66,DIERKS BENTLEY,2011-07-02,67 ,Am I The Only One
67,SCOTTY McCREERY,2011-07-02,68 ,I Love You This Beg
68,ELI YOUNG BAND,2011-07-02,69 ,Crazy Girl
69,LUPE FIASCO featuring TREY SONGZ,2011-07-02,70 ,Out Of My Head
70,DR. DRE featuring EMINEM & SKYLAR GREY,2011-07-02,71 ,I Need A Doctor
71,FOSTER THE PEOPLE,2011-07-02,72 ,Pumped Up Kicks
72,PITBULL,2011-07-02,73 ,Pause
73,RONNIE DUNN,2011-07-02,74 ,Bleed Red
74,BEYONCE,2011-07-02,75 ,Best Thing I Never Had
75,LIL WAYNE featuring RICK ROSS,2011-07-02,76 ,John
76,MIRANDA LAMBERT,2011-07-02,77 ,Heart Like Mine
77,DIA FRAMPTON,2011-07-02,78 ,Heartless
78,ACE HOOD,2011-07-02,79 ,Hustle Hard
79,NICOLE SCHERZINGER featuring 50 CENT,2011-07-02,80 ,Right There
80,SEETHER,2011-07-02,81 ,Country Song
81,MARSHA AMBROSIUS,2011-07-02,82 ,Far Away
82,RODNEY ATKINS,2011-07-02,83 ,Take A Back Road
83,MUMFORD & SONS,2011-07-02,84 ,The Cave
84,ANDY GRAMMER,2011-07-02,85 ,Keep Your Head Up
85,VICTORIOUS CAST featuring VICTORIA JUSTICE,2011-07-02,86 ,Best Friend's Brother
86,TREY SONGZ featuring DRAKE,2011-07-02,87 ,Unusual
87,JENNIFER LOPEZ featuring LIL WAYNE,2011-07-02,88 ,I'm Into You
88,TRACE ADKINS,2011-07-02,89 ,Just Fishin'
89,KIRK FRANKLIN,2011-07-02,90 ,I Smile
90,TOBY KEITH,2011-07-02,91 ,Somewhere Else
91,LADY GAGA,2011-07-02,92 ,Judas
92,MIKE POSNER featuring LIL WAYNE,2011-07-02,93 ,Bow Chicka Wow Wow
93,SELENA GOMEZ & THE SCENE,2011-07-02,94 ,Bang Bang Bang
94,TOBY KEITH,2011-07-02,95 ,Made In America
95,GAVIN DeGRAW,2011-07-02,96 ,Not Over You
96,ROMEO SANTOS,2011-07-02,97 ,You
97,NICKI MINAJ,2011-07-02,98 ,Did It On'em
98,MAC MILLER,2011-07-02,99 ,Donald Trump
99,MARTINA McBRIDE,2011-07-02,100,Teenage Daughters
0,ADELE,2011-07-09,1  ,Rolling In The Deep
1,"PITBULL featuring NE-YO, AFROJACK & NAYER",2011-07-09,2  ,Give Me Everything
2,LMFAO featuring LAUREN BENNETT & GOONROCK,2011-07-09,3  ,Party Rock Anthem
3,KATY PERRY,2011-07-09,4  ,Last Friday Night (T.G.I.F.)
4,KATY PERRY featuring KANYE WEST,2011-07-09,5  ,E.T.
5,LADY GAGA,2011-07-09,6  ,The Edge Of Glory
6,JASON ALDEAN,2011-07-09,7  ,Dirt Road Anthem
7,NICKI MINAJ,2011-07-09,8  ,Super Bass
8,BRUNO MARS,2011-07-09,9  ,The Lazy Song
9,LUPE FIASCO,2011-07-09,10 ,The Show Goes On
10,THE BLACK EYED PEAS,2011-07-09,11 ,Just Can't Get Enough
11,JENNIFER LOPEZ featuring PITBULL,2011-07-09,12 ,On The Floor
12,LIL WAYNE,2011-07-09,13 ,How To Love
13,JASON DERULO,2011-07-09,14 ,Don't Wanna Go Home
14,BRITNEY SPEARS,2011-07-09,15 ,Till The World Ends
15,BAD MEETS EVIL featuring BRUNO MARS,2011-07-09,16 ,Lighters
16,ONEREPUBLIC,2011-07-09,17 ,Good Life
17,CHRIS BROWN featuring LIL WAYNE & BUSTA RHYMES,2011-07-09,18 ,Look At Me Now
18,"DJ KHALED featuring DRAKE, RICK ROSS & LIL WAYNE",2011-07-09,19 ,I'm On One
19,HOT CHELLE RAE,2011-07-09,20 ,Tonight Tonight
20,BLAKE SHELTON,2011-07-09,21 ,Honey Bee
21,SELENA GOMEZ & THE SCENE,2011-07-09,22 ,Who Says
22,WIZ KHALIFA,2011-07-09,23 ,Roll Up
23,KELLY ROWLAND featuring LIL WAYNE,2011-07-09,24 ,Motivation
24,KE$HA,2011-07-09,25 ,Blow
25,LADY ANTEBELLUM,2011-07-09,26 ,Just A Kiss
26,ZAC BROWN BAND featuring JIMMY BUFFETT,2011-07-09,27 ,Knee Deep
27,LUKE BRYAN,2011-07-09,28 ,Country Girl (Shake It For Me)
28,CEE LO GREEN,2011-07-09,29 ,Fuck You!
29,JEREMIH featuring 50 CENT,2011-07-09,30 ,Down On Me
30,TAYLOR SWIFT,2011-07-09,31 ,Mean
31,BRAD PAISLEY duet with CARRIE UNDERWOOD,2011-07-09,32 ,Remind Me
32,CHRIS BROWN,2011-07-09,33 ,She Ain't You
33,BIG SEAN featuring CHRIS BROWN,2011-07-09,34 ,My Last
34,RIHANNA,2011-07-09,35 ,S&M;
35,THE BAND PERRY,2011-07-09,36 ,If I Die Young
36,P!NK,2011-07-09,37 ,Fuckin' Perfect
37,THE SCRIPT,2011-07-09,38 ,For The First Time
38,TINIE TEMPAH featuring ERIC TURNER,2011-07-09,39 ,Written In The Stars
39,KATY PERRY,2011-07-09,40 ,Firework
40,ENRIQUE IGLESIAS with USHER featuring LIL WAYNE,2011-07-09,41 ,Dirty Dancer
41,THE BAND PERRY,2011-07-09,42 ,You Lie
42,JESSIE J featuring B.O.B,2011-07-09,43 ,Price Tag
43,MIGUEL,2011-07-09,44 ,Sure Thing
44,CHRIS YOUNG,2011-07-09,45 ,Tomorrow
45,MARTIN SOLVEIG & DRAGONETTE,2011-07-09,46 ,Hello
46,KANYE WEST,2011-07-09,47 ,All Of The Lights
47,BRUNO MARS,2011-07-09,48 ,Just The Way You Are
48,JAKE OWEN,2011-07-09,49 ,Barefoot Blue Jean Night
49,KENNY CHESNEY featuring GRACE POTTER,2011-07-09,50 ,You And Tequila
50,T-PAIN featuring CHRIS BROWN,2011-07-09,51 ,Best Love Song
51,COLDPLAY,2011-07-09,52 ,Every Teardrop Is A Waterfall
52,RIHANNA,2011-07-09,53 ,California King Bed
53,DAVID GUETTA featuring FLO RIDA & NICKI MINAJ,2011-07-09,54 ,Where Them Girls At
54,JUSTIN MOORE,2011-07-09,55 ,If Heaven Wasn't So Far Away
55,LADY GAGA,2011-07-09,56 ,Born This Way
56,DIA FRAMPTON,2011-07-09,57 ,Heartless
57,BRAD PAISLEY featuring ALABAMA,2011-07-09,58 ,Old Alabama
58,ERIC CHURCH,2011-07-09,59 ,Homeboy
59,NEW BOYZ featuring THE CATARACS & DEV,2011-07-09,60 ,Backseat
60,RIHANNA,2011-07-09,61 ,Man Down
61,MAROON 5,2011-07-09,62 ,Never Gonna Leave This Bed
62,KEITH URBAN,2011-07-09,63 ,Without You
63,JAVIER COLON,2011-07-09,64 ,Angel
64,ELI YOUNG BAND,2011-07-09,65 ,Crazy Girl
65,SHANIA TWAIN,2011-07-09,66 ,Today Is Your Day
66,TAYLOR SWIFT,2011-07-09,67 ,The Story Of Us
67,DIERKS BENTLEY,2011-07-09,68 ,Am I The Only One
68,YC featuring FUTURE,2011-07-09,69 ,Racks
69,FOSTER THE PEOPLE,2011-07-09,70 ,Pumped Up Kicks
70,BEYONCE,2011-07-09,71 ,Best Thing I Never Had
71,SCOTTY McCREERY,2011-07-09,72 ,I Love You This Beg
72,NICOLE SCHERZINGER featuring 50 CENT,2011-07-09,73 ,Right There
73,LUPE FIASCO featuring TREY SONGZ,2011-07-09,74 ,Out Of My Head
74,PITBULL featuring MARC ANTHONY,2011-07-09,75 ,Rain Over Me
75,VICCI MARTINEZ,2011-07-09,76 ,Jolene
76,RODNEY ATKINS,2011-07-09,77 ,Take A Back Road
77,BEYONCE,2011-07-09,78 ,Run The World (Girls)
78,LIL WAYNE featuring RICK ROSS,2011-07-09,79 ,John
79,DR. DRE featuring EMINEM & SKYLAR GREY,2011-07-09,80 ,I Need A Doctor
80,ANDY GRAMMER,2011-07-09,81 ,Keep Your Head Up
81,TREY SONGZ featuring DRAKE,2011-07-09,82 ,Unusual
82,TRACE ADKINS,2011-07-09,83 ,Just Fishin'
83,MARSHA AMBROSIUS,2011-07-09,84 ,Far Away
84,GYM CLASS HEROES featuring ADAM LEVINE,2011-07-09,85 ,Stereo Hearts
85,ACE HOOD,2011-07-09,86 ,Hustle Hard
86,SEETHER,2011-07-09,87 ,Country Song
87,MIRANDA LAMBERT,2011-07-09,88 ,Heart Like Mine
88,BRITNEY SPEARS,2011-07-09,89 ,I Wanna Go
89,CASEY WESTON,2011-07-09,90 ,Black Horse And The Cherry Tree
90,MUMFORD & SONS,2011-07-09,91 ,The Cave
91,JOE JONAS,2011-07-09,92 ,See No More
92,JENNIFER LOPEZ featuring LIL WAYNE,2011-07-09,93 ,I'm Into You
93,VICTORIOUS CAST featuring VICTORIA JUSTICE,2011-07-09,94 ,Best Friend's Brother
94,KIRK FRANKLIN,2011-07-09,95 ,I Smile
95,AFROJACK featuring EVA SIMONS,2011-07-09,96 ,Take Over Control
96,TOBY KEITH,2011-07-09,97 ,Made In America
97,BILLY CURRINGTON,2011-07-09,98 ,Love Done Gone
98,XENIA,2011-07-09,99 ,Price Tag
99,PARAMORE,2011-07-09,100,Monster
0,"PITBULL featuring NE-YO, AFROJACK & NAYER",2011-07-16,1  ,Give Me Everything
1,ADELE,2011-07-16,2  ,Rolling In The Deep
2,LMFAO featuring LAUREN BENNETT & GOONROCK,2011-07-16,3  ,Party Rock Anthem
3,KATY PERRY,2011-07-16,4  ,Last Friday Night (T.G.I.F.)
4,NICKI MINAJ,2011-07-16,5  ,Super Bass
5,LADY GAGA,2011-07-16,6  ,The Edge Of Glory
6,KATY PERRY featuring KANYE WEST,2011-07-16,7  ,E.T.
7,MAROON 5 featuring CHRISTINA AGUILERA,2011-07-16,8  ,Moves Like Jagger
8,BRUNO MARS,2011-07-16,9  ,The Lazy Song
9,LIL WAYNE,2011-07-16,10 ,How To Love
10,JASON ALDEAN,2011-07-16,11 ,Dirt Road Anthem
11,LUPE FIASCO,2011-07-16,12 ,The Show Goes On
12,HOT CHELLE RAE,2011-07-16,13 ,Tonight Tonight
13,THE BLACK EYED PEAS,2011-07-16,14 ,Just Can't Get Enough
14,BLAKE SHELTON,2011-07-16,15 ,Honey Bee
15,JENNIFER LOPEZ featuring PITBULL,2011-07-16,16 ,On The Floor
16,JASON DERULO,2011-07-16,17 ,Don't Wanna Go Home
17,ONEREPUBLIC,2011-07-16,18 ,Good Life
18,BRITNEY SPEARS,2011-07-16,19 ,Till The World Ends
19,"DJ KHALED featuring DRAKE, RICK ROSS & LIL WAYNE",2011-07-16,20 ,I'm On One
20,SELENA GOMEZ & THE SCENE,2011-07-16,21 ,Who Says
21,CHRIS BROWN featuring LIL WAYNE & BUSTA RHYMES,2011-07-16,22 ,Look At Me Now
22,KELLY ROWLAND featuring LIL WAYNE,2011-07-16,23 ,Motivation
23,ZAC BROWN BAND featuring JIMMY BUFFETT,2011-07-16,24 ,Knee Deep
24,WIZ KHALIFA,2011-07-16,25 ,Roll Up
25,LADY ANTEBELLUM,2011-07-16,26 ,Just A Kiss
26,KE$HA,2011-07-16,27 ,Blow
27,BRAD PAISLEY duet with CARRIE UNDERWOOD,2011-07-16,28 ,Remind Me
28,BRITNEY SPEARS,2011-07-16,29 ,I Wanna Go
29,CHRIS BROWN,2011-07-16,30 ,She Ain't You
30,LUKE BRYAN,2011-07-16,31 ,Country Girl (Shake It For Me)
31,ENRIQUE IGLESIAS with USHER featuring LIL WAYNE,2011-07-16,32 ,Dirty Dancer
32,THE BAND PERRY,2011-07-16,33 ,If I Die Young
33,TAYLOR SWIFT,2011-07-16,34 ,Mean
34,CEE LO GREEN,2011-07-16,35 ,Fuck You!
35,BAD MEETS EVIL featuring BRUNO MARS,2011-07-16,36 ,Lighters
36,BIG SEAN featuring CHRIS BROWN,2011-07-16,37 ,My Last
37,DAVID GUETTA featuring FLO RIDA & NICKI MINAJ,2011-07-16,38 ,Where Them Girls At
38,JEREMIH featuring 50 CENT,2011-07-16,39 ,Down On Me
39,THE SCRIPT,2011-07-16,40 ,For The First Time
40,RIHANNA,2011-07-16,41 ,S&M;
41,THE BAND PERRY,2011-07-16,42 ,You Lie
42,MIGUEL,2011-07-16,43 ,Sure Thing
43,P!NK,2011-07-16,44 ,Fuckin' Perfect
44,KATY PERRY,2011-07-16,45 ,Firework
45,CHRIS YOUNG,2011-07-16,46 ,Tomorrow
46,KENNY CHESNEY featuring GRACE POTTER,2011-07-16,47 ,You And Tequila
47,TINIE TEMPAH featuring ERIC TURNER,2011-07-16,48 ,Written In The Stars
48,JAKE OWEN,2011-07-16,49 ,Barefoot Blue Jean Night
49,MARTIN SOLVEIG & DRAGONETTE,2011-07-16,50 ,Hello
50,T-PAIN featuring CHRIS BROWN,2011-07-16,51 ,Best Love Song
51,JAVIER COLON,2011-07-16,52 ,Fix You
52,RIHANNA,2011-07-16,53 ,California King Bed
53,DIA FRAMPTON,2011-07-16,54 ,Losing My Religion
54,JUSTIN MOORE,2011-07-16,55 ,If Heaven Wasn't So Far Away
55,MAROON 5,2011-07-16,56 ,Never Gonna Leave This Bed
56,LADY GAGA,2011-07-16,57 ,Born This Way
57,BEYONCE,2011-07-16,58 ,Best Thing I Never Had
58,RIHANNA,2011-07-16,59 ,Man Down
59,ERIC CHURCH,2011-07-16,60 ,Homeboy
60,COLDPLAY,2011-07-16,61 ,Every Teardrop Is A Waterfall
61,NICOLE SCHERZINGER featuring 50 CENT,2011-07-16,62 ,Right There
62,ELI YOUNG BAND,2011-07-16,63 ,Crazy Girl
63,DIERKS BENTLEY,2011-07-16,64 ,Am I The Only One
64,FOSTER THE PEOPLE,2011-07-16,65 ,Pumped Up Kicks
65,BRAD PAISLEY featuring ALABAMA,2011-07-16,66 ,Old Alabama
66,TAYLOR SWIFT,2011-07-16,67 ,The Story Of Us
67,VICCI MARTINEZ,2011-07-16,68 ,Dog Days Are Over
68,PITBULL featuring T-PAIN & SEAN PAUL,2011-07-16,69 ,Shake Senora
69,LUPE FIASCO featuring TREY SONGZ,2011-07-16,70 ,Out Of My Head
70,RODNEY ATKINS,2011-07-16,71 ,Take A Back Road
71,SELENA GOMEZ & THE SCENE,2011-07-16,72 ,Love You Like A Love Song
72,SCOTTY McCREERY,2011-07-16,73 ,I Love You This Beg
73,NEW BOYZ featuring THE CATARACS & DEV,2011-07-16,74 ,Backseat
74,YC featuring FUTURE,2011-07-16,75 ,Racks
75,KEITH URBAN,2011-07-16,76 ,Without You
76,TREY SONGZ featuring DRAKE,2011-07-16,77 ,Unusual
77,ANDY GRAMMER,2011-07-16,78 ,Keep Your Head Up
78,TRACE ADKINS,2011-07-16,79 ,Just Fishin'
79,ACE HOOD,2011-07-16,80 ,Hustle Hard
80,LIL WAYNE featuring RICK ROSS,2011-07-16,81 ,John
81,DIA FRAMPTON,2011-07-16,82 ,Heartless
82,MARSHA AMBROSIUS,2011-07-16,83 ,Far Away
83,BEYONCE,2011-07-16,84 ,Run The World (Girls)
84,SEETHER,2011-07-16,85 ,Country Song
85,VICTORIOUS CAST featuring VICTORIA JUSTICE,2011-07-16,86 ,Best Friend's Brother
86,GYM CLASS HEROES featuring ADAM LEVINE,2011-07-16,87 ,Stereo Hearts
87,JENNIFER LOPEZ featuring LIL WAYNE,2011-07-16,88 ,I'm Into You
88,AFROJACK featuring EVA SIMONS,2011-07-16,89 ,Take Over Control
89,BILLY CURRINGTON,2011-07-16,90 ,Love Done Gone
90,MIRANDA LAMBERT,2011-07-16,91 ,Heart Like Mine
91,XENIA,2011-07-16,92 ,The Man Who Can't Be Moved
92,TOBY KEITH,2011-07-16,93 ,Made In America
93,CHRIS BROWN featuring JUSTIN BIEBER,2011-07-16,94 ,Next To You
94,BELLA THORNE & ZENDAYA,2011-07-16,95 ,Watch Me
95,MAC MILLER,2011-07-16,96 ,Donald Trump
96,JILL SCOTT featuring ANTHONY HAMILTON,2011-07-16,97 ,So In Love
97,TRAIN,2011-07-16,98 ,"Save Me, San Francisco"
98,KIRK FRANKLIN,2011-07-16,99 ,I Smile
99,BRANTLEY GILBERT,2011-07-16,100,Country Must Be Country Wide
0,LMFAO featuring LAUREN BENNETT & GOONROCK,2011-07-23,1  ,Party Rock Anthem
1,"PITBULL featuring NE-YO, AFROJACK & NAYER",2011-07-23,2  ,Give Me Everything
2,ADELE,2011-07-23,3  ,Rolling In The Deep
3,KATY PERRY,2011-07-23,4  ,Last Friday Night (T.G.I.F.)
4,NICKI MINAJ,2011-07-23,5  ,Super Bass
5,LADY GAGA,2011-07-23,6  ,The Edge Of Glory
6,KATY PERRY featuring KANYE WEST,2011-07-23,7  ,E.T.
7,LIL WAYNE,2011-07-23,8  ,How To Love
8,ONEREPUBLIC,2011-07-23,9  ,Good Life
9,HOT CHELLE RAE,2011-07-23,10 ,Tonight Tonight
10,JASON ALDEAN,2011-07-23,11 ,Dirt Road Anthem
11,BRUNO MARS,2011-07-23,12 ,The Lazy Song
12,LUPE FIASCO,2011-07-23,13 ,The Show Goes On
13,THE BLACK EYED PEAS,2011-07-23,14 ,Just Can't Get Enough
14,"DJ KHALED featuring DRAKE, RICK ROSS & LIL WAYNE",2011-07-23,15 ,I'm On One
15,BLAKE SHELTON,2011-07-23,16 ,Honey Bee
16,JAVIER COLON,2011-07-23,17 ,Stitch By Stitch
17,JASON DERULO,2011-07-23,18 ,Don't Wanna Go Home
18,JENNIFER LOPEZ featuring PITBULL,2011-07-23,19 ,On The Floor
19,DIA FRAMPTON,2011-07-23,20 ,Inventing Shadows
20,KELLY ROWLAND featuring LIL WAYNE,2011-07-23,21 ,Motivation
21,BRITNEY SPEARS,2011-07-23,22 ,I Wanna Go
22,MAROON 5 featuring CHRISTINA AGUILERA,2011-07-23,23 ,Moves Like Jagger
23,BRITNEY SPEARS,2011-07-23,24 ,Till The World Ends
24,ZAC BROWN BAND featuring JIMMY BUFFETT,2011-07-23,25 ,Knee Deep
25,CHRIS BROWN featuring LIL WAYNE & BUSTA RHYMES,2011-07-23,26 ,Look At Me Now
26,LADY ANTEBELLUM,2011-07-23,27 ,Just A Kiss
27,SELENA GOMEZ & THE SCENE,2011-07-23,28 ,Who Says
28,BEYONCE,2011-07-23,29 ,Best Thing I Never Had
29,BRAD PAISLEY duet with CARRIE UNDERWOOD,2011-07-23,30 ,Remind Me
30,THE BAND PERRY,2011-07-23,31 ,If I Die Young
31,DAVID GUETTA featuring FLO RIDA & NICKI MINAJ,2011-07-23,32 ,Where Them Girls At
32,CHRIS BROWN,2011-07-23,33 ,She Ain't You
33,LUKE BRYAN,2011-07-23,34 ,Country Girl (Shake It For Me)
34,WIZ KHALIFA,2011-07-23,35 ,Roll Up
35,KE$HA,2011-07-23,36 ,Blow
36,BIG SEAN featuring CHRIS BROWN,2011-07-23,37 ,My Last
37,JAKE OWEN,2011-07-23,38 ,Barefoot Blue Jean Night
38,TAYLOR SWIFT,2011-07-23,39 ,Mean
39,CEE LO GREEN,2011-07-23,40 ,Fuck You!
40,ENRIQUE IGLESIAS with USHER featuring LIL WAYNE,2011-07-23,41 ,Dirty Dancer
41,KENNY CHESNEY featuring GRACE POTTER,2011-07-23,42 ,You And Tequila
42,KATY PERRY,2011-07-23,43 ,Firework
43,THE BAND PERRY,2011-07-23,44 ,You Lie
44,ADAM LEVINE & JAVIER COLON,2011-07-23,45 ,Man In The Mirror
45,CHRIS YOUNG,2011-07-23,46 ,Tomorrow
46,RIHANNA,2011-07-23,47 ,S&M;
47,THE SCRIPT,2011-07-23,48 ,For The First Time
48,MIGUEL,2011-07-23,49 ,Sure Thing
49,P!NK,2011-07-23,50 ,Fuckin' Perfect
50,MARTIN SOLVEIG & DRAGONETTE,2011-07-23,51 ,Hello
51,RIHANNA,2011-07-23,52 ,California King Bed
52,T-PAIN featuring CHRIS BROWN,2011-07-23,53 ,Best Love Song
53,COLDPLAY,2011-07-23,54 ,Every Teardrop Is A Waterfall
54,JUSTIN MOORE,2011-07-23,55 ,If Heaven Wasn't So Far Away
55,MAROON 5,2011-07-23,56 ,Never Gonna Leave This Bed
56,BLAKE SHELTON & DIA FRAMPTON,2011-07-23,57 ,I Won't Back Down
57,BAD MEETS EVIL featuring BRUNO MARS,2011-07-23,58 ,Lighters
58,TINIE TEMPAH featuring ERIC TURNER,2011-07-23,59 ,Written In The Stars
59,FOSTER THE PEOPLE,2011-07-23,60 ,Pumped Up Kicks
60,NICOLE SCHERZINGER featuring 50 CENT,2011-07-23,61 ,Right There
61,ERIC CHURCH,2011-07-23,62 ,Homeboy
62,DIERKS BENTLEY,2011-07-23,63 ,Am I The Only One
63,ELI YOUNG BAND,2011-07-23,64 ,Crazy Girl
64,GEORGE STRAIT,2011-07-23,65 ,Here For A Good Time
65,SELENA GOMEZ & THE SCENE,2011-07-23,66 ,Love You Like A Love Song
66,RIHANNA,2011-07-23,67 ,Man Down
67,RODNEY ATKINS,2011-07-23,68 ,Take A Back Road
68,LUPE FIASCO featuring TREY SONGZ,2011-07-23,69 ,Out Of My Head
69,DAVID GUETTA featuring TAIO CRUZ & LUDACRIS,2011-07-23,70 ,Little Bad Girl
70,BRAD PAISLEY featuring ALABAMA,2011-07-23,71 ,Old Alabama
71,TAYLOR SWIFT,2011-07-23,72 ,The Story Of Us
72,SCOTTY McCREERY,2011-07-23,73 ,I Love You This Beg
73,CHRISTINA AGUILERA & BEVERLY McCLELLAN,2011-07-23,74 ,Beautiful
74,ACE HOOD,2011-07-23,75 ,Hustle Hard
75,YC featuring FUTURE,2011-07-23,76 ,Racks
76,TREY SONGZ featuring DRAKE,2011-07-23,77 ,Unusual
77,VICCI MARTINEZ,2011-07-23,78 ,Afraid To Sleep
78,TRACE ADKINS,2011-07-23,79 ,Just Fishin'
79,ANDY GRAMMER,2011-07-23,80 ,Keep Your Head Up
80,TOBY KEITH,2011-07-23,81 ,Made In America
81,BEYONCE,2011-07-23,82 ,Run The World (Girls)
82,KEITH URBAN,2011-07-23,83 ,Without You
83,JENNIFER LOPEZ featuring LIL WAYNE,2011-07-23,84 ,I'm Into You
84,BILLY CURRINGTON,2011-07-23,85 ,Love Done Gone
85,DIA FRAMPTON,2011-07-23,86 ,Heartless
86,PITBULL featuring T-PAIN & SEAN PAUL,2011-07-23,87 ,Shake Senora
87,AFROJACK featuring EVA SIMONS,2011-07-23,88 ,Take Over Control
88,DIA FRAMPTON,2011-07-23,89 ,Losing My Religion
89,COLDPLAY,2011-07-23,90 ,Moving To Mars
90,NEW BOYZ featuring THE CATARACS & DEV,2011-07-23,91 ,Backseat
91,COLDPLAY,2011-07-23,92 ,Major Minus
92,LIL WAYNE featuring RICK ROSS,2011-07-23,93 ,John
93,IYAZ,2011-07-23,94 ,Pretty Girls
94,TRAIN,2011-07-23,95 ,"Save Me, San Francisco"
95,LINKIN PARK,2011-07-23,96 ,Iridescent
96,SEETHER,2011-07-23,97 ,Country Song
97,BIG SEAN featuring WIZ KHALIFA,2011-07-23,98 ,High
98,JAVIER COLON,2011-07-23,99 ,Fix You
99,GYM CLASS HEROES featuring ADAM LEVINE,2011-07-23,100,Stereo Hearts
0,LMFAO featuring LAUREN BENNETT & GOONROCK,2011-07-30,1  ,Party Rock Anthem
1,"PITBULL featuring NE-YO, AFROJACK & NAYER",2011-07-30,2  ,Give Me Everything
2,ADELE,2011-07-30,3  ,Rolling In The Deep
3,KATY PERRY,2011-07-30,4  ,Last Friday Night (T.G.I.F.)
4,NICKI MINAJ,2011-07-30,5  ,Super Bass
5,LADY GAGA,2011-07-30,6  ,The Edge Of Glory
6,LIL WAYNE,2011-07-30,7  ,How To Love
7,ONEREPUBLIC,2011-07-30,8  ,Good Life
8,HOT CHELLE RAE,2011-07-30,9  ,Tonight Tonight
9,KATY PERRY featuring KANYE WEST,2011-07-30,10 ,E.T.
10,JASON ALDEAN,2011-07-30,11 ,Dirt Road Anthem
11,"DJ KHALED featuring DRAKE, RICK ROSS & LIL WAYNE",2011-07-30,12 ,I'm On One
12,LUPE FIASCO,2011-07-30,13 ,The Show Goes On
13,BRUNO MARS,2011-07-30,14 ,The Lazy Song
14,THE BLACK EYED PEAS,2011-07-30,15 ,Just Can't Get Enough
15,JASON DERULO,2011-07-30,16 ,Don't Wanna Go Home
16,BRITNEY SPEARS,2011-07-30,17 ,I Wanna Go
17,BLAKE SHELTON,2011-07-30,18 ,Honey Bee
18,KELLY ROWLAND featuring LIL WAYNE,2011-07-30,19 ,Motivation
19,JENNIFER LOPEZ featuring PITBULL,2011-07-30,20 ,On The Floor
20,ZAC BROWN BAND featuring JIMMY BUFFETT,2011-07-30,21 ,Knee Deep
21,LADY ANTEBELLUM,2011-07-30,22 ,Just A Kiss
22,BEYONCE,2011-07-30,23 ,Best Thing I Never Had
23,THE BAND PERRY,2011-07-30,24 ,If I Die Young
24,BRITNEY SPEARS,2011-07-30,25 ,Till The World Ends
25,CHRIS BROWN featuring LIL WAYNE & BUSTA RHYMES,2011-07-30,26 ,Look At Me Now
26,BRAD PAISLEY duet with CARRIE UNDERWOOD,2011-07-30,27 ,Remind Me
27,CHRIS BROWN,2011-07-30,28 ,She Ain't You
28,LUKE BRYAN,2011-07-30,29 ,Country Girl (Shake It For Me)
29,BIG SEAN featuring CHRIS BROWN,2011-07-30,30 ,My Last
30,JAKE OWEN,2011-07-30,31 ,Barefoot Blue Jean Night
31,DAVID GUETTA featuring FLO RIDA & NICKI MINAJ,2011-07-30,32 ,Where Them Girls At
32,BAD MEETS EVIL featuring BRUNO MARS,2011-07-30,33 ,Lighters
33,KE$HA,2011-07-30,34 ,Blow
34,SELENA GOMEZ & THE SCENE,2011-07-30,35 ,Love You Like A Love Song
35,KATY PERRY,2011-07-30,36 ,Firework
36,KENNY CHESNEY featuring GRACE POTTER,2011-07-30,37 ,You And Tequila
37,SELENA GOMEZ & THE SCENE,2011-07-30,38 ,Who Says
38,CHRIS YOUNG,2011-07-30,39 ,Tomorrow
39,MIGUEL,2011-07-30,40 ,Sure Thing
40,CEE LO GREEN,2011-07-30,41 ,Fuck You!
41,P!NK,2011-07-30,42 ,Fuckin' Perfect
42,WIZ KHALIFA,2011-07-30,43 ,Roll Up
43,TAYLOR SWIFT,2011-07-30,44 ,Mean
44,THE SCRIPT,2011-07-30,45 ,For The First Time
45,FOSTER THE PEOPLE,2011-07-30,46 ,Pumped Up Kicks
46,RIHANNA,2011-07-30,47 ,California King Bed
47,T-PAIN featuring CHRIS BROWN,2011-07-30,48 ,Best Love Song
48,JUSTIN MOORE,2011-07-30,49 ,If Heaven Wasn't So Far Away
49,RIHANNA,2011-07-30,50 ,S&M;
50,THE BAND PERRY,2011-07-30,51 ,You Lie
51,NICOLE SCHERZINGER featuring 50 CENT,2011-07-30,52 ,Right There
52,ENRIQUE IGLESIAS with USHER featuring LIL WAYNE,2011-07-30,53 ,Dirty Dancer
53,MARTIN SOLVEIG & DRAGONETTE,2011-07-30,54 ,Hello
54,MAROON 5,2011-07-30,55 ,Never Gonna Leave This Bed
55,ELI YOUNG BAND,2011-07-30,56 ,Crazy Girl
56,LUPE FIASCO featuring TREY SONGZ,2011-07-30,57 ,Out Of My Head
57,DIERKS BENTLEY,2011-07-30,58 ,Am I The Only One
58,ERIC CHURCH,2011-07-30,59 ,Homeboy
59,RODNEY ATKINS,2011-07-30,60 ,Take A Back Road
60,COLDPLAY,2011-07-30,61 ,Every Teardrop Is A Waterfall
